Y90 - 4.42mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	6.89E-01
0	0	1	9.73E-02
0	0	2	2.10E-03
0	0	3	3.11E-06
0	0	4	7.83E-07
0	0	5	4.70E-07
0	1	0	9.73E-02
0	1	1	2.48E-02
0	1	2	7.34E-04
0	1	3	1.75E-06
0	1	4	7.30E-07
0	1	5	4.46E-07
0	2	0	2.10E-03
0	2	1	7.34E-04
0	2	2	2.17E-05
0	2	3	1.00E-06
0	2	4	6.04E-07
0	2	5	3.95E-07
0	3	0	3.11E-06
0	3	1	1.75E-06
0	3	2	1.00E-06
0	3	3	6.84E-07
0	3	4	4.67E-07
0	3	5	3.31E-07
0	4	0	7.83E-07
0	4	1	7.30E-07
0	4	2	6.04E-07
0	4	3	4.67E-07
0	4	4	3.53E-07
0	4	5	2.68E-07
0	5	0	4.70E-07
0	5	1	4.46E-07
0	5	2	3.95E-07
0	5	3	3.31E-07
0	5	4	2.68E-07
0	5	5	2.15E-07
1	0	0	9.73E-02
1	0	1	2.48E-02
1	0	2	7.34E-04
1	0	3	1.75E-06
1	0	4	7.30E-07
1	0	5	4.46E-07
1	1	0	2.48E-02
1	1	1	7.78E-03
1	1	2	2.51E-04
1	1	3	1.31E-06
1	1	4	6.82E-07
1	1	5	4.27E-07
1	2	0	7.34E-04
1	2	1	2.51E-04
1	2	2	7.48E-06
1	2	3	9.18E-07
1	2	4	5.72E-07
1	2	5	3.80E-07
1	3	0	1.75E-06
1	3	1	1.31E-06
1	3	2	9.18E-07
1	3	3	6.42E-07
1	3	4	4.47E-07
1	3	5	3.19E-07
1	4	0	7.30E-07
1	4	1	6.82E-07
1	4	2	5.72E-07
1	4	3	4.47E-07
1	4	4	3.41E-07
1	4	5	2.61E-07
1	5	0	4.46E-07
1	5	1	4.27E-07
1	5	2	3.80E-07
1	5	3	3.19E-07
1	5	4	2.61E-07
1	5	5	2.10E-07
2	0	0	2.10E-03
2	0	1	7.34E-04
2	0	2	2.17E-05
2	0	3	1.00E-06
2	0	4	6.04E-07
2	0	5	3.95E-07
2	1	0	7.34E-04
2	1	1	2.51E-04
2	1	2	7.48E-06
2	1	3	9.18E-07
2	1	4	5.72E-07
2	1	5	3.80E-07
2	2	0	2.17E-05
