Re188 - 4.42mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	5.06E-01
0	0	1	3.58E-02
0	0	2	4.01E-05
0	0	3	1.72E-05
0	0	4	9.56E-06
0	0	5	6.10E-06
0	1	0	3.58E-02
0	1	1	3.84E-03
0	1	2	3.14E-05
0	1	3	1.54E-05
0	1	4	9.03E-06
0	1	5	5.88E-06
0	2	0	4.01E-05
0	2	1	3.14E-05
0	2	2	1.93E-05
0	2	3	1.18E-05
0	2	4	7.66E-06
0	2	5	5.25E-06
0	3	0	1.72E-05
0	3	1	1.54E-05
0	3	2	1.18E-05
0	3	3	8.50E-06
0	3	4	6.12E-06
0	3	5	4.46E-06
0	4	0	9.56E-06
0	4	1	9.03E-06
0	4	2	7.66E-06
0	4	3	6.12E-06
0	4	4	4.75E-06
0	4	5	3.68E-06
0	5	0	6.10E-06
0	5	1	5.88E-06
0	5	2	5.25E-06
0	5	3	4.46E-06
0	5	4	3.68E-06
0	5	5	2.99E-06
1	0	0	3.58E-02
1	0	1	3.84E-03
1	0	2	3.14E-05
1	0	3	1.54E-05
1	0	4	9.03E-06
1	0	5	5.88E-06
1	1	0	3.84E-03
1	1	1	5.13E-04
1	1	2	2.59E-05
1	1	3	1.40E-05
1	1	4	8.51E-06
1	1	5	5.65E-06
1	2	0	3.14E-05
1	2	1	2.59E-05
1	2	2	1.72E-05
1	2	3	1.10E-05
1	2	4	7.29E-06
1	2	5	5.07E-06
1	3	0	1.54E-05
1	3	1	1.40E-05
1	3	2	1.10E-05
1	3	3	8.06E-06
1	3	4	5.87E-06
1	3	5	4.33E-06
1	4	0	9.03E-06
1	4	1	8.51E-06
1	4	2	7.29E-06
1	4	3	5.87E-06
1	4	4	4.60E-06
1	4	5	3.59E-06
1	5	0	5.88E-06
1	5	1	5.65E-06
1	5	2	5.07E-06
1	5	3	4.33E-06
1	5	4	3.59E-06
1	5	5	2.93E-06
2	0	0	4.01E-05
2	0	1	3.14E-05
2	0	2	1.93E-05
2	0	3	1.18E-05
2	0	4	7.66E-06
2	0	5	5.25E-06
2	1	0	3.14E-05
2	1	1	2.59E-05
2	1	2	1.72E-05
2	1	3	1.10E-05
2	1	4	7.29E-06
2	1	5	5.07E-06
2	2	0	1.93E-05
2	2	1	1.72E-05
2	2	2	1.28E-05
2	2	3	9.04E-06
2	2	4	6.37E-06
2	2	5	4.61E-06
2	3	0	1.18E-05
2	3	1	1.10E-05
2	3	2	9.04E-06
2	3	3	6.96E-06
2	3	4	5.26E-06
2	3	5	3.98E-06
2	4	0	7.66E-06
2	4	1	7.29E-06
2	4	2	6.37E-06
2	4	3	5.26E-06
2	4	4	4.22E-06
2	4	5	3.34E-06
2	5	0	5.25E-06
2	5	1	5.07E-06
2	5	2	4.61E-06
2	5	3	3.98E-06
2	5	4	3.34E-06
2	5	5	2.76E-06
3	0	0	1.72E-05
3	0	1	1.54E-05
3	0	2	1.18E-05
3	0	3	8.50E-06
3	0	4	6.12E-06
3	0	5	4.46E-06
3	1	0	1.54E-05
3	1	1	1.40E-05
3	1	2	1.10E-05
3	1	3	8.06E-06
3	1	4	5.87E-06
3	1	5	4.33E-06
3	2	0	1.18E-05
3	2	1	1.10E-05
3	2	2	9.04E-06
3	2	3	6.96E-06
3	2	4	5.26E-06
3	2	5	3.98E-06
3	3	0	8.50E-06
3	3	1	8.06E-06
3	3	2	6.96E-06
3	3	3	5.65E-06
3	3	4	4.46E-06
3	3	5	3.50E-06
3	4	0	6.12E-06
3	4	1	5.87E-06
3	4	2	5.26E-06
3	4	3	4.46E-06
3	4	4	3.68E-06
3	4	5	2.99E-06
3	5	0	4.46E-06
3	5	1	4.33E-06
3	5	2	3.98E-06
3	5	3	3.50E-06
3	5	4	2.99E-06
3	5	5	2.51E-06
4	0	0	9.56E-06
4	0	1	9.03E-06
4	0	2	7.66E-06
4	0	3	6.12E-06
4	0	4	4.75E-06
4	0	5	3.68E-06
4	1	0	9.03E-06
4	1	1	8.51E-06
4	1	2	7.29E-06
4	1	3	5.87E-06
4	1	4	4.60E-06
4	1	5	3.59E-06
4	2	0	7.66E-06
4	2	1	7.29E-06
4	2	2	6.37E-06
4	2	3	5.26E-06
4	2	4	4.22E-06
4	2	5	3.34E-06
4	3	0	6.12E-06
4	3	1	5.87E-06
4	3	2	5.26E-06
4	3	3	4.46E-06
4	3	4	3.68E-06
4	3	5	2.99E-06
4	4	0	4.75E-06
4	4	1	4.60E-06
4	4	2	4.22E-06
4	4	3	3.68E-06
4	4	4	3.12E-06
4	4	5	2.60E-06
4	5	0	3.68E-06
4	5	1	3.59E-06
4	5	2	3.34E-06
4	5	3	2.99E-06
4	5	4	2.60E-06
4	5	5	2.22E-06
5	0	0	6.10E-06
5	0	1	5.88E-06
5	0	2	5.25E-06
5	0	3	4.46E-06
5	0	4	3.68E-06
5	0	5	2.99E-06
5	1	0	5.88E-06
5	1	1	5.65E-06
5	1	2	5.07E-06
5	1	3	4.33E-06
5	1	4	3.59E-06
5	1	5	2.93E-06
5	2	0	5.25E-06
5	2	1	5.07E-06
5	2	2	4.61E-06
5	2	3	3.98E-06
5	2	4	3.34E-06
5	2	5	2.76E-06
5	3	0	4.46E-06
5	3	1	4.33E-06
5	3	2	3.98E-06
5	3	3	3.50E-06
5	3	4	2.99E-06
5	3	5	2.51E-06
5	4	0	3.68E-06
5	4	1	3.59E-06
5	4	2	3.34E-06
5	4	3	2.99E-06
5	4	4	2.60E-06
5	4	5	2.22E-06
5	5	0	2.99E-06
5	5	1	2.93E-06
5	5	2	2.76E-06
5	5	3	2.51E-06
5	5	4	2.22E-06
5	5	5	1.95E-06
