I131 - 4.8mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.37E-01
0	0	1	5.44E-03
0	0	2	1.82E-04
0	0	3	7.99E-05
0	0	4	4.44E-05
0	0	5	2.85E-05
0	1	0	5.44E-03
0	1	1	5.33E-04
0	1	2	1.45E-04
0	1	3	7.15E-05
0	1	4	4.18E-05
0	1	5	2.71E-05
0	2	0	1.82E-04
0	2	1	1.45E-04
0	2	2	8.98E-05
0	2	3	5.49E-05
0	2	4	3.56E-05
0	2	5	2.44E-05
0	3	0	7.99E-05
0	3	1	7.15E-05
0	3	2	5.49E-05
0	3	3	3.95E-05
0	3	4	2.84E-05
0	3	5	2.07E-05
0	4	0	4.44E-05
0	4	1	4.18E-05
0	4	2	3.56E-05
0	4	3	2.84E-05
0	4	4	2.21E-05
0	4	5	1.71E-05
0	5	0	2.85E-05
0	5	1	2.71E-05
0	5	2	2.44E-05
0	5	3	2.07E-05
0	5	4	1.71E-05
0	5	5	1.40E-05
1	0	0	5.44E-03
1	0	1	5.33E-04
1	0	2	1.45E-04
1	0	3	7.15E-05
1	0	4	4.18E-05
1	0	5	2.71E-05
1	1	0	5.33E-04
1	1	1	2.56E-04
1	1	2	1.20E-04
1	1	3	6.50E-05
1	1	4	3.93E-05
1	1	5	2.63E-05
1	2	0	1.45E-04
1	2	1	1.20E-04
1	2	2	7.96E-05
1	2	3	5.08E-05
1	2	4	3.38E-05
1	2	5	2.35E-05
1	3	0	7.15E-05
1	3	1	6.50E-05
1	3	2	5.08E-05
1	3	3	3.74E-05
1	3	4	2.73E-05
1	3	5	2.02E-05
1	4	0	4.18E-05
1	4	1	3.93E-05
1	4	2	3.38E-05
1	4	3	2.73E-05
1	4	4	2.13E-05
1	4	5	1.68E-05
1	5	0	2.71E-05
1	5	1	2.63E-05
1	5	2	2.35E-05
1	5	3	2.02E-05
1	5	4	1.68E-05
1	5	5	1.38E-05
2	0	0	1.82E-04
2	0	1	1.45E-04
2	0	2	8.98E-05
2	0	3	5.49E-05
2	0	4	3.56E-05
2	0	5	2.44E-05
2	1	0	1.45E-04
2	1	1	1.20E-04
2	1	2	7.96E-05
2	1	3	5.08E-05
2	1	4	3.38E-05
2	1	5	2.35E-05
2	2	0	8.98E-05
2	2	1	7.96E-05
2	2	2	5.95E-05
2	2	3	4.17E-05
2	2	4	2.95E-05
2	2	5	2.15E-05
2	3	0	5.49E-05
2	3	1	5.08E-05
2	3	2	4.17E-05
2	3	3	3.22E-05
2	3	4	2.43E-05
2	3	5	1.86E-05
2	4	0	3.56E-05
