Sm153 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	6.12E-02
0	0	1	8.81E-04
0	0	2	4.50E-05
0	0	3	1.55E-05
0	0	4	6.88E-06
0	0	5	3.58E-06
0	1	0	8.81E-04
0	1	1	1.22E-04
0	1	2	3.40E-05
0	1	3	1.34E-05
0	1	4	6.31E-06
0	1	5	3.38E-06
0	2	0	4.50E-05
0	2	1	3.40E-05
0	2	2	1.82E-05
0	2	3	9.26E-06
0	2	4	4.98E-06
0	2	5	2.87E-06
0	3	0	1.55E-05
0	3	1	1.34E-05
0	3	2	9.26E-06
0	3	3	5.80E-06
0	3	4	3.59E-06
0	3	5	2.25E-06
0	4	0	6.88E-06
0	4	1	6.31E-06
0	4	2	4.98E-06
0	4	3	3.59E-06
0	4	4	2.48E-06
0	4	5	1.70E-06
0	5	0	3.58E-06
0	5	1	3.38E-06
0	5	2	2.87E-06
0	5	3	2.25E-06
0	5	4	1.70E-06
0	5	5	1.26E-06
1	0	0	8.81E-04
1	0	1	1.22E-04
1	0	2	3.40E-05
1	0	3	1.34E-05
1	0	4	6.31E-06
1	0	5	3.38E-06
1	1	0	1.22E-04
1	1	1	6.70E-05
1	1	2	2.68E-05
1	1	3	1.17E-05
1	1	4	5.79E-06
1	1	5	3.19E-06
1	2	0	3.40E-05
1	2	1	2.68E-05
1	2	2	1.55E-05
1	2	3	8.33E-06
1	2	4	4.65E-06
1	2	5	2.73E-06
1	3	0	1.34E-05
1	3	1	1.17E-05
1	3	2	8.33E-06
1	3	3	5.37E-06
1	3	4	3.38E-06
1	3	5	2.16E-06
1	4	0	6.31E-06
1	4	1	5.79E-06
1	4	2	4.65E-06
1	4	3	3.38E-06
1	4	4	2.36E-06
1	4	5	1.64E-06
1	5	0	3.38E-06
1	5	1	3.19E-06
1	5	2	2.73E-06
1	5	3	2.16E-06
1	5	4	1.64E-06
1	5	5	1.22E-06
2	0	0	4.50E-05
2	0	1	3.40E-05
2	0	2	1.82E-05
2	0	3	9.26E-06
2	0	4	4.98E-06
2	0	5	2.87E-06
2	1	0	3.40E-05
2	1	1	2.68E-05
2	1	2	1.55E-05
2	1	3	8.33E-06
2	1	4	4.65E-06
2	1	5	2.73E-06
2	2	0	1.82E-05
2	2	1	1.55E-05
2	2	2	1.04E-05
2	2	3	6.31E-06
2	2	4	3.81E-06
2	2	5	2.36E-06
2	3	0	9.26E-06
2	3	1	8.33E-06
2	3	2	6.31E-06
2	3	3	4.32E-06
2	3	4	2.88E-06
2	3	5	1.91E-06
2	4	0	4.98E-06
2	4	1	4.65E-06
2	4	2	3.81E-06
2	4	3	2.88E-06
2	4	4	2.07E-06
2	4	5	1.47E-06
2	5	0	2.87E-06
2	5	1	2.73E-06
2	5	2	2.36E-06
2	5	3	1.91E-06
2	5	4	1.47E-06
2	5	5	1.11E-06
3	0	0	1.55E-05
3	0	1	1.34E-05
3	0	2	9.26E-06
3	0	3	5.80E-06
3	0	4	3.59E-06
3	0	5	2.25E-06
3	1	0	1.34E-05
3	1	1	1.17E-05
3	1	2	8.33E-06
3	1	3	5.37E-06
3	1	4	3.38E-06
3	1	5	2.16E-06
