Sr89 - 2.21mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.56E+00
0	0	1	2.56E-01
0	0	2	5.18E-04
0	0	3	5.28E-06
0	0	4	2.51E-06
0	0	5	1.43E-06
0	1	0	2.56E-01
0	1	1	4.17E-02
0	1	2	1.11E-04
0	1	3	4.59E-06
0	1	4	2.32E-06
0	1	5	1.37E-06
0	2	0	5.18E-04
0	2	1	1.11E-04
0	2	2	6.28E-06
0	2	3	3.27E-06
0	2	4	1.89E-06
0	2	5	1.19E-06
0	3	0	5.28E-06
0	3	1	4.59E-06
0	3	2	3.27E-06
0	3	3	2.16E-06
0	3	4	1.43E-06
0	3	5	9.78E-07
0	4	0	2.51E-06
0	4	1	2.32E-06
0	4	2	1.89E-06
0	4	3	1.43E-06
0	4	4	1.06E-06
0	4	5	7.80E-07
0	5	0	1.43E-06
0	5	1	1.37E-06
0	5	2	1.19E-06
0	5	3	9.78E-07
0	5	4	7.80E-07
0	5	5	6.14E-07
1	0	0	2.56E-01
1	0	1	4.17E-02
1	0	2	1.11E-04
1	0	3	4.59E-06
1	0	4	2.32E-06
1	0	5	1.37E-06
1	1	0	4.17E-02
1	1	1	8.03E-03
1	1	2	2.84E-05
1	1	3	4.06E-06
1	1	4	2.15E-06
1	1	5	1.31E-06
1	2	0	1.11E-04
1	2	1	2.84E-05
1	2	2	5.31E-06
1	2	3	2.97E-06
1	2	4	1.78E-06
1	2	5	1.14E-06
1	3	0	4.59E-06
1	3	1	4.06E-06
1	3	2	2.97E-06
1	3	3	2.02E-06
1	3	4	1.36E-06
1	3	5	9.48E-07
1	4	0	2.32E-06
1	4	1	2.15E-06
1	4	2	1.78E-06
1	4	3	1.36E-06
1	4	4	1.01E-06
1	4	5	7.56E-07
1	5	0	1.37E-06
1	5	1	1.31E-06
1	5	2	1.14E-06
1	5	3	9.48E-07
1	5	4	7.56E-07
1	5	5	5.98E-07
2	0	0	5.18E-04
2	0	1	1.11E-04
2	0	2	6.28E-06
2	0	3	3.27E-06
2	0	4	1.89E-06
2	0	5	1.19E-06
2	1	0	1.11E-04
2	1	1	2.84E-05
2	1	2	5.31E-06
2	1	3	2.97E-06
2	1	4	1.78E-06
2	1	5	1.14E-06
2	2	0	6.28E-06
2	2	1	5.31E-06
2	2	2	3.63E-06
2	2	3	2.32E-06
2	2	4	1.50E-06
2	2	5	1.02E-06
2	3	0	3.27E-06
2	3	1	2.97E-06
2	3	2	2.32E-06
2	3	3	1.67E-06
2	3	4	1.19E-06
2	3	5	8.56E-07
2	4	0	1.89E-06
2	4	1	1.78E-06
2	4	2	1.50E-06
2	4	3	1.19E-06
2	4	4	9.14E-07
2	4	5	6.94E-07
2	5	0	1.19E-06
2	5	1	1.14E-06
2	5	2	1.02E-06
2	5	3	8.56E-07
2	5	4	6.94E-07
2	5	5	5.63E-07
3	0	0	5.28E-06
3	0	1	4.59E-06
3	0	2	3.27E-06
3	0	3	2.16E-06
3	0	4	1.43E-06
3	0	5	9.78E-07
3	1	0	4.59E-06
3	1	1	4.06E-06
3	1	2	2.97E-06
3	1	3	2.02E-06
3	1	4	1.36E-06
3	1	5	9.48E-07
3	2	0	3.27E-06
3	2	1	2.97E-06
3	2	2	2.32E-06
3	2	3	1.67E-06
3	2	4	1.19E-06
3	2	5	8.56E-07
3	3	0	2.16E-06
3	3	1	2.02E-06
3	3	2	1.67E-06
3	3	3	1.30E-06
3	3	4	9.78E-07
3	3	5	7.34E-07
3	4	0	1.43E-06
3	4	1	1.36E-06
3	4	2	1.19E-06
3	4	3	9.78E-07
3	4	4	7.82E-07
3	4	5	6.12E-07
3	5	0	9.78E-07
3	5	1	9.48E-07
3	5	2	8.56E-07
3	5	3	7.34E-07
3	5	4	6.12E-07
3	5	5	5.02E-07
4	0	0	2.51E-06
4	0	1	2.32E-06
4	0	2	1.89E-06
4	0	3	1.43E-06
4	0	4	1.06E-06
4	0	5	7.80E-07
4	1	0	2.32E-06
4	1	1	2.15E-06
4	1	2	1.78E-06
4	1	3	1.36E-06
4	1	4	1.01E-06
4	1	5	7.56E-07
4	2	0	1.89E-06
4	2	1	1.78E-06
4	2	2	1.50E-06
4	2	3	1.19E-06
4	2	4	9.14E-07
4	2	5	6.94E-07
4	3	0	1.43E-06
4	3	1	1.36E-06
4	3	2	1.19E-06
4	3	3	9.78E-07
4	3	4	7.82E-07
4	3	5	6.12E-07
4	4	0	1.06E-06
4	4	1	1.01E-06
4	4	2	9.14E-07
4	4	3	7.82E-07
4	4	4	6.44E-07
4	4	5	5.23E-07
4	5	0	7.80E-07
4	5	1	7.56E-07
4	5	2	6.94E-07
4	5	3	6.12E-07
4	5	4	5.23E-07
4	5	5	4.40E-07
5	0	0	1.43E-06
5	0	1	1.37E-06
5	0	2	1.19E-06
5	0	3	9.78E-07
5	0	4	7.80E-07
5	0	5	6.14E-07
5	1	0	1.37E-06
5	1	1	1.31E-06
5	1	2	1.14E-06
5	1	3	9.48E-07
5	1	4	7.56E-07
5	1	5	5.98E-07
5	2	0	1.19E-06
5	2	1	1.14E-06
5	2	2	1.02E-06
5	2	3	8.56E-07
5	2	4	6.94E-07
5	2	5	5.63E-07
5	3	0	9.78E-07
5	3	1	9.48E-07
5	3	2	8.56E-07
5	3	3	7.34E-07
5	3	4	6.12E-07
5	3	5	5.02E-07
5	4	0	7.80E-07
5	4	1	7.56E-07
5	4	2	6.94E-07
5	4	3	6.12E-07
5	4	4	5.23E-07
5	4	5	4.40E-07
5	5	0	6.14E-07
5	5	1	5.98E-07
5	5	2	5.63E-07
5	5	3	5.02E-07
5	5	4	4.40E-07
5	5	5	3.78E-07
