Sr89 - 6mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
2	3	1	2.61E-07
2	3	2	2.07E-07
2	3	3	1.51E-07
2	3	4	1.08E-07
2	3	5	7.74E-08
2	4	0	1.70E-07
2	4	1	1.60E-07
2	4	2	1.36E-07
2	4	3	1.08E-07
2	4	4	8.27E-08
2	4	5	6.26E-08
2	5	0	1.07E-07
2	5	1	1.03E-07
2	5	2	9.22E-08
2	5	3	7.74E-08
2	5	4	6.26E-08
2	5	5	4.99E-08
3	0	0	4.48E-07
3	0	1	3.95E-07
3	0	2	2.86E-07
3	0	3	1.93E-07
3	0	4	1.30E-07
3	0	5	8.85E-08
3	1	0	3.95E-07
3	1	1	3.51E-07
3	1	2	2.61E-07
3	1	3	1.81E-07
3	1	4	1.23E-07
3	1	5	8.55E-08
3	2	0	2.86E-07
3	2	1	2.61E-07
3	2	2	2.07E-07
3	2	3	1.51E-07
3	2	4	1.08E-07
3	2	5	7.74E-08
3	3	0	1.93E-07
3	3	1	1.81E-07
3	3	2	1.51E-07
3	3	3	1.18E-07
3	3	4	8.87E-08
3	3	5	6.62E-08
3	4	0	1.30E-07
3	4	1	1.23E-07
3	4	2	1.08E-07
3	4	3	8.87E-08
3	4	4	7.01E-08
3	4	5	5.50E-08
3	5	0	8.85E-08
3	5	1	8.55E-08
3	5	2	7.74E-08
3	5	3	6.62E-08
3	5	4	5.50E-08
3	5	5	4.42E-08
4	0	0	2.23E-07
4	0	1	2.07E-07
4	0	2	1.70E-07
4	0	3	1.30E-07
4	0	4	9.54E-08
4	0	5	7.04E-08
4	1	0	2.07E-07
4	1	1	1.93E-07
4	1	2	1.60E-07
4	1	3	1.23E-07
4	1	4	9.21E-08
4	1	5	6.82E-08
4	2	0	1.70E-07
4	2	1	1.60E-07
4	2	2	1.36E-07
4	2	3	1.08E-07
4	2	4	8.27E-08
4	2	5	6.26E-08
4	3	0	1.30E-07
4	3	1	1.23E-07
4	3	2	1.08E-07
4	3	3	8.87E-08
4	3	4	7.01E-08
4	3	5	5.50E-08
4	4	0	9.54E-08
4	4	1	9.21E-08
4	4	2	8.27E-08
4	4	3	7.01E-08
4	4	4	5.76E-08
4	4	5	4.65E-08
4	5	0	7.04E-08
4	5	1	6.82E-08
4	5	2	6.26E-08
4	5	3	5.50E-08
4	5	4	4.65E-08
4	5	5	3.83E-08
5	0	0	1.30E-07
5	0	1	1.23E-07
5	0	2	1.07E-07
5	0	3	8.85E-08
5	0	4	7.04E-08
5	0	5	5.48E-08
5	1	0	1.23E-07
5	1	1	1.18E-07
5	1	2	1.03E-07
5	1	3	8.55E-08
5	1	4	6.82E-08
5	1	5	5.36E-08
5	2	0	1.07E-07
5	2	1	1.03E-07
5	2	2	9.22E-08
5	2	3	7.74E-08
5	2	4	6.26E-08
5	2	5	4.99E-08
5	3	0	8.85E-08
5	3	1	8.55E-08
5	3	2	7.74E-08
5	3	3	6.62E-08
5	3	4	5.50E-08
5	3	5	4.42E-08
5	4	0	7.04E-08
5	4	1	6.82E-08
5	4	2	6.26E-08
5	4	3	5.50E-08
5	4	4	4.65E-08
5	4	5	3.83E-08
5	5	0	5.48E-08
5	5	1	5.36E-08
5	5	2	4.99E-08
5	5	3	4.42E-08
5	5	4	3.83E-08
5	5	5	3.25E-08
