Sr89 - 6mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	1.87E-01
0	0	1	6.93E-03
0	0	2	1.25E-06
0	0	3	4.48E-07
0	0	4	2.23E-07
0	0	5	1.30E-07
0	1	0	6.93E-03
0	1	1	3.58E-04
0	1	2	9.40E-07
0	1	3	3.95E-07
0	1	4	2.07E-07
0	1	5	1.23E-07
0	2	0	1.25E-06
0	2	1	9.40E-07
0	2	2	5.19E-07
0	2	3	2.86E-07
0	2	4	1.70E-07
0	2	5	1.07E-07
0	3	0	4.48E-07
0	3	1	3.95E-07
0	3	2	2.86E-07
0	3	3	1.93E-07
0	3	4	1.30E-07
0	3	5	8.85E-08
0	4	0	2.23E-07
0	4	1	2.07E-07
0	4	2	1.70E-07
0	4	3	1.30E-07
0	4	4	9.54E-08
0	4	5	7.04E-08
0	5	0	1.30E-07
0	5	1	1.23E-07
0	5	2	1.07E-07
0	5	3	8.85E-08
0	5	4	7.04E-08
0	5	5	5.48E-08
1	0	0	6.93E-03
1	0	1	3.58E-04
1	0	2	9.40E-07
1	0	3	3.95E-07
1	0	4	2.07E-07
1	0	5	1.23E-07
1	1	0	3.58E-04
1	1	1	2.22E-05
1	1	2	7.48E-07
1	1	3	3.51E-07
1	1	4	1.93E-07
1	1	5	1.18E-07
1	2	0	9.40E-07
1	2	1	7.48E-07
1	2	2	4.50E-07
1	2	3	2.61E-07
1	2	4	1.60E-07
1	2	5	1.03E-07
1	3	0	3.95E-07
1	3	1	3.51E-07
1	3	2	2.61E-07
1	3	3	1.81E-07
1	3	4	1.23E-07
1	3	5	8.55E-08
1	4	0	2.07E-07
1	4	1	1.93E-07
1	4	2	1.60E-07
1	4	3	1.23E-07
1	4	4	9.21E-08
1	4	5	6.82E-08
1	5	0	1.23E-07
1	5	1	1.18E-07
1	5	2	1.03E-07
1	5	3	8.55E-08
1	5	4	6.82E-08
1	5	5	5.36E-08
2	0	0	1.25E-06
2	0	1	9.40E-07
2	0	2	5.19E-07
2	0	3	2.86E-07
2	0	4	1.70E-07
2	0	5	1.07E-07
2	1	0	9.40E-07
2	1	1	7.48E-07
2	1	2	4.50E-07
2	1	3	2.61E-07
2	1	4	1.60E-07
2	1	5	1.03E-07
2	2	0	5.19E-07
2	2	1	4.50E-07
2	2	2	3.16E-07
2	2	3	2.07E-07
2	2	4	1.36E-07
2	2	5	9.22E-08
2	3	0	2.86E-07
