Lu177 - 2.4mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	1.31E+00
0	0	1	3.53E-02
0	0	2	6.48E-05
0	0	3	2.75E-05
0	0	4	1.57E-05
0	0	5	1.02E-05
0	1	0	3.53E-02
0	1	1	1.72E-03
0	1	2	5.08E-05
0	1	3	2.48E-05
0	1	4	1.46E-05
0	1	5	9.65E-06
0	2	0	6.48E-05
0	2	1	5.08E-05
0	2	2	3.11E-05
0	2	3	1.91E-05
0	2	4	1.25E-05
0	2	5	8.74E-06
0	3	0	2.75E-05
0	3	1	2.48E-05
0	3	2	1.91E-05
0	3	3	1.39E-05
0	3	4	1.01E-05
0	3	5	7.42E-06
0	4	0	1.57E-05
0	4	1	1.46E-05
0	4	2	1.25E-05
0	4	3	1.01E-05
0	4	4	7.88E-06
0	4	5	6.21E-06
0	5	0	1.02E-05
0	5	1	9.65E-06
0	5	2	8.74E-06
0	5	3	7.42E-06
0	5	4	6.21E-06
0	5	5	5.16E-06
1	0	0	3.53E-02
1	0	1	1.72E-03
1	0	2	5.08E-05
1	0	3	2.48E-05
1	0	4	1.46E-05
1	0	5	9.65E-06
1	1	0	1.72E-03
1	1	1	1.77E-04
1	1	2	4.19E-05
1	1	3	2.25E-05
1	1	4	1.38E-05
1	1	5	9.33E-06
1	2	0	5.08E-05
1	2	1	4.19E-05
1	2	2	2.77E-05
1	2	3	1.77E-05
1	2	4	1.19E-05
1	2	5	8.41E-06
1	3	0	2.48E-05
1	3	1	2.25E-05
1	3	2	1.77E-05
1	3	3	1.31E-05
1	3	4	9.64E-06
1	3	5	7.23E-06
1	4	0	1.46E-05
1	4	1	1.38E-05
1	4	2	1.19E-05
1	4	3	9.64E-06
1	4	4	7.65E-06
1	4	5	6.09E-06
1	5	0	9.65E-06
1	5	1	9.33E-06
1	5	2	8.41E-06
1	5	3	7.23E-06
1	5	4	6.09E-06
1	5	5	5.08E-06
2	0	0	6.48E-05
2	0	1	5.08E-05
2	0	2	3.11E-05
2	0	3	1.91E-05
2	0	4	1.25E-05
2	0	5	8.74E-06
2	1	0	5.08E-05
2	1	1	4.19E-05
2	1	2	2.77E-05
2	1	3	1.77E-05
2	1	4	1.19E-05
2	1	5	8.41E-06
2	2	0	3.11E-05
2	2	1	2.77E-05
2	2	2	2.05E-05
2	2	3	1.48E-05
2	2	4	1.04E-05
2	2	5	7.65E-06
2	3	0	1.91E-05
2	3	1	1.77E-05
2	3	2	1.48E-05
2	3	3	1.14E-05
2	3	4	8.72E-06
2	3	5	6.69E-06
2	4	0	1.25E-05
2	4	1	1.19E-05
2	4	2	1.04E-05
2	4	3	8.72E-06
2	4	4	7.05E-06
2	4	5	5.69E-06
2	5	0	8.74E-06
2	5	1	8.41E-06
2	5	2	7.65E-06
2	5	3	6.69E-06
2	5	4	5.69E-06
2	5	5	4.78E-06
3	0	0	2.75E-05
3	0	1	2.48E-05
3	0	2	1.91E-05
3	0	3	1.39E-05
3	0	4	1.01E-05
3	0	5	7.42E-06
3	1	0	2.48E-05
3	1	1	2.25E-05
3	1	2	1.77E-05
3	1	3	1.31E-05
3	1	4	9.64E-06
3	1	5	7.23E-06
3	2	0	1.91E-05
3	2	1	1.77E-05
3	2	2	1.48E-05
3	2	3	1.14E-05
3	2	4	8.72E-06
3	2	5	6.69E-06
3	3	0	1.39E-05
3	3	1	1.31E-05
3	3	2	1.14E-05
3	3	3	9.33E-06
3	3	4	7.46E-06
3	3	5	5.91E-06
3	4	0	1.01E-05
3	4	1	9.64E-06
3	4	2	8.72E-06
3	4	3	7.46E-06
3	4	4	6.21E-06
3	4	5	5.14E-06
3	5	0	7.42E-06
3	5	1	7.23E-06
3	5	2	6.69E-06
3	5	3	5.91E-06
3	5	4	5.14E-06
3	5	5	4.37E-06
4	0	0	1.57E-05
4	0	1	1.46E-05
4	0	2	1.25E-05
4	0	3	1.01E-05
4	0	4	7.88E-06
4	0	5	6.21E-06
4	1	0	1.46E-05
4	1	1	1.38E-05
4	1	2	1.19E-05
4	1	3	9.64E-06
4	1	4	7.65E-06
4	1	5	6.09E-06
4	2	0	1.25E-05
4	2	1	1.19E-05
4	2	2	1.04E-05
4	2	3	8.72E-06
4	2	4	7.05E-06
4	2	5	5.69E-06
4	3	0	1.01E-05
4	3	1	9.64E-06
4	3	2	8.72E-06
4	3	3	7.46E-06
4	3	4	6.21E-06
4	3	5	5.14E-06
4	4	0	7.88E-06
4	4	1	7.65E-06
4	4	2	7.05E-06
4	4	3	6.21E-06
4	4	4	5.39E-06
4	4	5	4.52E-06
4	5	0	6.21E-06
4	5	1	6.09E-06
4	5	2	5.69E-06
4	5	3	5.14E-06
4	5	4	4.52E-06
4	5	5	3.93E-06
5	0	0	1.02E-05
5	0	1	9.65E-06
5	0	2	8.74E-06
5	0	3	7.42E-06
5	0	4	6.21E-06
5	0	5	5.16E-06
5	1	0	9.65E-06
5	1	1	9.33E-06
5	1	2	8.41E-06
5	1	3	7.23E-06
5	1	4	6.09E-06
5	1	5	5.08E-06
5	2	0	8.74E-06
5	2	1	8.41E-06
5	2	2	7.65E-06
5	2	3	6.69E-06
5	2	4	5.69E-06
5	2	5	4.78E-06
5	3	0	7.42E-06
5	3	1	7.23E-06
5	3	2	6.69E-06
5	3	3	5.91E-06
5	3	4	5.14E-06
5	3	5	4.37E-06
5	4	0	6.21E-06
5	4	1	6.09E-06
5	4	2	5.69E-06
5	4	3	5.14E-06
5	4	4	4.52E-06
5	4	5	3.93E-06
5	5	0	5.16E-06
5	5	1	5.08E-06
5	5	2	4.78E-06
5	5	3	4.37E-06
5	5	4	3.93E-06
5	5	5	3.46E-06
