Y90 - 2.21mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.76E+00
0	0	1	4.28E-01
0	0	2	1.53E-02
0	0	3	1.07E-04
0	0	4	5.45E-06
0	0	5	3.15E-06
0	1	0	4.28E-01
0	1	1	1.23E-01
0	1	2	6.41E-03
0	1	3	4.35E-05
0	1	4	5.04E-06
0	1	5	3.00E-06
0	2	0	1.53E-02
0	2	1	6.41E-03
0	2	2	3.99E-04
0	2	3	7.97E-06
0	2	4	4.13E-06
0	2	5	2.62E-06
0	3	0	1.07E-04
0	3	1	4.35E-05
0	3	2	7.97E-06
0	3	3	4.71E-06
0	3	4	3.14E-06
0	3	5	2.17E-06
0	4	0	5.45E-06
0	4	1	5.04E-06
0	4	2	4.13E-06
0	4	3	3.14E-06
0	4	4	2.34E-06
0	4	5	1.74E-06
0	5	0	3.15E-06
0	5	1	3.00E-06
0	5	2	2.62E-06
0	5	3	2.17E-06
0	5	4	1.74E-06
0	5	5	1.37E-06
1	0	0	4.28E-01
1	0	1	1.23E-01
1	0	2	6.41E-03
1	0	3	4.35E-05
1	0	4	5.04E-06
1	0	5	3.00E-06
1	1	0	1.23E-01
1	1	1	4.43E-02
1	1	2	2.66E-03
1	1	3	2.01E-05
1	1	4	4.70E-06
1	1	5	2.86E-06
1	2	0	6.41E-03
1	2	1	2.66E-03
1	2	2	1.60E-04
1	2	3	6.71E-06
1	2	4	3.90E-06
1	2	5	2.52E-06
1	3	0	4.35E-05
1	3	1	2.01E-05
1	3	2	6.71E-06
1	3	3	4.40E-06
1	3	4	3.00E-06
1	3	5	2.10E-06
1	4	0	5.04E-06
1	4	1	4.70E-06
1	4	2	3.90E-06
1	4	3	3.00E-06
1	4	4	2.25E-06
1	4	5	1.69E-06
1	5	0	3.00E-06
1	5	1	2.86E-06
1	5	2	2.52E-06
1	5	3	2.10E-06
1	5	4	1.69E-06
1	5	5	1.35E-06
2	0	0	1.53E-02
2	0	1	6.41E-03
2	0	2	3.99E-04
2	0	3	7.97E-06
2	0	4	4.13E-06
2	0	5	2.62E-06
2	1	0	6.41E-03
2	1	1	2.66E-03
2	1	2	1.60E-04
2	1	3	6.71E-06
2	1	4	3.90E-06
2	1	5	2.52E-06
2	2	0	3.99E-04
2	2	1	1.60E-04
2	2	2	1.38E-05
2	2	3	5.06E-06
2	2	4	3.30E-06
2	2	5	2.25E-06
2	3	0	7.97E-06
2	3	1	6.71E-06
2	3	2	5.06E-06
2	3	3	3.67E-06
2	3	4	2.63E-06
2	3	5	1.90E-06
2	4	0	4.13E-06
2	4	1	3.90E-06
2	4	2	3.30E-06
2	4	3	2.63E-06
2	4	4	2.03E-06
2	4	5	1.56E-06
2	5	0	2.62E-06
