Lu177 - 2.21mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	1.66E+00
0	0	1	4.83E-02
0	0	2	7.70E-05
0	0	3	3.24E-05
0	0	4	1.81E-05
0	0	5	1.18E-05
0	1	0	4.83E-02
0	1	1	2.52E-03
0	1	2	6.04E-05
0	1	3	2.91E-05
0	1	4	1.71E-05
0	1	5	1.13E-05
0	2	0	7.70E-05
0	2	1	6.04E-05
0	2	2	3.66E-05
0	2	3	2.24E-05
0	2	4	1.46E-05
0	2	5	1.01E-05
0	3	0	3.24E-05
0	3	1	2.91E-05
0	3	2	2.24E-05
0	3	3	1.62E-05
0	3	4	1.18E-05
0	3	5	8.72E-06
0	4	0	1.81E-05
0	4	1	1.71E-05
0	4	2	1.46E-05
0	4	3	1.18E-05
0	4	4	9.36E-06
0	4	5	7.28E-06
0	5	0	1.18E-05
0	5	1	1.13E-05
0	5	2	1.01E-05
0	5	3	8.72E-06
0	5	4	7.28E-06
0	5	5	6.00E-06
1	0	0	4.83E-02
1	0	1	2.52E-03
1	0	2	6.04E-05
1	0	3	2.91E-05
1	0	4	1.71E-05
1	0	5	1.13E-05
1	1	0	2.52E-03
1	1	1	2.50E-04
1	1	2	4.96E-05
1	1	3	2.65E-05
1	1	4	1.62E-05
1	1	5	1.09E-05
1	2	0	6.04E-05
1	2	1	4.96E-05
1	2	2	3.24E-05
1	2	3	2.08E-05
1	2	4	1.40E-05
1	2	5	9.87E-06
1	3	0	2.91E-05
1	3	1	2.65E-05
1	3	2	2.08E-05
1	3	3	1.54E-05
1	3	4	1.14E-05
1	3	5	8.46E-06
1	4	0	1.71E-05
1	4	1	1.62E-05
1	4	2	1.40E-05
1	4	3	1.14E-05
1	4	4	8.98E-06
1	4	5	7.12E-06
1	5	0	1.13E-05
1	5	1	1.09E-05
1	5	2	9.87E-06
1	5	3	8.46E-06
1	5	4	7.12E-06
1	5	5	5.88E-06
2	0	0	7.70E-05
2	0	1	6.04E-05
2	0	2	3.66E-05
2	0	3	2.24E-05
2	0	4	1.46E-05
2	0	5	1.01E-05
2	1	0	6.04E-05
2	1	1	4.96E-05
2	1	2	3.24E-05
2	1	3	2.08E-05
2	1	4	1.40E-05
2	1	5	9.87E-06
2	2	0	3.66E-05
2	2	1	3.24E-05
2	2	2	2.42E-05
2	2	3	1.73E-05
2	2	4	1.23E-05
2	2	5	8.98E-06
2	3	0	2.24E-05
2	3	1	2.08E-05
2	3	2	1.73E-05
2	3	3	1.34E-05
2	3	4	1.02E-05
2	3	5	7.82E-06
2	4	0	1.46E-05
2	4	1	1.40E-05
2	4	2	1.23E-05
2	4	3	1.02E-05
2	4	4	8.28E-06
2	4	5	6.67E-06
2	5	0	1.01E-05
2	5	1	9.87E-06
2	5	2	8.98E-06
2	5	3	7.82E-06
2	5	4	6.67E-06
2	5	5	5.55E-06
3	0	0	3.24E-05
3	0	1	2.91E-05
3	0	2	2.24E-05
3	0	3	1.62E-05
3	0	4	1.18E-05
3	0	5	8.72E-06
3	1	0	2.91E-05
3	1	1	2.65E-05
3	1	2	2.08E-05
3	1	3	1.54E-05
3	1	4	1.14E-05
3	1	5	8.46E-06
3	2	0	2.24E-05
3	2	1	2.08E-05
3	2	2	1.73E-05
3	2	3	1.34E-05
3	2	4	1.02E-05
3	2	5	7.82E-06
3	3	0	1.62E-05
3	3	1	1.54E-05
3	3	2	1.34E-05
3	3	3	1.09E-05
3	3	4	8.79E-06
3	3	5	6.94E-06
3	4	0	1.18E-05
3	4	1	1.14E-05
3	4	2	1.02E-05
3	4	3	8.79E-06
3	4	4	7.33E-06
3	4	5	6.02E-06
3	5	0	8.72E-06
3	5	1	8.46E-06
3	5	2	7.82E-06
3	5	3	6.94E-06
3	5	4	6.02E-06
3	5	5	5.13E-06
4	0	0	1.81E-05
4	0	1	1.71E-05
4	0	2	1.46E-05
4	0	3	1.18E-05
4	0	4	9.36E-06
4	0	5	7.28E-06
4	1	0	1.71E-05
4	1	1	1.62E-05
4	1	2	1.40E-05
4	1	3	1.14E-05
4	1	4	8.98E-06
4	1	5	7.12E-06
4	2	0	1.46E-05
4	2	1	1.40E-05
4	2	2	1.23E-05
4	2	3	1.02E-05
4	2	4	8.28E-06
4	2	5	6.67E-06
4	3	0	1.18E-05
4	3	1	1.14E-05
4	3	2	1.02E-05
4	3	3	8.79E-06
4	3	4	7.33E-06
4	3	5	6.02E-06
4	4	0	9.36E-06
4	4	1	8.98E-06
4	4	2	8.28E-06
4	4	3	7.33E-06
4	4	4	6.30E-06
4	4	5	5.27E-06
4	5	0	7.28E-06
4	5	1	7.12E-06
4	5	2	6.67E-06
4	5	3	6.02E-06
4	5	4	5.27E-06
4	5	5	4.61E-06
5	0	0	1.18E-05
5	0	1	1.13E-05
5	0	2	1.01E-05
5	0	3	8.72E-06
5	0	4	7.28E-06
5	0	5	6.00E-06
5	1	0	1.13E-05
5	1	1	1.09E-05
5	1	2	9.87E-06
5	1	3	8.46E-06
5	1	4	7.12E-06
5	1	5	5.88E-06
5	2	0	1.01E-05
5	2	1	9.87E-06
5	2	2	8.98E-06
5	2	3	7.82E-06
5	2	4	6.67E-06
5	2	5	5.55E-06
5	3	0	8.72E-06
5	3	1	8.46E-06
5	3	2	7.82E-06
5	3	3	6.94E-06
5	3	4	6.02E-06
5	3	5	5.13E-06
5	4	0	7.28E-06
5	4	1	7.12E-06
5	4	2	6.67E-06
5	4	3	6.02E-06
5	4	4	5.27E-06
5	4	5	4.61E-06
5	5	0	6.00E-06
5	5	1	5.88E-06
5	5	2	5.55E-06
5	5	3	5.13E-06
5	5	4	4.61E-06
5	5	5	3.98E-06
