Re188 - 2.4mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.24E+00
0	0	1	2.78E-01
0	0	2	3.33E-03
0	0	3	5.91E-05
0	0	4	3.23E-05
0	0	5	2.07E-05
0	1	0	2.78E-01
0	1	1	6.01E-02
0	1	2	1.10E-03
0	1	3	5.22E-05
0	1	4	3.04E-05
0	1	5	1.98E-05
0	2	0	3.33E-03
0	2	1	1.10E-03
0	2	2	8.44E-05
0	2	3	3.98E-05
0	2	4	2.58E-05
0	2	5	1.78E-05
0	3	0	5.91E-05
0	3	1	5.22E-05
0	3	2	3.98E-05
0	3	3	2.87E-05
0	3	4	2.06E-05
0	3	5	1.52E-05
0	4	0	3.23E-05
0	4	1	3.04E-05
0	4	2	2.58E-05
0	4	3	2.06E-05
0	4	4	1.61E-05
0	4	5	1.26E-05
0	5	0	2.07E-05
0	5	1	1.98E-05
0	5	2	1.78E-05
0	5	3	1.52E-05
0	5	4	1.26E-05
0	5	5	1.03E-05
1	0	0	2.78E-01
1	0	1	6.01E-02
1	0	2	1.10E-03
1	0	3	5.22E-05
1	0	4	3.04E-05
1	0	5	1.98E-05
1	1	0	6.01E-02
1	1	1	1.62E-02
1	1	2	3.96E-04
1	1	3	4.72E-05
1	1	4	2.87E-05
1	1	5	1.91E-05
1	2	0	1.10E-03
1	2	1	3.96E-04
1	2	2	6.34E-05
1	2	3	3.69E-05
1	2	4	2.46E-05
1	2	5	1.72E-05
1	3	0	5.22E-05
1	3	1	4.72E-05
1	3	2	3.69E-05
1	3	3	2.71E-05
1	3	4	1.99E-05
1	3	5	1.47E-05
1	4	0	3.04E-05
1	4	1	2.87E-05
1	4	2	2.46E-05
1	4	3	1.99E-05
1	4	4	1.55E-05
1	4	5	1.23E-05
1	5	0	1.98E-05
1	5	1	1.91E-05
1	5	2	1.72E-05
1	5	3	1.47E-05
1	5	4	1.23E-05
1	5	5	1.01E-05
2	0	0	3.33E-03
2	0	1	1.10E-03
2	0	2	8.44E-05
2	0	3	3.98E-05
2	0	4	2.58E-05
2	0	5	1.78E-05
2	1	0	1.10E-03
2	1	1	3.96E-04
2	1	2	6.34E-05
2	1	3	3.69E-05
2	1	4	2.46E-05
2	1	5	1.72E-05
2	2	0	8.44E-05
2	2	1	6.34E-05
2	2	2	4.31E-05
2	2	3	3.04E-05
2	2	4	2.15E-05
2	2	5	1.56E-05
2	3	0	3.98E-05
2	3	1	3.69E-05
2	3	2	3.04E-05
2	3	3	2.35E-05
2	3	4	1.78E-05
2	3	5	1.36E-05
2	4	0	2.58E-05
2	4	1	2.46E-05
2	4	2	2.15E-05
2	4	3	1.78E-05
2	4	4	1.43E-05
2	4	5	1.15E-05
2	5	0	1.78E-05
2	5	1	1.72E-05
2	5	2	1.56E-05
2	5	3	1.36E-05
2	5	4	1.15E-05
2	5	5	9.57E-06
3	0	0	5.91E-05
3	0	1	5.22E-05
3	0	2	3.98E-05
3	0	3	2.87E-05
3	0	4	2.06E-05
3	0	5	1.52E-05
3	1	0	5.22E-05
3	1	1	4.72E-05
3	1	2	3.69E-05
3	1	3	2.71E-05
3	1	4	1.99E-05
3	1	5	1.47E-05
3	2	0	3.98E-05
3	2	1	3.69E-05
3	2	2	3.04E-05
3	2	3	2.35E-05
3	2	4	1.78E-05
3	2	5	1.36E-05
3	3	0	2.87E-05
3	3	1	2.71E-05
3	3	2	2.35E-05
3	3	3	1.91E-05
3	3	4	1.52E-05
3	3	5	1.20E-05
3	4	0	2.06E-05
3	4	1	1.99E-05
3	4	2	1.78E-05
3	4	3	1.52E-05
3	4	4	1.26E-05
3	4	5	1.03E-05
3	5	0	1.52E-05
3	5	1	1.47E-05
3	5	2	1.36E-05
3	5	3	1.20E-05
3	5	4	1.03E-05
3	5	5	8.70E-06
4	0	0	3.23E-05
4	0	1	3.04E-05
4	0	2	2.58E-05
4	0	3	2.06E-05
4	0	4	1.61E-05
4	0	5	1.26E-05
4	1	0	3.04E-05
4	1	1	2.87E-05
4	1	2	2.46E-05
4	1	3	1.99E-05
4	1	4	1.55E-05
4	1	5	1.23E-05
4	2	0	2.58E-05
4	2	1	2.46E-05
4	2	2	2.15E-05
4	2	3	1.78E-05
4	2	4	1.43E-05
4	2	5	1.15E-05
4	3	0	2.06E-05
4	3	1	1.99E-05
4	3	2	1.78E-05
4	3	3	1.52E-05
4	3	4	1.26E-05
4	3	5	1.03E-05
4	4	0	1.61E-05
4	4	1	1.55E-05
4	4	2	1.43E-05
4	4	3	1.26E-05
4	4	4	1.07E-05
4	4	5	9.04E-06
4	5	0	1.26E-05
4	5	1	1.23E-05
4	5	2	1.15E-05
4	5	3	1.03E-05
4	5	4	9.04E-06
4	5	5	7.78E-06
5	0	0	2.07E-05
5	0	1	1.98E-05
5	0	2	1.78E-05
5	0	3	1.52E-05
5	0	4	1.26E-05
5	0	5	1.03E-05
5	1	0	1.98E-05
5	1	1	1.91E-05
5	1	2	1.72E-05
5	1	3	1.47E-05
5	1	4	1.23E-05
5	1	5	1.01E-05
5	2	0	1.78E-05
5	2	1	1.72E-05
5	2	2	1.56E-05
5	2	3	1.36E-05
5	2	4	1.15E-05
5	2	5	9.57E-06
5	3	0	1.52E-05
5	3	1	1.47E-05
5	3	2	1.36E-05
5	3	3	1.20E-05
5	3	4	1.03E-05
5	3	5	8.70E-06
5	4	0	1.26E-05
5	4	1	1.23E-05
5	4	2	1.15E-05
5	4	3	1.03E-05
5	4	4	9.04E-06
5	4	5	7.78E-06
5	5	0	1.03E-05
5	5	1	1.01E-05
5	5	2	9.57E-06
5	5	3	8.70E-06
5	5	4	7.78E-06
5	5	5	6.82E-06
