Re188 - 5mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	3.67E-01
0	0	1	2.30E-02
0	0	2	3.07E-05
0	0	3	1.34E-05
0	0	4	7.51E-06
0	0	5	4.74E-06
0	1	0	2.30E-02
0	1	1	2.15E-03
0	1	2	2.45E-05
0	1	3	1.21E-05
0	1	4	7.05E-06
0	1	5	4.57E-06
0	2	0	3.07E-05
0	2	1	2.45E-05
0	2	2	1.52E-05
0	2	3	9.25E-06
0	2	4	5.98E-06
0	2	5	4.09E-06
0	3	0	1.34E-05
0	3	1	1.21E-05
0	3	2	9.25E-06
0	3	3	6.65E-06
0	3	4	4.76E-06
0	3	5	3.47E-06
0	4	0	7.51E-06
0	4	1	7.05E-06
0	4	2	5.98E-06
0	4	3	4.76E-06
0	4	4	3.70E-06
0	4	5	2.85E-06
0	5	0	4.74E-06
0	5	1	4.57E-06
0	5	2	4.09E-06
0	5	3	3.47E-06
0	5	4	2.85E-06
0	5	5	2.30E-06
1	0	0	2.30E-02
1	0	1	2.15E-03
1	0	2	2.45E-05
1	0	3	1.21E-05
1	0	4	7.05E-06
1	0	5	4.57E-06
1	1	0	2.15E-03
1	1	1	2.62E-04
1	1	2	2.03E-05
1	1	3	1.09E-05
1	1	4	6.64E-06
1	1	5	4.39E-06
1	2	0	2.45E-05
1	2	1	2.03E-05
1	2	2	1.34E-05
1	2	3	8.59E-06
1	2	4	5.69E-06
1	2	5	3.94E-06
1	3	0	1.21E-05
1	3	1	1.09E-05
1	3	2	8.59E-06
1	3	3	6.31E-06
1	3	4	4.57E-06
1	3	5	3.36E-06
1	4	0	7.05E-06
1	4	1	6.64E-06
1	4	2	5.69E-06
1	4	3	4.57E-06
1	4	4	3.57E-06
1	4	5	2.78E-06
1	5	0	4.57E-06
1	5	1	4.39E-06
1	5	2	3.94E-06
1	5	3	3.36E-06
1	5	4	2.78E-06
1	5	5	2.25E-06
2	0	0	3.07E-05
2	0	1	2.45E-05
2	0	2	1.52E-05
2	0	3	9.25E-06
2	0	4	5.98E-06
2	0	5	4.09E-06
2	1	0	2.45E-05
2	1	1	2.03E-05
2	1	2	1.34E-05
2	1	3	8.59E-06
2	1	4	5.69E-06
2	1	5	3.94E-06
2	2	0	1.52E-05
2	2	1	1.34E-05
2	2	2	1.00E-05
2	2	3	7.04E-06
2	2	4	4.96E-06
2	2	5	3.57E-06
2	3	0	9.25E-06
2	3	1	8.59E-06
2	3	2	7.04E-06
2	3	3	5.42E-06
2	3	4	4.08E-06
2	3	5	3.08E-06
2	4	0	5.98E-06
2	4	1	5.69E-06
2	4	2	4.96E-06
2	4	3	4.08E-06
2	4	4	3.27E-06
2	4	5	2.58E-06
2	5	0	4.09E-06
2	5	1	3.94E-06
2	5	2	3.57E-06
2	5	3	3.08E-06
2	5	4	2.58E-06
2	5	5	2.13E-06
3	0	0	1.34E-05
3	0	1	1.21E-05
3	0	2	9.25E-06
3	0	3	6.65E-06
3	0	4	4.76E-06
3	0	5	3.47E-06
3	1	0	1.21E-05
3	1	1	1.09E-05
3	1	2	8.59E-06
3	1	3	6.31E-06
3	1	4	4.57E-06
3	1	5	3.36E-06
3	2	0	9.25E-06
3	2	1	8.59E-06
3	2	2	7.04E-06
3	2	3	5.42E-06
3	2	4	4.08E-06
3	2	5	3.08E-06
3	3	0	6.65E-06
3	3	1	6.31E-06
3	3	2	5.42E-06
3	3	3	4.39E-06
3	3	4	3.46E-06
3	3	5	2.71E-06
3	4	0	4.76E-06
3	4	1	4.57E-06
3	4	2	4.08E-06
3	4	3	3.46E-06
3	4	4	2.85E-06
3	4	5	2.30E-06
3	5	0	3.47E-06
3	5	1	3.36E-06
3	5	2	3.08E-06
3	5	3	2.71E-06
3	5	4	2.30E-06
3	5	5	1.93E-06
4	0	0	7.51E-06
4	0	1	7.05E-06
4	0	2	5.98E-06
4	0	3	4.76E-06
4	0	4	3.70E-06
4	0	5	2.85E-06
4	1	0	7.05E-06
4	1	1	6.64E-06
4	1	2	5.69E-06
4	1	3	4.57E-06
4	1	4	3.57E-06
4	1	5	2.78E-06
4	2	0	5.98E-06
4	2	1	5.69E-06
4	2	2	4.96E-06
4	2	3	4.08E-06
4	2	4	3.27E-06
4	2	5	2.58E-06
4	3	0	4.76E-06
4	3	1	4.57E-06
4	3	2	4.08E-06
4	3	3	3.46E-06
4	3	4	2.85E-06
4	3	5	2.30E-06
4	4	0	3.70E-06
4	4	1	3.57E-06
4	4	2	3.27E-06
4	4	3	2.85E-06
4	4	4	2.40E-06
4	4	5	2.00E-06
4	5	0	2.85E-06
4	5	1	2.78E-06
4	5	2	2.58E-06
4	5	3	2.30E-06
4	5	4	2.00E-06
4	5	5	1.71E-06
5	0	0	4.74E-06
5	0	1	4.57E-06
5	0	2	4.09E-06
5	0	3	3.47E-06
5	0	4	2.85E-06
5	0	5	2.30E-06
5	1	0	4.57E-06
5	1	1	4.39E-06
5	1	2	3.94E-06
5	1	3	3.36E-06
5	1	4	2.78E-06
5	1	5	2.25E-06
5	2	0	4.09E-06
5	2	1	3.94E-06
5	2	2	3.57E-06
5	2	3	3.08E-06
5	2	4	2.58E-06
5	2	5	2.13E-06
5	3	0	3.47E-06
5	3	1	3.36E-06
5	3	2	3.08E-06
5	3	3	2.71E-06
5	3	4	2.30E-06
5	3	5	1.93E-06
5	4	0	2.85E-06
5	4	1	2.78E-06
5	4	2	2.58E-06
5	4	3	2.30E-06
5	4	4	2.00E-06
5	4	5	1.71E-06
5	5	0	2.30E-06
5	5	1	2.25E-06
5	5	2	2.13E-06
5	5	3	1.93E-06
5	5	4	1.71E-06
5	5	5	1.48E-06
