Lu177 - 3.9mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	1.91E-01
0	0	1	1.94E-03
0	0	2	3.40E-05
0	0	3	1.52E-05
0	0	4	8.56E-06
0	0	5	5.51E-06
0	1	0	1.94E-03
0	1	1	9.85E-05
0	1	2	2.74E-05
0	1	3	1.37E-05
0	1	4	8.11E-06
0	1	5	5.28E-06
0	2	0	3.40E-05
0	2	1	2.74E-05
0	2	2	1.71E-05
0	2	3	1.06E-05
0	2	4	6.89E-06
0	2	5	4.73E-06
0	3	0	1.52E-05
0	3	1	1.37E-05
0	3	2	1.06E-05
0	3	3	7.66E-06
0	3	4	5.49E-06
0	3	5	4.03E-06
0	4	0	8.56E-06
0	4	1	8.11E-06
0	4	2	6.89E-06
0	4	3	5.49E-06
0	4	4	4.29E-06
0	4	5	3.30E-06
0	5	0	5.51E-06
0	5	1	5.28E-06
0	5	2	4.73E-06
0	5	3	4.03E-06
0	5	4	3.30E-06
0	5	5	2.70E-06
1	0	0	1.94E-03
1	0	1	9.85E-05
1	0	2	2.74E-05
1	0	3	1.37E-05
1	0	4	8.11E-06
1	0	5	5.28E-06
1	1	0	9.85E-05
1	1	1	4.71E-05
1	1	2	2.28E-05
1	1	3	1.25E-05
1	1	4	7.65E-06
1	1	5	5.10E-06
1	2	0	2.74E-05
1	2	1	2.28E-05
1	2	2	1.52E-05
1	2	3	9.84E-06
1	2	4	6.56E-06
1	2	5	4.57E-06
1	3	0	1.37E-05
1	3	1	1.25E-05
1	3	2	9.84E-06
1	3	3	7.25E-06
1	3	4	5.30E-06
1	3	5	3.90E-06
1	4	0	8.11E-06
1	4	1	7.65E-06
1	4	2	6.56E-06
1	4	3	5.30E-06
1	4	4	4.15E-06
1	4	5	3.24E-06
1	5	0	5.28E-06
1	5	1	5.10E-06
1	5	2	4.57E-06
1	5	3	3.90E-06
1	5	4	3.24E-06
1	5	5	2.64E-06
2	0	0	3.40E-05
2	0	1	2.74E-05
2	0	2	1.71E-05
2	0	3	1.06E-05
2	0	4	6.89E-06
2	0	5	4.73E-06
2	1	0	2.74E-05
2	1	1	2.28E-05
2	1	2	1.52E-05
2	1	3	9.84E-06
2	1	4	6.56E-06
2	1	5	4.57E-06
2	2	0	1.71E-05
2	2	1	1.52E-05
