I131 - 4mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	3.99E-01
0	0	1	1.05E-02
0	0	2	2.63E-04
0	0	3	1.14E-04
0	0	4	6.40E-05
0	0	5	4.09E-05
0	1	0	1.05E-02
0	1	1	9.09E-04
0	1	2	2.09E-04
0	1	3	1.02E-04
0	1	4	6.00E-05
0	1	5	3.93E-05
0	2	0	2.63E-04
0	2	1	2.09E-04
0	2	2	1.29E-04
0	2	3	7.86E-05
0	2	4	5.07E-05
0	2	5	3.53E-05
0	3	0	1.14E-04
0	3	1	1.02E-04
0	3	2	7.86E-05
0	3	3	5.66E-05
0	3	4	4.07E-05
0	3	5	2.98E-05
0	4	0	6.40E-05
0	4	1	6.00E-05
0	4	2	5.07E-05
0	4	3	4.07E-05
0	4	4	3.17E-05
0	4	5	2.48E-05
0	5	0	4.09E-05
0	5	1	3.93E-05
0	5	2	3.53E-05
0	5	3	2.98E-05
0	5	4	2.48E-05
0	5	5	2.02E-05
1	0	0	1.05E-02
1	0	1	9.09E-04
1	0	2	2.09E-04
1	0	3	1.02E-04
1	0	4	6.00E-05
1	0	5	3.93E-05
1	1	0	9.09E-04
1	1	1	3.77E-04
1	1	2	1.74E-04
1	1	3	9.37E-05
1	1	4	5.68E-05
1	1	5	3.77E-05
1	2	0	2.09E-04
1	2	1	1.74E-04
1	2	2	1.14E-04
1	2	3	7.29E-05
1	2	4	4.86E-05
1	2	5	3.38E-05
1	3	0	1.02E-04
1	3	1	9.37E-05
1	3	2	7.29E-05
1	3	3	5.37E-05
1	3	4	3.92E-05
1	3	5	2.89E-05
1	4	0	6.00E-05
1	4	1	5.68E-05
1	4	2	4.86E-05
1	4	3	3.92E-05
1	4	4	3.08E-05
1	4	5	2.41E-05
1	5	0	3.93E-05
1	5	1	3.77E-05
1	5	2	3.38E-05
1	5	3	2.89E-05
1	5	4	2.41E-05
1	5	5	1.98E-05
2	0	0	2.63E-04
2	0	1	2.09E-04
2	0	2	1.29E-04
2	0	3	7.86E-05
2	0	4	5.07E-05
2	0	5	3.53E-05
2	1	0	2.09E-04
2	1	1	1.74E-04
2	1	2	1.14E-04
2	1	3	7.29E-05
2	1	4	4.86E-05
2	1	5	3.38E-05
2	2	0	1.29E-04
2	2	1	1.14E-04
2	2	2	8.58E-05
2	2	3	5.99E-05
2	2	4	4.25E-05
2	2	5	3.08E-05
2	3	0	7.86E-05
2	3	1	7.29E-05
2	3	2	5.99E-05
2	3	3	4.64E-05
2	3	4	3.52E-05
2	3	5	2.67E-05
2	4	0	5.07E-05
2	4	1	4.86E-05
2	4	2	4.25E-05
2	4	3	3.52E-05
2	4	4	2.82E-05
2	4	5	2.25E-05
2	5	0	3.53E-05
2	5	1	3.38E-05
2	5	2	3.08E-05
2	5	3	2.67E-05
2	5	4	2.25E-05
2	5	5	1.87E-05
3	0	0	1.14E-04
3	0	1	1.02E-04
3	0	2	7.86E-05
3	0	3	5.66E-05
3	0	4	4.07E-05
3	0	5	2.98E-05
3	1	0	1.02E-04
3	1	1	9.37E-05
3	1	2	7.29E-05
3	1	3	5.37E-05
3	1	4	3.92E-05
3	1	5	2.89E-05
3	2	0	7.86E-05
3	2	1	7.29E-05
3	2	2	5.99E-05
3	2	3	4.64E-05
3	2	4	3.52E-05
3	2	5	2.67E-05
3	3	0	5.66E-05
3	3	1	5.37E-05
3	3	2	4.64E-05
3	3	3	3.77E-05
3	3	4	2.98E-05
3	3	5	2.36E-05
3	4	0	4.07E-05
3	4	1	3.92E-05
3	4	2	3.52E-05
3	4	3	2.98E-05
3	4	4	2.47E-05
3	4	5	2.03E-05
3	5	0	2.98E-05
3	5	1	2.89E-05
3	5	2	2.67E-05
3	5	3	2.36E-05
3	5	4	2.03E-05
3	5	5	1.71E-05
4	0	0	6.40E-05
4	0	1	6.00E-05
4	0	2	5.07E-05
4	0	3	4.07E-05
4	0	4	3.17E-05
4	0	5	2.48E-05
4	1	0	6.00E-05
4	1	1	5.68E-05
4	1	2	4.86E-05
4	1	3	3.92E-05
4	1	4	3.08E-05
4	1	5	2.41E-05
4	2	0	5.07E-05
4	2	1	4.86E-05
4	2	2	4.25E-05
4	2	3	3.52E-05
4	2	4	2.82E-05
4	2	5	2.25E-05
4	3	0	4.07E-05
4	3	1	3.92E-05
4	3	2	3.52E-05
4	3	3	2.98E-05
4	3	4	2.47E-05
4	3	5	2.03E-05
4	4	0	3.17E-05
4	4	1	3.08E-05
4	4	2	2.82E-05
4	4	3	2.47E-05
4	4	4	2.11E-05
4	4	5	1.77E-05
4	5	0	2.48E-05
4	5	1	2.41E-05
4	5	2	2.25E-05
4	5	3	2.03E-05
4	5	4	1.77E-05
4	5	5	1.54E-05
5	0	0	4.09E-05
5	0	1	3.93E-05
5	0	2	3.53E-05
5	0	3	2.98E-05
5	0	4	2.48E-05
5	0	5	2.02E-05
5	1	0	3.93E-05
5	1	1	3.77E-05
5	1	2	3.38E-05
5	1	3	2.89E-05
5	1	4	2.41E-05
5	1	5	1.98E-05
5	2	0	3.53E-05
5	2	1	3.38E-05
5	2	2	3.08E-05
5	2	3	2.67E-05
5	2	4	2.25E-05
5	2	5	1.87E-05
5	3	0	2.98E-05
5	3	1	2.89E-05
5	3	2	2.67E-05
5	3	3	2.36E-05
5	3	4	2.03E-05
5	3	5	1.71E-05
5	4	0	2.48E-05
5	4	1	2.41E-05
5	4	2	2.25E-05
5	4	3	2.03E-05
5	4	4	1.77E-05
5	4	5	1.54E-05
5	5	0	2.02E-05
5	5	1	1.98E-05
5	5	2	1.87E-05
5	5	3	1.71E-05
5	5	4	1.54E-05
5	5	5	1.34E-05
