I131 - 6mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	7.42E-02
0	0	1	1.19E-03
0	0	2	1.17E-04
0	0	3	5.06E-05
0	0	4	2.83E-05
0	0	5	1.79E-05
0	1	0	1.19E-03
0	1	1	2.62E-04
0	1	2	9.27E-05
0	1	3	4.57E-05
0	1	4	2.67E-05
0	1	5	1.74E-05
0	2	0	1.17E-04
0	2	1	9.27E-05
0	2	2	5.73E-05
0	2	3	3.49E-05
0	2	4	2.26E-05
0	2	5	1.56E-05
0	3	0	5.06E-05
0	3	1	4.57E-05
0	3	2	3.49E-05
0	3	3	2.52E-05
0	3	4	1.80E-05
0	3	5	1.33E-05
0	4	0	2.83E-05
0	4	1	2.67E-05
0	4	2	2.26E-05
0	4	3	1.80E-05
0	4	4	1.41E-05
0	4	5	1.09E-05
0	5	0	1.79E-05
0	5	1	1.74E-05
0	5	2	1.56E-05
0	5	3	1.33E-05
0	5	4	1.09E-05
0	5	5	8.89E-06
1	0	0	1.19E-03
1	0	1	2.62E-04
1	0	2	9.27E-05
1	0	3	4.57E-05
1	0	4	2.67E-05
1	0	5	1.74E-05
1	1	0	2.62E-04
1	1	1	1.62E-04
1	1	2	7.69E-05
1	1	3	4.13E-05
1	1	4	2.51E-05
1	1	5	1.67E-05
1	2	0	9.27E-05
1	2	1	7.69E-05
1	2	2	5.08E-05
1	2	3	3.25E-05
1	2	4	2.15E-05
1	2	5	1.50E-05
1	3	0	4.57E-05
1	3	1	4.13E-05
1	3	2	3.25E-05
1	3	3	2.38E-05
1	3	4	1.74E-05
1	3	5	1.28E-05
1	4	0	2.67E-05
1	4	1	2.51E-05
1	4	2	2.15E-05
1	4	3	1.74E-05
1	4	4	1.36E-05
1	4	5	1.06E-05
1	5	0	1.74E-05
1	5	1	1.67E-05
1	5	2	1.50E-05
1	5	3	1.28E-05
1	5	4	1.06E-05
1	5	5	8.66E-06
2	0	0	1.17E-04
2	0	1	9.27E-05
2	0	2	5.73E-05
2	0	3	3.49E-05
2	0	4	2.26E-05
2	0	5	1.56E-05
2	1	0	9.27E-05
2	1	1	7.69E-05
2	1	2	5.08E-05
2	1	3	3.25E-05
2	1	4	2.15E-05
2	1	5	1.50E-05
2	2	0	5.73E-05
2	2	1	5.08E-05
2	2	2	3.80E-05
2	2	3	2.67E-05
2	2	4	1.89E-05
2	2	5	1.36E-05
2	3	0	3.49E-05
2	3	1	3.25E-05
2	3	2	2.67E-05
2	3	3	2.06E-05
2	3	4	1.56E-05
2	3	5	1.18E-05
2	4	0	2.26E-05
2	4	1	2.15E-05
2	4	2	1.89E-05
2	4	3	1.56E-05
2	4	4	1.25E-05
2	4	5	9.91E-06
2	5	0	1.56E-05
2	5	1	1.50E-05
2	5	2	1.36E-05
2	5	3	1.18E-05
2	5	4	9.91E-06
2	5	5	8.17E-06
3	0	0	5.06E-05
3	0	1	4.57E-05
3	0	2	3.49E-05
3	0	3	2.52E-05
3	0	4	1.80E-05
3	0	5	1.33E-05
3	1	0	4.57E-05
3	1	1	4.13E-05
3	1	2	3.25E-05
3	1	3	2.38E-05
3	1	4	1.74E-05
3	1	5	1.28E-05
3	2	0	3.49E-05
3	2	1	3.25E-05
3	2	2	2.67E-05
3	2	3	2.06E-05
3	2	4	1.56E-05
3	2	5	1.18E-05
3	3	0	2.52E-05
3	3	1	2.38E-05
3	3	2	2.06E-05
3	3	3	1.66E-05
3	3	4	1.32E-05
3	3	5	1.04E-05
3	4	0	1.80E-05
3	4	1	1.74E-05
3	4	2	1.56E-05
