I131 - 6mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
3	4	3	1.32E-05
3	4	4	1.09E-05
3	4	5	8.87E-06
3	5	0	1.33E-05
3	5	1	1.28E-05
3	5	2	1.18E-05
3	5	3	1.04E-05
3	5	4	8.87E-06
3	5	5	7.45E-06
4	0	0	2.83E-05
4	0	1	2.67E-05
4	0	2	2.26E-05
4	0	3	1.80E-05
4	0	4	1.41E-05
4	0	5	1.09E-05
4	1	0	2.67E-05
4	1	1	2.51E-05
4	1	2	2.15E-05
4	1	3	1.74E-05
4	1	4	1.36E-05
4	1	5	1.06E-05
4	2	0	2.26E-05
4	2	1	2.15E-05
4	2	2	1.89E-05
4	2	3	1.56E-05
4	2	4	1.25E-05
4	2	5	9.91E-06
4	3	0	1.80E-05
4	3	1	1.74E-05
4	3	2	1.56E-05
4	3	3	1.32E-05
4	3	4	1.09E-05
4	3	5	8.87E-06
4	4	0	1.41E-05
4	4	1	1.36E-05
4	4	2	1.25E-05
4	4	3	1.09E-05
4	4	4	9.29E-06
4	4	5	7.72E-06
4	5	0	1.09E-05
4	5	1	1.06E-05
4	5	2	9.91E-06
4	5	3	8.87E-06
4	5	4	7.72E-06
4	5	5	6.59E-06
5	0	0	1.79E-05
5	0	1	1.74E-05
5	0	2	1.56E-05
5	0	3	1.33E-05
5	0	4	1.09E-05
5	0	5	8.89E-06
5	1	0	1.74E-05
5	1	1	1.67E-05
5	1	2	1.50E-05
5	1	3	1.28E-05
5	1	4	1.06E-05
5	1	5	8.66E-06
5	2	0	1.56E-05
5	2	1	1.50E-05
5	2	2	1.36E-05
5	2	3	1.18E-05
5	2	4	9.91E-06
5	2	5	8.17E-06
5	3	0	1.33E-05
5	3	1	1.28E-05
5	3	2	1.18E-05
5	3	3	1.04E-05
5	3	4	8.87E-06
5	3	5	7.45E-06
5	4	0	1.09E-05
5	4	1	1.06E-05
5	4	2	9.91E-06
5	4	3	8.87E-06
5	4	4	7.72E-06
5	4	5	6.59E-06
5	5	0	8.89E-06
5	5	1	8.66E-06
5	5	2	8.17E-06
5	5	3	7.45E-06
5	5	4	6.59E-06
5	5	5	5.73E-06
