Re188 - 9.28mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	6.83E-02
0	0	1	2.31E-03
0	0	2	8.95E-06
0	0	3	3.86E-06
0	0	4	2.09E-06
0	0	5	1.27E-06
0	1	0	2.31E-03
0	1	1	1.23E-04
0	1	2	7.13E-06
0	1	3	3.46E-06
0	1	4	1.96E-06
0	1	5	1.22E-06
0	2	0	8.95E-06
0	2	1	7.13E-06
0	2	2	4.37E-06
0	2	3	2.62E-06
0	2	4	1.64E-06
0	2	5	1.08E-06
0	3	0	3.86E-06
0	3	1	3.46E-06
0	3	2	2.62E-06
0	3	3	1.84E-06
0	3	4	1.27E-06
0	3	5	8.91E-07
0	4	0	2.09E-06
0	4	1	1.96E-06
0	4	2	1.64E-06
0	4	3	1.27E-06
0	4	4	9.59E-07
0	4	5	7.12E-07
0	5	0	1.27E-06
0	5	1	1.22E-06
0	5	2	1.08E-06
0	5	3	8.91E-07
0	5	4	7.12E-07
0	5	5	5.56E-07
1	0	0	2.31E-03
1	0	1	1.23E-04
1	0	2	7.13E-06
1	0	3	3.46E-06
1	0	4	1.96E-06
1	0	5	1.22E-06
1	1	0	1.23E-04
1	1	1	1.77E-05
1	1	2	5.91E-06
1	1	3	3.13E-06
1	1	4	1.84E-06
1	1	5	1.17E-06
1	2	0	7.13E-06
1	2	1	5.91E-06
1	2	2	3.86E-06
1	2	3	2.42E-06
1	2	4	1.55E-06
1	2	5	1.03E-06
1	3	0	3.46E-06
1	3	1	3.13E-06
1	3	2	2.42E-06
1	3	3	1.73E-06
1	3	4	1.22E-06
1	3	5	8.62E-07
1	4	0	1.96E-06
1	4	1	1.84E-06
1	4	2	1.55E-06
1	4	3	1.22E-06
1	4	4	9.23E-07
1	4	5	6.91E-07
1	5	0	1.22E-06
1	5	1	1.17E-06
1	5	2	1.03E-06
1	5	3	8.62E-07
1	5	4	6.91E-07
1	5	5	5.44E-07
2	0	0	8.95E-06
2	0	1	7.13E-06
2	0	2	4.37E-06
2	0	3	2.62E-06
2	0	4	1.64E-06
2	0	5	1.08E-06
2	1	0	7.13E-06
2	1	1	5.91E-06
2	1	2	3.86E-06
2	1	3	2.42E-06
2	1	4	1.55E-06
2	1	5	1.03E-06
2	2	0	4.37E-06
2	2	1	3.86E-06
2	2	2	2.85E-06
2	2	3	1.96E-06
2	2	4	1.34E-06
2	2	5	9.24E-07
2	3	0	2.62E-06
2	3	1	2.42E-06
2	3	2	1.96E-06
2	3	3	1.47E-06
2	3	4	1.07E-06
2	3	5	7.81E-07
2	4	0	1.64E-06
2	4	1	1.55E-06
2	4	2	1.34E-06
2	4	3	1.07E-06
2	4	4	8.33E-07
2	4	5	6.36E-07
2	5	0	1.08E-06
2	5	1	1.03E-06
2	5	2	9.24E-07
2	5	3	7.81E-07
2	5	4	6.36E-07
2	5	5	5.06E-07
3	0	0	3.86E-06
3	0	1	3.46E-06
3	0	2	2.62E-06
3	0	3	1.84E-06
3	0	4	1.27E-06
3	0	5	8.91E-07
3	1	0	3.46E-06
3	1	1	3.13E-06
3	1	2	2.42E-06
3	1	3	1.73E-06
3	1	4	1.22E-06
3	1	5	8.62E-07
3	2	0	2.62E-06
3	2	1	2.42E-06
3	2	2	1.96E-06
3	2	3	1.47E-06
3	2	4	1.07E-06
3	2	5	7.81E-07
3	3	0	1.84E-06
3	3	1	1.73E-06
3	3	2	1.47E-06
3	3	3	1.17E-06
3	3	4	8.92E-07
3	3	5	6.72E-07
3	4	0	1.27E-06
3	4	1	1.22E-06
3	4	2	1.07E-06
3	4	3	8.92E-07
3	4	4	7.13E-07
3	4	5	5.57E-07
3	5	0	8.91E-07
3	5	1	8.62E-07
3	5	2	7.81E-07
3	5	3	6.72E-07
3	5	4	5.57E-07
3	5	5	4.50E-07
4	0	0	2.09E-06
4	0	1	1.96E-06
4	0	2	1.64E-06
4	0	3	1.27E-06
4	0	4	9.59E-07
4	0	5	7.12E-07
4	1	0	1.96E-06
4	1	1	1.84E-06
4	1	2	1.55E-06
4	1	3	1.22E-06
