Re186 - 5mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	1.96E-01
0	0	1	4.87E-03
0	0	2	1.71E-05
0	0	3	7.51E-06
0	0	4	4.11E-06
0	0	5	2.54E-06
0	1	0	4.87E-03
0	1	1	2.07E-04
0	1	2	1.37E-05
0	1	3	6.73E-06
0	1	4	3.86E-06
0	1	5	2.42E-06
0	2	0	1.71E-05
0	2	1	1.37E-05
0	2	2	8.49E-06
0	2	3	5.12E-06
0	2	4	3.24E-06
0	2	5	2.15E-06
0	3	0	7.51E-06
0	3	1	6.73E-06
0	3	2	5.12E-06
0	3	3	3.62E-06
0	3	4	2.54E-06
0	3	5	1.80E-06
0	4	0	4.11E-06
0	4	1	3.86E-06
0	4	2	3.24E-06
0	4	3	2.54E-06
0	4	4	1.92E-06
0	4	5	1.45E-06
0	5	0	2.54E-06
0	5	1	2.42E-06
0	5	2	2.15E-06
0	5	3	1.80E-06
0	5	4	1.45E-06
0	5	5	1.14E-06
1	0	0	4.87E-03
1	0	1	2.07E-04
1	0	2	1.37E-05
1	0	3	6.73E-06
1	0	4	3.86E-06
1	0	5	2.42E-06
1	1	0	2.07E-04
1	1	1	3.06E-05
1	1	2	1.14E-05
1	1	3	6.09E-06
1	1	4	3.63E-06
1	1	5	2.32E-06
1	2	0	1.37E-05
1	2	1	1.14E-05
1	2	2	7.52E-06
1	2	3	4.74E-06
1	2	4	3.07E-06
1	2	5	2.06E-06
1	3	0	6.73E-06
1	3	1	6.09E-06
1	3	2	4.74E-06
1	3	3	3.42E-06
1	3	4	2.43E-06
1	3	5	1.73E-06
1	4	0	3.86E-06
1	4	1	3.63E-06
1	4	2	3.07E-06
1	4	3	2.43E-06
1	4	4	1.86E-06
1	4	5	1.41E-06
1	5	0	2.42E-06
1	5	1	2.32E-06
1	5	2	2.06E-06
1	5	3	1.73E-06
1	5	4	1.41E-06
1	5	5	1.11E-06
2	0	0	1.71E-05
2	0	1	1.37E-05
2	0	2	8.49E-06
2	0	3	5.12E-06
2	0	4	3.24E-06
2	0	5	2.15E-06
2	1	0	1.37E-05
2	1	1	1.14E-05
2	1	2	7.52E-06
2	1	3	4.74E-06
2	1	4	3.07E-06
2	1	5	2.06E-06
2	2	0	8.49E-06
2	2	1	7.52E-06
2	2	2	5.57E-06
2	2	3	3.85E-06
2	2	4	2.66E-06
2	2	5	1.86E-06
2	3	0	5.12E-06
2	3	1	4.74E-06
2	3	2	3.85E-06
2	3	3	2.92E-06
2	3	4	2.15E-06
2	3	5	1.58E-06
2	4	0	3.24E-06
2	4	1	3.07E-06
2	4	2	2.66E-06
2	4	3	2.15E-06
2	4	4	1.68E-06
2	4	5	1.30E-06
2	5	0	2.15E-06
2	5	1	2.06E-06
2	5	2	1.86E-06
2	5	3	1.58E-06
2	5	4	1.30E-06
2	5	5	1.04E-06
3	0	0	7.51E-06
3	0	1	6.73E-06
3	0	2	5.12E-06
3	0	3	3.62E-06
3	0	4	2.54E-06
3	0	5	1.80E-06
3	1	0	6.73E-06
3	1	1	6.09E-06
3	1	2	4.74E-06
3	1	3	3.42E-06
3	1	4	2.43E-06
3	1	5	1.73E-06
3	2	0	5.12E-06
3	2	1	4.74E-06
3	2	2	3.85E-06
3	2	3	2.92E-06
3	2	4	2.15E-06
3	2	5	1.58E-06
3	3	0	3.62E-06
3	3	1	3.42E-06
3	3	2	2.92E-06
3	3	3	2.33E-06
3	3	4	1.79E-06
3	3	5	1.36E-06
3	4	0	2.54E-06
3	4	1	2.43E-06
3	4	2	2.15E-06
3	4	3	1.79E-06
3	4	4	1.44E-06
3	4	5	1.14E-06
3	5	0	1.80E-06
3	5	1	1.73E-06
3	5	2	1.58E-06
3	5	3	1.36E-06
3	5	4	1.14E-06
3	5	5	9.31E-07
4	0	0	4.11E-06
4	0	1	3.86E-06
4	0	2	3.24E-06
4	0	3	2.54E-06
4	0	4	1.92E-06
4	0	5	1.45E-06
4	1	0	3.86E-06
4	1	1	3.63E-06
4	1	2	3.07E-06
4	1	3	2.43E-06
4	1	4	1.86E-06
4	1	5	1.41E-06
4	2	0	3.24E-06
4	2	1	3.07E-06
4	2	2	2.66E-06
4	2	3	2.15E-06
4	2	4	1.68E-06
4	2	5	1.30E-06
4	3	0	2.54E-06
4	3	1	2.43E-06
4	3	2	2.15E-06
4	3	3	1.79E-06
4	3	4	1.44E-06
4	3	5	1.14E-06
4	4	0	1.92E-06
4	4	1	1.86E-06
4	4	2	1.68E-06
4	4	3	1.44E-06
4	4	4	1.20E-06
4	4	5	9.69E-07
4	5	0	1.45E-06
4	5	1	1.41E-06
4	5	2	1.30E-06
4	5	3	1.14E-06
4	5	4	9.69E-07
4	5	5	8.11E-07
5	0	0	2.54E-06
5	0	1	2.42E-06
5	0	2	2.15E-06
5	0	3	1.80E-06
5	0	4	1.45E-06
5	0	5	1.14E-06
5	1	0	2.42E-06
5	1	1	2.32E-06
5	1	2	2.06E-06
5	1	3	1.73E-06
5	1	4	1.41E-06
5	1	5	1.11E-06
5	2	0	2.15E-06
5	2	1	2.06E-06
5	2	2	1.86E-06
5	2	3	1.58E-06
5	2	4	1.30E-06
5	2	5	1.04E-06
5	3	0	1.80E-06
5	3	1	1.73E-06
