I131 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	5.15E-02
0	0	1	8.14E-04
0	0	2	9.06E-05
0	0	3	3.96E-05
0	0	4	2.20E-05
0	0	5	1.41E-05
0	1	0	8.14E-04
0	1	1	2.02E-04
0	1	2	7.23E-05
0	1	3	3.55E-05
0	1	4	2.07E-05
0	1	5	1.34E-05
0	2	0	9.06E-05
0	2	1	7.23E-05
0	2	2	4.46E-05
0	2	3	2.73E-05
0	2	4	1.77E-05
0	2	5	1.21E-05
0	3	0	3.96E-05
0	3	1	3.55E-05
0	3	2	2.73E-05
0	3	3	1.96E-05
0	3	4	1.40E-05
0	3	5	1.02E-05
0	4	0	2.20E-05
0	4	1	2.07E-05
0	4	2	1.77E-05
0	4	3	1.40E-05
0	4	4	1.09E-05
0	4	5	8.42E-06
0	5	0	1.41E-05
0	5	1	1.34E-05
0	5	2	1.21E-05
0	5	3	1.02E-05
0	5	4	8.42E-06
0	5	5	6.82E-06
1	0	0	8.14E-04
1	0	1	2.02E-04
1	0	2	7.23E-05
1	0	3	3.55E-05
1	0	4	2.07E-05
1	0	5	1.34E-05
1	1	0	2.02E-04
1	1	1	1.26E-04
1	1	2	5.99E-05
1	1	3	3.23E-05
1	1	4	1.96E-05
1	1	5	1.30E-05
1	2	0	7.23E-05
1	2	1	5.99E-05
1	2	2	3.95E-05
1	2	3	2.53E-05
1	2	4	1.68E-05
1	2	5	1.16E-05
1	3	0	3.55E-05
1	3	1	3.23E-05
1	3	2	2.53E-05
1	3	3	1.86E-05
1	3	4	1.35E-05
1	3	5	9.92E-06
1	4	0	2.07E-05
1	4	1	1.96E-05
1	4	2	1.68E-05
1	4	3	1.35E-05
1	4	4	1.05E-05
1	4	5	8.21E-06
1	5	0	1.34E-05
1	5	1	1.30E-05
1	5	2	1.16E-05
1	5	3	9.92E-06
1	5	4	8.21E-06
1	5	5	6.68E-06
2	0	0	9.06E-05
2	0	1	7.23E-05
2	0	2	4.46E-05
2	0	3	2.73E-05
2	0	4	1.77E-05
2	0	5	1.21E-05
2	1	0	7.23E-05
2	1	1	5.99E-05
2	1	2	3.95E-05
2	1	3	2.53E-05
2	1	4	1.68E-05
2	1	5	1.16E-05
2	2	0	4.46E-05
2	2	1	3.95E-05
2	2	2	2.94E-05
2	2	3	2.07E-05
2	2	4	1.46E-05
2	2	5	1.05E-05
2	3	0	2.73E-05
2	3	1	2.53E-05
2	3	2	2.07E-05
2	3	3	1.60E-05
2	3	4	1.21E-05
2	3	5	9.12E-06
2	4	0	1.77E-05
2	4	1	1.68E-05
2	4	2	1.46E-05
2	4	3	1.21E-05
2	4	4	9.64E-06
2	4	5	7.62E-06
2	5	0	1.21E-05
2	5	1	1.16E-05
2	5	2	1.05E-05
2	5	3	9.12E-06
2	5	4	7.62E-06
2	5	5	6.29E-06
3	0	0	3.96E-05
3	0	1	3.55E-05
3	0	2	2.73E-05
3	0	3	1.96E-05
3	0	4	1.40E-05
3	0	5	1.02E-05
3	1	0	3.55E-05
3	1	1	3.23E-05
3	1	2	2.53E-05
3	1	3	1.86E-05
3	1	4	1.35E-05
3	1	5	9.92E-06
3	2	0	2.73E-05
3	2	1	2.53E-05
3	2	2	2.07E-05
3	2	3	1.60E-05
3	2	4	1.21E-05
3	2	5	9.12E-06
3	3	0	1.96E-05
3	3	1	1.86E-05
3	3	2	1.60E-05
3	3	3	1.29E-05
3	3	4	1.02E-05
3	3	5	8.00E-06
3	4	0	1.40E-05
3	4	1	1.35E-05
3	4	2	1.21E-05
3	4	3	1.02E-05
3	4	4	8.42E-06
3	4	5	6.82E-06
3	5	0	1.02E-05
3	5	1	9.92E-06
3	5	2	9.12E-06
3	5	3	8.00E-06
3	5	4	6.82E-06
3	5	5	5.71E-06
4	0	0	2.20E-05
4	0	1	2.07E-05
4	0	2	1.77E-05
4	0	3	1.40E-05
4	0	4	1.09E-05
4	0	5	8.42E-06
4	1	0	2.07E-05
4	1	1	1.96E-05
4	1	2	1.68E-05
4	1	3	1.35E-05
4	1	4	1.05E-05
4	1	5	8.21E-06
4	2	0	1.77E-05
4	2	1	1.68E-05
4	2	2	1.46E-05
4	2	3	1.21E-05
4	2	4	9.64E-06
4	2	5	7.62E-06
4	3	0	1.40E-05
4	3	1	1.35E-05
4	3	2	1.21E-05
4	3	3	1.02E-05
4	3	4	8.42E-06
4	3	5	6.82E-06
4	4	0	1.09E-05
4	4	1	1.05E-05
4	4	2	9.64E-06
4	4	3	8.42E-06
4	4	4	7.14E-06
4	4	5	5.92E-06
4	5	0	8.42E-06
4	5	1	8.21E-06
4	5	2	7.62E-06
4	5	3	6.82E-06
4	5	4	5.92E-06
4	5	5	5.08E-06
5	0	0	1.41E-05
5	0	1	1.34E-05
5	0	2	1.21E-05
5	0	3	1.02E-05
5	0	4	8.42E-06
5	0	5	6.82E-06
5	1	0	1.34E-05
5	1	1	1.30E-05
5	1	2	1.16E-05
5	1	3	9.92E-06
5	1	4	8.21E-06
5	1	5	6.68E-06
5	2	0	1.21E-05
5	2	1	1.16E-05
5	2	2	1.05E-05
5	2	3	9.12E-06
5	2	4	7.62E-06
5	2	5	6.29E-06
5	3	0	1.02E-05
5	3	1	9.92E-06
5	3	2	9.12E-06
5	3	3	8.00E-06
5	3	4	6.82E-06
5	3	5	5.71E-06
5	4	0	8.42E-06
5	4	1	8.21E-06
5	4	2	7.62E-06
5	4	3	6.82E-06
5	4	4	5.92E-06
5	4	5	5.08E-06
5	5	0	6.82E-06
5	5	1	6.68E-06
5	5	2	6.29E-06
5	5	3	5.71E-06
5	5	4	5.08E-06
5	5	5	4.39E-06
