Re186 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	8.10E-02
0	0	1	1.50E-03
0	0	2	9.32E-06
0	0	3	3.98E-06
0	0	4	2.11E-06
0	0	5	1.26E-06
0	1	0	1.50E-03
0	1	1	5.73E-05
0	1	2	7.41E-06
0	1	3	3.55E-06
0	1	4	1.97E-06
0	1	5	1.20E-06
0	2	0	9.32E-06
0	2	1	7.41E-06
0	2	2	4.52E-06
0	2	3	2.66E-06
0	2	4	1.64E-06
0	2	5	1.05E-06
0	3	0	3.98E-06
0	3	1	3.55E-06
0	3	2	2.66E-06
0	3	3	1.85E-06
0	3	4	1.26E-06
0	3	5	8.63E-07
0	4	0	2.11E-06
0	4	1	1.97E-06
0	4	2	1.64E-06
0	4	3	1.26E-06
0	4	4	9.29E-07
0	4	5	6.80E-07
0	5	0	1.26E-06
0	5	1	1.20E-06
0	5	2	1.05E-06
0	5	3	8.63E-07
0	5	4	6.80E-07
0	5	5	5.24E-07
1	0	0	1.50E-03
1	0	1	5.73E-05
1	0	2	7.41E-06
1	0	3	3.55E-06
1	0	4	1.97E-06
1	0	5	1.20E-06
1	1	0	5.73E-05
1	1	1	1.40E-05
1	1	2	6.13E-06
1	1	3	3.20E-06
1	1	4	1.84E-06
1	1	5	1.15E-06
1	2	0	7.41E-06
1	2	1	6.13E-06
1	2	2	3.98E-06
1	2	3	2.45E-06
1	2	4	1.55E-06
1	2	5	1.01E-06
1	3	0	3.55E-06
1	3	1	3.20E-06
1	3	2	2.45E-06
1	3	3	1.74E-06
1	3	4	1.20E-06
1	3	5	8.32E-07
1	4	0	1.97E-06
1	4	1	1.84E-06
1	4	2	1.55E-06
1	4	3	1.20E-06
1	4	4	8.96E-07
1	4	5	6.59E-07
1	5	0	1.20E-06
1	5	1	1.15E-06
1	5	2	1.01E-06
1	5	3	8.32E-07
1	5	4	6.59E-07
1	5	5	5.11E-07
2	0	0	9.32E-06
2	0	1	7.41E-06
2	0	2	4.52E-06
2	0	3	2.66E-06
2	0	4	1.64E-06
2	0	5	1.05E-06
2	1	0	7.41E-06
2	1	1	6.13E-06
2	1	2	3.98E-06
2	1	3	2.45E-06
2	1	4	1.55E-06
2	1	5	1.01E-06
2	2	0	4.52E-06
2	2	1	3.98E-06
2	2	2	2.91E-06
2	2	3	1.97E-06
2	2	4	1.32E-06
2	2	5	8.97E-07
2	3	0	2.66E-06
2	3	1	2.45E-06
2	3	2	1.97E-06
2	3	3	1.46E-06
2	3	4	1.05E-06
2	3	5	7.51E-07
2	4	0	1.64E-06
2	4	1	1.55E-06
2	4	2	1.32E-06
2	4	3	1.05E-06
2	4	4	8.04E-07
2	4	5	6.03E-07
2	5	0	1.05E-06
2	5	1	1.01E-06
2	5	2	8.97E-07
2	5	3	7.51E-07
2	5	4	6.03E-07
2	5	5	4.73E-07
3	0	0	3.98E-06
3	0	1	3.55E-06
3	0	2	2.66E-06
3	0	3	1.85E-06
3	0	4	1.26E-06
3	0	5	8.63E-07
3	1	0	3.55E-06
3	1	1	3.20E-06
3	1	2	2.45E-06
3	1	3	1.74E-06
3	1	4	1.20E-06
3	1	5	8.32E-07
3	2	0	2.66E-06
3	2	1	2.45E-06
3	2	2	1.97E-06
3	2	3	1.46E-06
3	2	4	1.05E-06
3	2	5	7.51E-07
3	3	0	1.85E-06
3	3	1	1.74E-06
3	3	2	1.46E-06
3	3	3	1.14E-06
3	3	4	8.61E-07
3	3	5	6.39E-07
3	4	0	1.26E-06
3	4	1	1.20E-06
3	4	2	1.05E-06
3	4	3	8.61E-07
3	4	4	6.81E-07
3	4	5	5.24E-07
3	5	0	8.63E-07
3	5	1	8.32E-07
3	5	2	7.51E-07
3	5	3	6.39E-07
3	5	4	5.24E-07
3	5	5	4.20E-07
4	0	0	2.11E-06
4	0	1	1.97E-06
4	0	2	1.64E-06
4	0	3	1.26E-06
4	0	4	9.29E-07
4	0	5	6.80E-07
4	1	0	1.97E-06
4	1	1	1.84E-06
4	1	2	1.55E-06
4	1	3	1.20E-06
4	1	4	8.96E-07
