Sr89 - 3.9mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	8.32E-01
0	0	1	8.27E-02
0	0	2	1.53E-04
0	0	3	9.55E-07
0	0	4	4.68E-07
0	0	5	2.75E-07
0	1	0	8.27E-02
0	1	1	1.35E-02
0	1	2	3.07E-05
0	1	3	8.40E-07
0	1	4	4.37E-07
0	1	5	2.64E-07
0	2	0	1.53E-04
0	2	1	3.07E-05
0	2	2	1.13E-06
0	2	3	6.06E-07
0	2	4	3.60E-07
0	2	5	2.33E-07
0	3	0	9.55E-07
0	3	1	8.40E-07
0	3	2	6.06E-07
0	3	3	4.07E-07
0	3	4	2.75E-07
0	3	5	1.93E-07
0	4	0	4.68E-07
0	4	1	4.37E-07
0	4	2	3.60E-07
0	4	3	2.75E-07
0	4	4	2.05E-07
0	4	5	1.56E-07
0	5	0	2.75E-07
0	5	1	2.64E-07
0	5	2	2.33E-07
0	5	3	1.93E-07
0	5	4	1.56E-07
0	5	5	1.24E-07
1	0	0	8.27E-02
1	0	1	1.35E-02
1	0	2	3.07E-05
1	0	3	8.40E-07
1	0	4	4.37E-07
1	0	5	2.64E-07
1	1	0	1.35E-02
1	1	1	2.58E-03
1	1	2	6.92E-06
1	1	3	7.47E-07
1	1	4	4.08E-07
1	1	5	2.53E-07
1	2	0	3.07E-05
1	2	1	6.92E-06
1	2	2	9.64E-07
1	2	3	5.53E-07
1	2	4	3.39E-07
1	2	5	2.23E-07
1	3	0	8.40E-07
1	3	1	7.47E-07
1	3	2	5.53E-07
1	3	3	3.83E-07
1	3	4	2.64E-07
1	3	5	1.86E-07
1	4	0	4.37E-07
1	4	1	4.08E-07
1	4	2	3.39E-07
1	4	3	2.64E-07
1	4	4	1.99E-07
1	4	5	1.50E-07
1	5	0	2.64E-07
1	5	1	2.53E-07
1	5	2	2.23E-07
1	5	3	1.86E-07
1	5	4	1.50E-07
1	5	5	1.21E-07
2	0	0	1.53E-04
2	0	1	3.07E-05
2	0	2	1.13E-06
2	0	3	6.06E-07
2	0	4	3.60E-07
2	0	5	2.33E-07
2	1	0	3.07E-05
2	1	1	6.92E-06
2	1	2	9.64E-07
2	1	3	5.53E-07
2	1	4	3.39E-07
2	1	5	2.23E-07
2	2	0	1.13E-06
2	2	1	9.64E-07
2	2	2	6.70E-07
2	2	3	4.37E-07
2	2	4	2.89E-07
2	2	5	1.99E-07
2	3	0	6.06E-07
2	3	1	5.53E-07
2	3	2	4.37E-07
2	3	3	3.22E-07
2	3	4	2.32E-07
2	3	5	1.69E-07
2	4	0	3.60E-07
2	4	1	3.39E-07
2	4	2	2.89E-07
2	4	3	2.32E-07
2	4	4	1.80E-07
2	4	5	1.39E-07
2	5	0	2.33E-07
2	5	1	2.23E-07
2	5	2	1.99E-07
2	5	3	1.69E-07
2	5	4	1.39E-07
2	5	5	1.13E-07
3	0	0	9.55E-07
3	0	1	8.40E-07
3	0	2	6.06E-07
3	0	3	4.07E-07
3	0	4	2.75E-07
3	0	5	1.93E-07
3	1	0	8.40E-07
3	1	1	7.47E-07
3	1	2	5.53E-07
3	1	3	3.83E-07
3	1	4	2.64E-07
3	1	5	1.86E-07
3	2	0	6.06E-07
3	2	1	5.53E-07
3	2	2	4.37E-07
3	2	3	3.22E-07
3	2	4	2.32E-07
3	2	5	1.69E-07
3	3	0	4.07E-07
3	3	1	3.83E-07
3	3	2	3.22E-07
3	3	3	2.51E-07
3	3	4	1.94E-07
3	3	5	1.47E-07
3	4	0	2.75E-07
3	4	1	2.64E-07
3	4	2	2.32E-07
3	4	3	1.94E-07
3	4	4	1.54E-07
3	4	5	1.23E-07
3	5	0	1.93E-07
3	5	1	1.86E-07
3	5	2	1.69E-07
3	5	3	1.47E-07
3	5	4	1.23E-07
3	5	5	1.02E-07
4	0	0	4.68E-07
4	0	1	4.37E-07
4	0	2	3.60E-07
4	0	3	2.75E-07
4	0	4	2.05E-07
4	0	5	1.56E-07
4	1	0	4.37E-07
4	1	1	4.08E-07
4	1	2	3.39E-07
4	1	3	2.64E-07
4	1	4	1.99E-07
4	1	5	1.50E-07
4	2	0	3.60E-07
4	2	1	3.39E-07
4	2	2	2.89E-07
4	2	3	2.32E-07
4	2	4	1.80E-07
4	2	5	1.39E-07
4	3	0	2.75E-07
4	3	1	2.64E-07
4	3	2	2.32E-07
4	3	3	1.94E-07
4	3	4	1.54E-07
4	3	5	1.23E-07
4	4	0	2.05E-07
4	4	1	1.99E-07
4	4	2	1.80E-07
4	4	3	1.54E-07
4	4	4	1.29E-07
4	4	5	1.06E-07
4	5	0	1.56E-07
4	5	1	1.50E-07
4	5	2	1.39E-07
4	5	3	1.23E-07
4	5	4	1.06E-07
4	5	5	9.02E-08
5	0	0	2.75E-07
5	0	1	2.64E-07
5	0	2	2.33E-07
5	0	3	1.93E-07
5	0	4	1.56E-07
5	0	5	1.24E-07
5	1	0	2.64E-07
5	1	1	2.53E-07
5	1	2	2.23E-07
5	1	3	1.86E-07
5	1	4	1.50E-07
5	1	5	1.21E-07
5	2	0	2.33E-07
5	2	1	2.23E-07
5	2	2	1.99E-07
5	2	3	1.69E-07
5	2	4	1.39E-07
5	2	5	1.13E-07
5	3	0	1.93E-07
5	3	1	1.86E-07
5	3	2	1.69E-07
5	3	3	1.47E-07
5	3	4	1.23E-07
5	3	5	1.02E-07
5	4	0	1.56E-07
5	4	1	1.50E-07
5	4	2	1.39E-07
5	4	3	1.23E-07
5	4	4	1.06E-07
5	4	5	9.02E-08
5	5	0	1.24E-07
5	5	1	1.21E-07
5	5	2	1.13E-07
5	5	3	1.02E-07
5	5	4	9.02E-08
5	5	5	7.76E-08
