Y90 - 4mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	8.58E-01
0	0	1	1.29E-01
0	0	2	4.18E-03
0	0	3	1.75E-05
0	0	4	9.83E-07
0	0	5	5.92E-07
0	1	0	1.29E-01
0	1	1	3.62E-02
0	1	2	1.67E-03
0	1	3	6.55E-06
0	1	4	9.18E-07
0	1	5	5.63E-07
0	2	0	4.18E-03
0	2	1	1.67E-03
0	2	2	8.41E-05
0	2	3	1.34E-06
0	2	4	7.58E-07
0	2	5	4.95E-07
0	3	0	1.75E-05
0	3	1	6.55E-06
0	3	2	1.34E-06
0	3	3	8.58E-07
0	3	4	5.86E-07
0	3	5	4.13E-07
0	4	0	9.83E-07
0	4	1	9.18E-07
0	4	2	7.58E-07
0	4	3	5.86E-07
0	4	4	4.43E-07
0	4	5	3.34E-07
0	5	0	5.92E-07
0	5	1	5.63E-07
0	5	2	4.95E-07
0	5	3	4.13E-07
0	5	4	3.34E-07
0	5	5	2.68E-07
1	0	0	1.29E-01
1	0	1	3.62E-02
1	0	2	1.67E-03
1	0	3	6.55E-06
1	0	4	9.18E-07
1	0	5	5.63E-07
1	1	0	3.62E-02
1	1	1	1.27E-02
1	1	2	6.61E-04
1	1	3	2.99E-06
1	1	4	8.57E-07
1	1	5	5.37E-07
1	2	0	1.67E-03
1	2	1	6.61E-04
1	2	2	3.11E-05
1	2	3	1.18E-06
1	2	4	7.17E-07
1	2	5	4.76E-07
1	3	0	6.55E-06
1	3	1	2.99E-06
1	3	2	1.18E-06
1	3	3	8.07E-07
1	3	4	5.60E-07
1	3	5	3.99E-07
1	4	0	9.18E-07
1	4	1	8.57E-07
1	4	2	7.17E-07
1	4	3	5.60E-07
1	4	4	4.25E-07
1	4	5	3.24E-07
1	5	0	5.63E-07
1	5	1	5.37E-07
1	5	2	4.76E-07
1	5	3	3.99E-07
1	5	4	3.24E-07
1	5	5	2.62E-07
2	0	0	4.18E-03
2	0	1	1.67E-03
2	0	2	8.41E-05
2	0	3	1.34E-06
2	0	4	7.58E-07
2	0	5	4.95E-07
2	1	0	1.67E-03
2	1	1	6.61E-04
2	1	2	3.11E-05
2	1	3	1.18E-06
2	1	4	7.17E-07
2	1	5	4.76E-07
2	2	0	8.41E-05
2	2	1	3.11E-05
2	2	2	2.21E-06
2	2	3	9.19E-07
2	2	4	6.14E-07
2	2	5	4.27E-07
2	3	0	1.34E-06
2	3	1	1.18E-06
2	3	2	9.19E-07
2	3	3	6.79E-07
2	3	4	4.95E-07
2	3	5	3.64E-07
2	4	0	7.58E-07
2	4	1	7.17E-07
2	4	2	6.14E-07
2	4	3	4.95E-07
2	4	4	3.86E-07
2	4	5	3.01E-07
2	5	0	4.95E-07
2	5	1	4.76E-07
2	5	2	4.27E-07
2	5	3	3.64E-07
2	5	4	3.01E-07
2	5	5	2.45E-07
3	0	0	1.75E-05
3	0	1	6.55E-06
3	0	2	1.34E-06
3	0	3	8.58E-07
3	0	4	5.86E-07
3	0	5	4.13E-07
3	1	0	6.55E-06
3	1	1	2.99E-06
3	1	2	1.18E-06
3	1	3	8.07E-07
3	1	4	5.60E-07
3	1	5	3.99E-07
3	2	0	1.34E-06
3	2	1	1.18E-06
3	2	2	9.19E-07
3	2	3	6.79E-07
3	2	4	4.95E-07
3	2	5	3.64E-07
3	3	0	8.58E-07
3	3	1	8.07E-07
3	3	2	6.79E-07
3	3	3	5.38E-07
3	3	4	4.13E-07
3	3	5	3.16E-07
3	4	0	5.86E-07
3	4	1	5.60E-07
3	4	2	4.95E-07
3	4	3	4.13E-07
3	4	4	3.34E-07
3	4	5	2.68E-07
3	5	0	4.13E-07
3	5	1	3.99E-07
3	5	2	3.64E-07
3	5	3	3.16E-07
3	5	4	2.68E-07
3	5	5	2.22E-07
4	0	0	9.83E-07
4	0	1	9.18E-07
4	0	2	7.58E-07
4	0	3	5.86E-07
4	0	4	4.43E-07
4	0	5	3.34E-07
4	1	0	9.18E-07
4	1	1	8.57E-07
4	1	2	7.17E-07
4	1	3	5.60E-07
4	1	4	4.25E-07
4	1	5	3.24E-07
4	2	0	7.58E-07
4	2	1	7.17E-07
4	2	2	6.14E-07
4	2	3	4.95E-07
4	2	4	3.86E-07
4	2	5	3.01E-07
4	3	0	5.86E-07
4	3	1	5.60E-07
4	3	2	4.95E-07
4	3	3	4.13E-07
4	3	4	3.34E-07
4	3	5	2.68E-07
4	4	0	4.43E-07
4	4	1	4.25E-07
4	4	2	3.86E-07
4	4	3	3.34E-07
4	4	4	2.76E-07
4	4	5	2.31E-07
4	5	0	3.34E-07
4	5	1	3.24E-07
4	5	2	3.01E-07
4	5	3	2.68E-07
4	5	4	2.31E-07
4	5	5	1.96E-07
5	0	0	5.92E-07
5	0	1	5.63E-07
5	0	2	4.95E-07
5	0	3	4.13E-07
5	0	4	3.34E-07
5	0	5	2.68E-07
5	1	0	5.63E-07
5	1	1	5.37E-07
5	1	2	4.76E-07
5	1	3	3.99E-07
5	1	4	3.24E-07
5	1	5	2.62E-07
5	2	0	4.95E-07
5	2	1	4.76E-07
5	2	2	4.27E-07
5	2	3	3.64E-07
5	2	4	3.01E-07
5	2	5	2.45E-07
5	3	0	4.13E-07
5	3	1	3.99E-07
5	3	2	3.64E-07
5	3	3	3.16E-07
5	3	4	2.68E-07
5	3	5	2.22E-07
5	4	0	3.34E-07
5	4	1	3.24E-07
5	4	2	3.01E-07
5	4	3	2.68E-07
5	4	4	2.31E-07
5	4	5	1.96E-07
5	5	0	2.68E-07
5	5	1	2.62E-07
5	5	2	2.45E-07
5	5	3	2.22E-07
5	5	4	1.96E-07
5	5	5	1.69E-07
