Y90 - 2.4mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.53E+00
0	0	1	4.71E-01
0	0	2	5.21E-02
0	0	3	5.93E-03
0	0	4	2.60E-04
0	0	5	2.77E-06
0	1	0	4.71E-01
0	1	1	1.81E-01
0	1	2	3.28E-02
0	1	3	3.93E-03
0	1	4	1.59E-04
0	1	5	2.25E-06
0	2	0	5.21E-02
0	2	1	3.28E-02
0	2	2	9.11E-03
0	2	3	1.09E-03
0	2	4	3.38E-05
0	2	5	1.65E-06
0	3	0	5.93E-03
0	3	1	3.93E-03
0	3	2	1.09E-03
0	3	3	1.01E-04
0	3	4	3.25E-06
0	3	5	1.34E-06
0	4	0	2.60E-04
0	4	1	1.59E-04
0	4	2	3.38E-05
0	4	3	3.25E-06
0	4	4	1.44E-06
0	4	5	1.07E-06
0	5	0	2.77E-06
0	5	1	2.25E-06
0	5	2	1.65E-06
0	5	3	1.34E-06
0	5	4	1.07E-06
0	5	5	8.44E-07
1	0	0	4.71E-01
1	0	1	1.81E-01
1	0	2	3.28E-02
1	0	3	3.93E-03
1	0	4	1.59E-04
1	0	5	2.25E-06
1	1	0	1.81E-01
1	1	1	9.29E-02
1	1	2	2.12E-02
1	1	3	2.59E-03
1	1	4	9.63E-05
1	1	5	1.95E-06
1	2	0	3.28E-02
1	2	1	2.12E-02
1	2	2	6.04E-03
1	2	3	7.00E-04
1	2	4	2.00E-05
1	2	5	1.57E-06
1	3	0	3.93E-03
1	3	1	2.59E-03
1	3	2	7.00E-04
1	3	3	6.08E-05
1	3	4	2.51E-06
1	3	5	1.29E-06
1	4	0	1.59E-04
1	4	1	9.63E-05
1	4	2	2.00E-05
1	4	3	2.51E-06
1	4	4	1.39E-06
1	4	5	1.04E-06
1	5	0	2.25E-06
1	5	1	1.95E-06
1	5	2	1.57E-06
1	5	3	1.29E-06
1	5	4	1.04E-06
1	5	5	8.21E-07
2	0	0	5.21E-02
2	0	1	3.28E-02
2	0	2	9.11E-03
2	0	3	1.09E-03
2	0	4	3.38E-05
2	0	5	1.65E-06
2	1	0	3.28E-02
2	1	1	2.12E-02
2	1	2	6.04E-03
2	1	3	7.00E-04
2	1	4	2.00E-05
2	1	5	1.57E-06
2	2	0	9.11E-03
2	2	1	6.04E-03
2	2	2	1.71E-03
2	2	3	1.70E-04
2	2	4	4.78E-06
2	2	5	1.39E-06
2	3	0	1.09E-03
2	3	1	7.00E-04
2	3	2	1.70E-04
2	3	3	1.29E-05
2	3	4	1.69E-06
2	3	5	1.17E-06
2	4	0	3.38E-05
2	4	1	2.00E-05
2	4	2	4.78E-06
2	4	3	1.69E-06
2	4	4	1.25E-06
2	4	5	9.57E-07
2	5	0	1.65E-06
2	5	1	1.57E-06
2	5	2	1.39E-06
2	5	3	1.17E-06
2	5	4	9.57E-07
2	5	5	7.71E-07
3	0	0	5.93E-03
3	0	1	3.93E-03
3	0	2	1.09E-03
3	0	3	1.01E-04
3	0	4	3.25E-06
3	0	5	1.34E-06
3	1	0	3.93E-03
3	1	1	2.59E-03
3	1	2	7.00E-04
3	1	3	6.08E-05
3	1	4	2.51E-06
3	1	5	1.29E-06
3	2	0	1.09E-03
3	2	1	7.00E-04
3	2	2	1.70E-04
3	2	3	1.29E-05
3	2	4	1.69E-06
3	2	5	1.17E-06
3	3	0	1.01E-04
3	3	1	6.08E-05
3	3	2	1.29E-05
3	3	3	2.14E-06
3	3	4	1.34E-06
3	3	5	1.01E-06
3	4	0	3.25E-06
3	4	1	2.51E-06
3	4	2	1.69E-06
3	4	3	1.34E-06
3	4	4	1.07E-06
3	4	5	8.46E-07
3	5	0	1.34E-06
3	5	1	1.29E-06
3	5	2	1.17E-06
3	5	3	1.01E-06
3	5	4	8.46E-07
3	5	5	6.96E-07
4	0	0	2.60E-04
4	0	1	1.59E-04
4	0	2	3.38E-05
4	0	3	3.25E-06
4	0	4	1.44E-06
4	0	5	1.07E-06
4	1	0	1.59E-04
4	1	1	9.63E-05
4	1	2	2.00E-05
4	1	3	2.51E-06
4	1	4	1.39E-06
4	1	5	1.04E-06
4	2	0	3.38E-05
4	2	1	2.00E-05
4	2	2	4.78E-06
4	2	3	1.69E-06
4	2	4	1.25E-06
4	2	5	9.57E-07
4	3	0	3.25E-06
4	3	1	2.51E-06
4	3	2	1.69E-06
4	3	3	1.34E-06
4	3	4	1.07E-06
4	3	5	8.46E-07
4	4	0	1.44E-06
4	4	1	1.39E-06
4	4	2	1.25E-06
4	4	3	1.07E-06
4	4	4	8.95E-07
4	4	5	7.24E-07
4	5	0	1.07E-06
4	5	1	1.04E-06
4	5	2	9.57E-07
4	5	3	8.46E-07
4	5	4	7.24E-07
4	5	5	6.16E-07
5	0	0	2.77E-06
5	0	1	2.25E-06
5	0	2	1.65E-06
5	0	3	1.34E-06
5	0	4	1.07E-06
5	0	5	8.44E-07
5	1	0	2.25E-06
5	1	1	1.95E-06
5	1	2	1.57E-06
5	1	3	1.29E-06
5	1	4	1.04E-06
5	1	5	8.21E-07
5	2	0	1.65E-06
5	2	1	1.57E-06
5	2	2	1.39E-06
5	2	3	1.17E-06
5	2	4	9.57E-07
5	2	5	7.71E-07
5	3	0	1.34E-06
5	3	1	1.29E-06
5	3	2	1.17E-06
5	3	3	1.01E-06
5	3	4	8.46E-07
5	3	5	6.96E-07
5	4	0	1.07E-06
5	4	1	1.04E-06
5	4	2	9.57E-07
5	4	3	8.46E-07
5	4	4	7.24E-07
5	4	5	6.16E-07
5	5	0	8.44E-07
5	5	1	8.21E-07
5	5	2	7.71E-07
5	5	3	6.96E-07
5	5	4	6.16E-07
5	5	5	5.29E-07
