I131 - 4.42mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	1.80E-01
0	0	1	3.15E-03
0	0	2	2.15E-04
0	0	3	9.34E-05
0	0	4	5.23E-05
0	0	5	3.36E-05
0	1	0	3.15E-03
0	1	1	5.08E-04
0	1	2	1.71E-04
0	1	3	8.38E-05
0	1	4	4.92E-05
0	1	5	3.20E-05
0	2	0	2.15E-04
0	2	1	1.71E-04
0	2	2	1.05E-04
0	2	3	6.43E-05
0	2	4	4.18E-05
0	2	5	2.86E-05
0	3	0	9.34E-05
0	3	1	8.38E-05
0	3	2	6.43E-05
0	3	3	4.62E-05
0	3	4	3.32E-05
0	3	5	2.44E-05
0	4	0	5.23E-05
0	4	1	4.92E-05
0	4	2	4.18E-05
0	4	3	3.32E-05
0	4	4	2.60E-05
0	4	5	2.02E-05
0	5	0	3.36E-05
0	5	1	3.20E-05
0	5	2	2.86E-05
0	5	3	2.44E-05
0	5	4	2.02E-05
0	5	5	1.66E-05
1	0	0	3.15E-03
1	0	1	5.08E-04
1	0	2	1.71E-04
1	0	3	8.38E-05
1	0	4	4.92E-05
1	0	5	3.20E-05
1	1	0	5.08E-04
1	1	1	2.99E-04
1	1	2	1.42E-04
1	1	3	7.62E-05
1	1	4	4.62E-05
1	1	5	3.08E-05
1	2	0	1.71E-04
1	2	1	1.42E-04
1	2	2	9.36E-05
1	2	3	5.97E-05
1	2	4	3.96E-05
1	2	5	2.77E-05
1	3	0	8.38E-05
1	3	1	7.62E-05
1	3	2	5.97E-05
1	3	3	4.39E-05
1	3	4	3.20E-05
1	3	5	2.37E-05
1	4	0	4.92E-05
1	4	1	4.62E-05
1	4	2	3.96E-05
1	4	3	3.20E-05
1	4	4	2.52E-05
1	4	5	1.97E-05
1	5	0	3.20E-05
1	5	1	3.08E-05
1	5	2	2.77E-05
1	5	3	2.37E-05
1	5	4	1.97E-05
1	5	5	1.62E-05
2	0	0	2.15E-04
2	0	1	1.71E-04
2	0	2	1.05E-04
2	0	3	6.43E-05
2	0	4	4.18E-05
2	0	5	2.86E-05
2	1	0	1.71E-04
2	1	1	1.42E-04
2	1	2	9.36E-05
2	1	3	5.97E-05
2	1	4	3.96E-05
2	1	5	2.77E-05
2	2	0	1.05E-04
2	2	1	9.36E-05
2	2	2	6.98E-05
2	2	3	4.89E-05
2	2	4	3.47E-05
2	2	5	2.52E-05
2	3	0	6.43E-05
2	3	1	5.97E-05
2	3	2	4.89E-05
2	3	3	3.78E-05
2	3	4	2.87E-05
2	3	5	2.18E-05
2	4	0	4.18E-05
2	4	1	3.96E-05
2	4	2	3.47E-05
2	4	3	2.87E-05
2	4	4	2.30E-05
2	4	5	1.84E-05
2	5	0	2.86E-05
2	5	1	2.77E-05
2	5	2	2.52E-05
2	5	3	2.18E-05
2	5	4	1.84E-05
2	5	5	1.53E-05
3	0	0	9.34E-05
3	0	1	8.38E-05
3	0	2	6.43E-05
3	0	3	4.62E-05
3	0	4	3.32E-05
3	0	5	2.44E-05
3	1	0	8.38E-05
3	1	1	7.62E-05
3	1	2	5.97E-05
3	1	3	4.39E-05
3	1	4	3.20E-05
3	1	5	2.37E-05
3	2	0	6.43E-05
3	2	1	5.97E-05
3	2	2	4.89E-05
3	2	3	3.78E-05
3	2	4	2.87E-05
3	2	5	2.18E-05
3	3	0	4.62E-05
3	3	1	4.39E-05
3	3	2	3.78E-05
3	3	3	3.08E-05
3	3	4	2.44E-05
3	3	5	1.92E-05
3	4	0	3.32E-05
3	4	1	3.20E-05
3	4	2	2.87E-05
3	4	3	2.44E-05
3	4	4	2.03E-05
3	4	5	1.66E-05
3	5	0	2.44E-05
3	5	1	2.37E-05
3	5	2	2.18E-05
3	5	3	1.92E-05
3	5	4	1.66E-05
3	5	5	1.40E-05
4	0	0	5.23E-05
4	0	1	4.92E-05
4	0	2	4.18E-05
4	0	3	3.32E-05
4	0	4	2.60E-05
4	0	5	2.02E-05
4	1	0	4.92E-05
4	1	1	4.62E-05
4	1	2	3.96E-05
4	1	3	3.20E-05
4	1	4	2.52E-05
4	1	5	1.97E-05
4	2	0	4.18E-05
4	2	1	3.96E-05
4	2	2	3.47E-05
4	2	3	2.87E-05
4	2	4	2.30E-05
4	2	5	1.84E-05
4	3	0	3.32E-05
4	3	1	3.20E-05
4	3	2	2.87E-05
4	3	3	2.44E-05
4	3	4	2.03E-05
4	3	5	1.66E-05
4	4	0	2.60E-05
4	4	1	2.52E-05
4	4	2	2.30E-05
4	4	3	2.03E-05
4	4	4	1.72E-05
4	4	5	1.46E-05
4	5	0	2.02E-05
4	5	1	1.97E-05
4	5	2	1.84E-05
4	5	3	1.66E-05
4	5	4	1.46E-05
4	5	5	1.26E-05
5	0	0	3.36E-05
5	0	1	3.20E-05
5	0	2	2.86E-05
5	0	3	2.44E-05
5	0	4	2.02E-05
5	0	5	1.66E-05
5	1	0	3.20E-05
5	1	1	3.08E-05
5	1	2	2.77E-05
5	1	3	2.37E-05
5	1	4	1.97E-05
5	1	5	1.62E-05
5	2	0	2.86E-05
5	2	1	2.77E-05
5	2	2	2.52E-05
5	2	3	2.18E-05
5	2	4	1.84E-05
5	2	5	1.53E-05
5	3	0	2.44E-05
5	3	1	2.37E-05
5	3	2	2.18E-05
5	3	3	1.92E-05
5	3	4	1.66E-05
5	3	5	1.40E-05
5	4	0	2.02E-05
5	4	1	1.97E-05
5	4	2	1.84E-05
5	4	3	1.66E-05
5	4	4	1.46E-05
5	4	5	1.26E-05
5	5	0	1.66E-05
5	5	1	1.62E-05
5	5	2	1.53E-05
5	5	3	1.40E-05
5	5	4	1.26E-05
5	5	5	1.09E-05
