Sr89 - 9.28mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	8.74E-02
0	0	1	3.68E-03
0	0	2	3.29E-07
0	0	3	1.24E-07
0	0	4	6.45E-08
0	0	5	3.87E-08
0	1	0	3.68E-03
0	1	1	2.18E-04
0	1	2	2.51E-07
0	1	3	1.10E-07
0	1	4	5.99E-08
0	1	5	3.70E-08
0	2	0	3.29E-07
0	2	1	2.51E-07
0	2	2	1.43E-07
0	2	3	8.15E-08
0	2	4	4.98E-08
0	2	5	3.27E-08
0	3	0	1.24E-07
0	3	1	1.10E-07
0	3	2	8.15E-08
0	3	3	5.63E-08
0	3	4	3.89E-08
0	3	5	2.74E-08
0	4	0	6.45E-08
0	4	1	5.99E-08
0	4	2	4.98E-08
0	4	3	3.89E-08
0	4	4	2.93E-08
0	4	5	2.22E-08
0	5	0	3.87E-08
0	5	1	3.70E-08
0	5	2	3.27E-08
0	5	3	2.74E-08
0	5	4	2.22E-08
0	5	5	1.76E-08
1	0	0	3.68E-03
1	0	1	2.18E-04
1	0	2	2.51E-07
1	0	3	1.10E-07
1	0	4	5.99E-08
1	0	5	3.70E-08
1	1	0	2.18E-04
1	1	1	1.48E-05
1	1	2	2.02E-07
1	1	3	9.86E-08
1	1	4	5.61E-08
1	1	5	3.54E-08
1	2	0	2.51E-07
1	2	1	2.02E-07
1	2	2	1.25E-07
1	2	3	7.48E-08
1	2	4	4.72E-08
1	2	5	3.15E-08
1	3	0	1.10E-07
1	3	1	9.86E-08
1	3	2	7.48E-08
1	3	3	5.28E-08
1	3	4	3.71E-08
1	3	5	2.65E-08
1	4	0	5.99E-08
1	4	1	5.61E-08
1	4	2	4.72E-08
1	4	3	3.71E-08
1	4	4	2.84E-08
1	4	5	2.15E-08
1	5	0	3.70E-08
1	5	1	3.54E-08
1	5	2	3.15E-08
1	5	3	2.65E-08
1	5	4	2.15E-08
1	5	5	1.72E-08
2	0	0	3.29E-07
2	0	1	2.51E-07
2	0	2	1.43E-07
2	0	3	8.15E-08
2	0	4	4.98E-08
2	0	5	3.27E-08
2	1	0	2.51E-07
2	1	1	2.02E-07
2	1	2	1.25E-07
2	1	3	7.48E-08
2	1	4	4.72E-08
2	1	5	3.15E-08
2	2	0	1.43E-07
2	2	1	1.25E-07
2	2	2	8.96E-08
2	2	3	6.02E-08
2	2	4	4.06E-08
2	2	5	2.85E-08
2	3	0	8.15E-08
2	3	1	7.48E-08
2	3	2	6.02E-08
2	3	3	4.47E-08
2	3	4	3.27E-08
2	3	5	2.41E-08
2	4	0	4.98E-08
2	4	1	4.72E-08
2	4	2	4.06E-08
2	4	3	3.27E-08
2	4	4	2.57E-08
2	4	5	1.99E-08
2	5	0	3.27E-08
2	5	1	3.15E-08
2	5	2	2.85E-08
2	5	3	2.41E-08
2	5	4	1.99E-08
2	5	5	1.62E-08
3	0	0	1.24E-07
3	0	1	1.10E-07
3	0	2	8.15E-08
3	0	3	5.63E-08
3	0	4	3.89E-08
3	0	5	2.74E-08
3	1	0	1.10E-07
3	1	1	9.86E-08
3	1	2	7.48E-08
3	1	3	5.28E-08
3	1	4	3.71E-08
3	1	5	2.65E-08
3	2	0	8.15E-08
3	2	1	7.48E-08
3	2	2	6.02E-08
3	2	3	4.47E-08
3	2	4	3.27E-08
3	2	5	2.41E-08
3	3	0	5.63E-08
3	3	1	5.28E-08
3	3	2	4.47E-08
3	3	3	3.59E-08
3	3	4	2.73E-08
3	3	5	2.09E-08
3	4	0	3.89E-08
3	4	1	3.71E-08
3	4	2	3.27E-08
3	4	3	2.73E-08
3	4	4	2.21E-08
3	4	5	1.76E-08
3	5	0	2.74E-08
3	5	1	2.65E-08
3	5	2	2.41E-08
3	5	3	2.09E-08
3	5	4	1.76E-08
3	5	5	1.45E-08
4	0	0	6.45E-08
4	0	1	5.99E-08
4	0	2	4.98E-08
4	0	3	3.89E-08
4	0	4	2.93E-08
4	0	5	2.22E-08
4	1	0	5.99E-08
4	1	1	5.61E-08
4	1	2	4.72E-08
4	1	3	3.71E-08
4	1	4	2.84E-08
4	1	5	2.15E-08
4	2	0	4.98E-08
4	2	1	4.72E-08
4	2	2	4.06E-08
4	2	3	3.27E-08
4	2	4	2.57E-08
4	2	5	1.99E-08
4	3	0	3.89E-08
4	3	1	3.71E-08
4	3	2	3.27E-08
4	3	3	2.73E-08
4	3	4	2.21E-08
4	3	5	1.76E-08
4	4	0	2.93E-08
4	4	1	2.84E-08
4	4	2	2.57E-08
4	4	3	2.21E-08
4	4	4	1.83E-08
4	4	5	1.52E-08
4	5	0	2.22E-08
4	5	1	2.15E-08
4	5	2	1.99E-08
4	5	3	1.76E-08
4	5	4	1.52E-08
4	5	5	1.27E-08
5	0	0	3.87E-08
5	0	1	3.70E-08
5	0	2	3.27E-08
5	0	3	2.74E-08
5	0	4	2.22E-08
5	0	5	1.76E-08
5	1	0	3.70E-08
5	1	1	3.54E-08
5	1	2	3.15E-08
5	1	3	2.65E-08
5	1	4	2.15E-08
5	1	5	1.72E-08
5	2	0	3.27E-08
5	2	1	3.15E-08
5	2	2	2.85E-08
5	2	3	2.41E-08
5	2	4	1.99E-08
5	2	5	1.62E-08
5	3	0	2.74E-08
5	3	1	2.65E-08
5	3	2	2.41E-08
5	3	3	2.09E-08
5	3	4	1.76E-08
5	3	5	1.45E-08
5	4	0	2.22E-08
5	4	1	2.15E-08
5	4	2	1.99E-08
5	4	3	1.76E-08
5	4	4	1.52E-08
5	4	5	1.27E-08
5	5	0	1.76E-08
5	5	1	1.72E-08
5	5	2	1.62E-08
5	5	3	1.45E-08
