Sm153 - 5mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	1.50E-01
0	0	1	2.58E-03
0	0	2	9.37E-05
0	0	3	3.43E-05
0	0	4	1.61E-05
0	0	5	8.73E-06
0	1	0	2.58E-03
0	1	1	2.66E-04
0	1	2	7.18E-05
0	1	3	3.00E-05
0	1	4	1.48E-05
0	1	5	8.23E-06
0	2	0	9.37E-05
0	2	1	7.18E-05
0	2	2	3.99E-05
0	2	3	2.13E-05
0	2	4	1.19E-05
0	2	5	7.03E-06
0	3	0	3.43E-05
0	3	1	3.00E-05
0	3	2	2.13E-05
0	3	3	1.37E-05
0	3	4	8.69E-06
0	3	5	5.59E-06
0	4	0	1.61E-05
0	4	1	1.48E-05
0	4	2	1.19E-05
0	4	3	8.69E-06
0	4	4	6.10E-06
0	4	5	4.26E-06
0	5	0	8.73E-06
0	5	1	8.23E-06
0	5	2	7.03E-06
0	5	3	5.59E-06
0	5	4	4.26E-06
0	5	5	3.19E-06
1	0	0	2.58E-03
1	0	1	2.66E-04
1	0	2	7.18E-05
1	0	3	3.00E-05
1	0	4	1.48E-05
1	0	5	8.23E-06
1	1	0	2.66E-04
1	1	1	1.37E-04
1	1	2	5.74E-05
1	1	3	2.65E-05
1	1	4	1.37E-05
1	1	5	7.79E-06
1	2	0	7.18E-05
1	2	1	5.74E-05
1	2	2	3.44E-05
1	2	3	1.93E-05
1	2	4	1.11E-05
1	2	5	6.71E-06
1	3	0	3.00E-05
1	3	1	2.65E-05
1	3	2	1.93E-05
1	3	3	1.27E-05
1	3	4	8.22E-06
1	3	5	5.39E-06
1	4	0	1.48E-05
1	4	1	1.37E-05
1	4	2	1.11E-05
1	4	3	8.22E-06
1	4	4	5.85E-06
1	4	5	4.11E-06
1	5	0	8.23E-06
1	5	1	7.79E-06
1	5	2	6.71E-06
1	5	3	5.39E-06
1	5	4	4.11E-06
1	5	5	3.09E-06
2	0	0	9.37E-05
2	0	1	7.18E-05
2	0	2	3.99E-05
2	0	3	2.13E-05
