I131 - 2.21mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.10E+00
0	0	1	9.25E-02
0	0	2	8.57E-04
0	0	3	3.73E-04
0	0	4	2.09E-04
0	0	5	1.32E-04
0	1	0	9.25E-02
0	1	1	8.04E-03
0	1	2	6.81E-04
0	1	3	3.36E-04
0	1	4	1.97E-04
0	1	5	1.27E-04
0	2	0	8.57E-04
0	2	1	6.81E-04
0	2	2	4.22E-04
0	2	3	2.58E-04
0	2	4	1.66E-04
0	2	5	1.15E-04
0	3	0	3.73E-04
0	3	1	3.36E-04
0	3	2	2.58E-04
0	3	3	1.85E-04
0	3	4	1.33E-04
0	3	5	9.73E-05
0	4	0	2.09E-04
0	4	1	1.97E-04
0	4	2	1.66E-04
0	4	3	1.33E-04
0	4	4	1.03E-04
0	4	5	8.08E-05
0	5	0	1.32E-04
0	5	1	1.27E-04
0	5	2	1.15E-04
0	5	3	9.73E-05
0	5	4	8.08E-05
0	5	5	6.63E-05
1	0	0	9.25E-02
1	0	1	8.04E-03
1	0	2	6.81E-04
1	0	3	3.36E-04
1	0	4	1.97E-04
1	0	5	1.27E-04
1	1	0	8.04E-03
1	1	1	1.70E-03
1	1	2	5.68E-04
1	1	3	3.05E-04
1	1	4	1.85E-04
1	1	5	1.23E-04
1	2	0	6.81E-04
1	2	1	5.68E-04
1	2	2	3.73E-04
1	2	3	2.38E-04
1	2	4	1.59E-04
1	2	5	1.11E-04
1	3	0	3.36E-04
1	3	1	3.05E-04
1	3	2	2.38E-04
1	3	3	1.75E-04
1	3	4	1.27E-04
1	3	5	9.48E-05
1	4	0	1.97E-04
1	4	1	1.85E-04
1	4	2	1.59E-04
1	4	3	1.27E-04
1	4	4	9.99E-05
1	4	5	7.93E-05
1	5	0	1.27E-04
1	5	1	1.23E-04
1	5	2	1.11E-04
1	5	3	9.48E-05
1	5	4	7.93E-05
1	5	5	6.45E-05
2	0	0	8.57E-04
2	0	1	6.81E-04
2	0	2	4.22E-04
2	0	3	2.58E-04
2	0	4	1.66E-04
2	0	5	1.15E-04
2	1	0	6.81E-04
2	1	1	5.68E-04
2	1	2	3.73E-04
2	1	3	2.38E-04
2	1	4	1.59E-04
2	1	5	1.11E-04
2	2	0	4.22E-04
2	2	1	3.73E-04
2	2	2	2.78E-04
2	2	3	1.96E-04
2	2	4	1.38E-04
2	2	5	1.01E-04
2	3	0	2.58E-04
2	3	1	2.38E-04
2	3	2	1.96E-04
2	3	3	1.52E-04
2	3	4	1.15E-04
2	3	5	8.69E-05
2	4	0	1.66E-04
2	4	1	1.59E-04
2	4	2	1.38E-04
2	4	3	1.15E-04
2	4	4	9.19E-05
2	4	5	7.38E-05
2	5	0	1.15E-04
2	5	1	1.11E-04
2	5	2	1.01E-04
2	5	3	8.69E-05
2	5	4	7.38E-05
2	5	5	6.12E-05
3	0	0	3.73E-04
3	0	1	3.36E-04
3	0	2	2.58E-04
3	0	3	1.85E-04
3	0	4	1.33E-04
3	0	5	9.73E-05
3	1	0	3.36E-04
3	1	1	3.05E-04
3	1	2	2.38E-04
3	1	3	1.75E-04
3	1	4	1.27E-04
3	1	5	9.48E-05
3	2	0	2.58E-04
3	2	1	2.38E-04
3	2	2	1.96E-04
3	2	3	1.52E-04
3	2	4	1.15E-04
3	2	5	8.69E-05
3	3	0	1.85E-04
3	3	1	1.75E-04
3	3	2	1.52E-04
3	3	3	1.23E-04
3	3	4	9.80E-05
3	3	5	7.73E-05
3	4	0	1.33E-04
3	4	1	1.27E-04
3	4	2	1.15E-04
3	4	3	9.80E-05
3	4	4	8.07E-05
3	4	5	6.64E-05
3	5	0	9.73E-05
3	5	1	9.48E-05
3	5	2	8.69E-05
3	5	3	7.73E-05
3	5	4	6.64E-05
3	5	5	5.62E-05
4	0	0	2.09E-04
4	0	1	1.97E-04
4	0	2	1.66E-04
