Re186 - 3.59mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	4.99E-01
0	0	1	1.72E-02
0	0	2	3.29E-05
0	0	3	1.45E-05
0	0	4	8.12E-06
0	0	5	5.14E-06
0	1	0	1.72E-02
0	1	1	9.33E-04
0	1	2	2.63E-05
0	1	3	1.31E-05
0	1	4	7.65E-06
0	1	5	4.93E-06
0	2	0	3.29E-05
0	2	1	2.63E-05
0	2	2	1.64E-05
0	2	3	1.00E-05
0	2	4	6.46E-06
0	2	5	4.40E-06
0	3	0	1.45E-05
0	3	1	1.31E-05
0	3	2	1.00E-05
0	3	3	7.23E-06
0	3	4	5.14E-06
0	3	5	3.71E-06
0	4	0	8.12E-06
0	4	1	7.65E-06
0	4	2	6.46E-06
0	4	3	5.14E-06
0	4	4	3.97E-06
0	4	5	3.04E-06
0	5	0	5.14E-06
0	5	1	4.93E-06
0	5	2	4.40E-06
0	5	3	3.71E-06
0	5	4	3.04E-06
0	5	5	2.44E-06
1	0	0	1.72E-02
1	0	1	9.33E-04
1	0	2	2.63E-05
1	0	3	1.31E-05
1	0	4	7.65E-06
1	0	5	4.93E-06
1	1	0	9.33E-04
1	1	1	9.58E-05
1	1	2	2.19E-05
1	1	3	1.19E-05
1	1	4	7.22E-06
1	1	5	4.74E-06
1	2	0	2.63E-05
1	2	1	2.19E-05
1	2	2	1.46E-05
1	2	3	9.32E-06
1	2	4	6.16E-06
1	2	5	4.25E-06
1	3	0	1.31E-05
1	3	1	1.19E-05
1	3	2	9.32E-06
1	3	3	6.83E-06
1	3	4	4.93E-06
1	3	5	3.60E-06
1	4	0	7.65E-06
1	4	1	7.22E-06
1	4	2	6.16E-06
1	4	3	4.93E-06
1	4	4	3.83E-06
1	4	5	2.95E-06
1	5	0	4.93E-06
1	5	1	4.74E-06
1	5	2	4.25E-06
1	5	3	3.60E-06
1	5	4	2.95E-06
1	5	5	2.39E-06
2	0	0	3.29E-05
2	0	1	2.63E-05
2	0	2	1.64E-05
2	0	3	1.00E-05
2	0	4	6.46E-06
2	0	5	4.40E-06
2	1	0	2.63E-05
2	1	1	2.19E-05
2	1	2	1.46E-05
2	1	3	9.32E-06
2	1	4	6.16E-06
2	1	5	4.25E-06
2	2	0	1.64E-05
2	2	1	1.46E-05
2	2	2	1.09E-05
2	2	3	7.66E-06
2	2	4	5.36E-06
2	2	5	3.84E-06
2	3	0	1.00E-05
2	3	1	9.32E-06
2	3	2	7.66E-06
2	3	3	5.86E-06
2	3	4	4.39E-06
2	3	5	3.29E-06
2	4	0	6.46E-06
2	4	1	6.16E-06
2	4	2	5.36E-06
2	4	3	4.39E-06
2	4	4	3.49E-06
2	4	5	2.74E-06
2	5	0	4.40E-06
2	5	1	4.25E-06
2	5	2	3.84E-06
2	5	3	3.29E-06
2	5	4	2.74E-06
2	5	5	2.24E-06
3	0	0	1.45E-05
3	0	1	1.31E-05
3	0	2	1.00E-05
3	0	3	7.23E-06
3	0	4	5.14E-06
3	0	5	3.71E-06
3	1	0	1.31E-05
3	1	1	1.19E-05
3	1	2	9.32E-06
3	1	3	6.83E-06
3	1	4	4.93E-06
3	1	5	3.60E-06
3	2	0	1.00E-05
3	2	1	9.32E-06
3	2	2	7.66E-06
3	2	3	5.86E-06
3	2	4	4.39E-06
3	2	5	3.29E-06
3	3	0	7.23E-06
3	3	1	6.83E-06
3	3	2	5.86E-06
3	3	3	4.75E-06
3	3	4	3.71E-06
3	3	5	2.88E-06
3	4	0	5.14E-06
3	4	1	4.93E-06
3	4	2	4.39E-06
3	4	3	3.71E-06
3	4	4	3.04E-06
3	4	5	2.44E-06
3	5	0	3.71E-06
3	5	1	3.60E-06
3	5	2	3.29E-06
3	5	3	2.88E-06
3	5	4	2.44E-06
3	5	5	2.02E-06
4	0	0	8.12E-06
4	0	1	7.65E-06
4	0	2	6.46E-06
4	0	3	5.14E-06
4	0	4	3.97E-06
4	0	5	3.04E-06
4	1	0	7.65E-06
4	1	1	7.22E-06
4	1	2	6.16E-06
4	1	3	4.93E-06
4	1	4	3.83E-06
4	1	5	2.95E-06
4	2	0	6.46E-06
4	2	1	6.16E-06
4	2	2	5.36E-06
4	2	3	4.39E-06
4	2	4	3.49E-06
4	2	5	2.74E-06
4	3	0	5.14E-06
4	3	1	4.93E-06
4	3	2	4.39E-06
4	3	3	3.71E-06
4	3	4	3.04E-06
4	3	5	2.44E-06
4	4	0	3.97E-06
4	4	1	3.83E-06
4	4	2	3.49E-06
4	4	3	3.04E-06
4	4	4	2.55E-06
4	4	5	2.12E-06
4	5	0	3.04E-06
4	5	1	2.95E-06
4	5	2	2.74E-06
4	5	3	2.44E-06
4	5	4	2.12E-06
4	5	5	1.79E-06
5	0	0	5.14E-06
5	0	1	4.93E-06
5	0	2	4.40E-06
5	0	3	3.71E-06
5	0	4	3.04E-06
5	0	5	2.44E-06
5	1	0	4.93E-06
5	1	1	4.74E-06
5	1	2	4.25E-06
5	1	3	3.60E-06
5	1	4	2.95E-06
5	1	5	2.39E-06
5	2	0	4.40E-06
5	2	1	4.25E-06
5	2	2	3.84E-06
5	2	3	3.29E-06
5	2	4	2.74E-06
5	2	5	2.24E-06
5	3	0	3.71E-06
5	3	1	3.60E-06
5	3	2	3.29E-06
5	3	3	2.88E-06
5	3	4	2.44E-06
5	3	5	2.02E-06
5	4	0	3.04E-06
5	4	1	2.95E-06
5	4	2	2.74E-06
5	4	3	2.44E-06
5	4	4	2.12E-06
5	4	5	1.79E-06
5	5	0	2.44E-06
5	5	1	2.39E-06
5	5	2	2.24E-06
5	5	3	2.02E-06
5	5	4	1.79E-06
5	5	5	1.54E-06
