Y90 - 3.9mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	7.57E-01
0	0	1	7.47E-02
0	0	2	8.75E-05
0	0	3	2.80E-06
0	0	4	1.40E-06
0	0	5	8.32E-07
0	1	0	7.47E-02
0	1	1	1.15E-02
0	1	2	1.96E-05
0	1	3	2.46E-06
0	1	4	1.30E-06
0	1	5	7.91E-07
0	2	0	8.75E-05
0	2	1	1.96E-05
0	2	2	3.25E-06
0	2	3	1.79E-06
0	2	4	1.08E-06
0	2	5	6.98E-07
0	3	0	2.80E-06
0	3	1	2.46E-06
0	3	2	1.79E-06
0	3	3	1.22E-06
0	3	4	8.29E-07
0	3	5	5.78E-07
0	4	0	1.40E-06
0	4	1	1.30E-06
0	4	2	1.08E-06
0	4	3	8.29E-07
0	4	4	6.21E-07
0	4	5	4.64E-07
0	5	0	8.32E-07
0	5	1	7.91E-07
0	5	2	6.98E-07
0	5	3	5.78E-07
0	5	4	4.64E-07
0	5	5	3.70E-07
1	0	0	7.47E-02
1	0	1	1.15E-02
1	0	2	1.96E-05
1	0	3	2.46E-06
1	0	4	1.30E-06
1	0	5	7.91E-07
1	1	0	1.15E-02
1	1	1	2.05E-03
1	1	2	6.97E-06
1	1	3	2.20E-06
1	1	4	1.22E-06
1	1	5	7.58E-07
1	2	0	1.96E-05
1	2	1	6.97E-06
1	2	2	2.81E-06
1	2	3	1.64E-06
1	2	4	1.02E-06
1	2	5	6.69E-07
1	3	0	2.46E-06
1	3	1	2.20E-06
1	3	2	1.64E-06
1	3	3	1.15E-06
1	3	4	7.91E-07
1	3	5	5.60E-07
1	4	0	1.30E-06
1	4	1	1.22E-06
1	4	2	1.02E-06
1	4	3	7.91E-07
1	4	4	6.00E-07
1	4	5	4.53E-07
1	5	0	7.91E-07
1	5	1	7.58E-07
1	5	2	6.69E-07
1	5	3	5.60E-07
1	5	4	4.53E-07
1	5	5	3.61E-07
2	0	0	8.75E-05
2	0	1	1.96E-05
2	0	2	3.25E-06
2	0	3	1.79E-06
2	0	4	1.08E-06
2	0	5	6.98E-07
2	1	0	1.96E-05
2	1	1	6.97E-06
2	1	2	2.81E-06
2	1	3	1.64E-06
2	1	4	1.02E-06
2	1	5	6.69E-07
2	2	0	3.25E-06
2	2	1	2.81E-06
2	2	2	1.98E-06
2	2	3	1.31E-06
2	2	4	8.71E-07
2	2	5	6.00E-07
2	3	0	1.79E-06
2	3	1	1.64E-06
2	3	2	1.31E-06
2	3	3	9.65E-07
2	3	4	6.97E-07
2	3	5	5.08E-07
2	4	0	1.08E-06
2	4	1	1.02E-06
2	4	2	8.71E-07
2	4	3	6.97E-07
2	4	4	5.42E-07
2	4	5	4.19E-07
2	5	0	6.98E-07
2	5	1	6.69E-07
2	5	2	6.00E-07
2	5	3	5.08E-07
2	5	4	4.19E-07
2	5	5	3.38E-07
3	0	0	2.80E-06
3	0	1	2.46E-06
3	0	2	1.79E-06
3	0	3	1.22E-06
3	0	4	8.29E-07
3	0	5	5.78E-07
3	1	0	2.46E-06
3	1	1	2.20E-06
3	1	2	1.64E-06
3	1	3	1.15E-06
3	1	4	7.91E-07
3	1	5	5.60E-07
3	2	0	1.79E-06
3	2	1	1.64E-06
3	2	2	1.31E-06
3	2	3	9.65E-07
3	2	4	6.97E-07
3	2	5	5.08E-07
3	3	0	1.22E-06
3	3	1	1.15E-06
3	3	2	9.65E-07
3	3	3	7.57E-07
3	3	4	5.80E-07
3	3	5	4.41E-07
3	4	0	8.29E-07
3	4	1	7.91E-07
3	4	2	6.97E-07
3	4	3	5.80E-07
3	4	4	4.67E-07
3	4	5	3.71E-07
3	5	0	5.78E-07
3	5	1	5.60E-07
3	5	2	5.08E-07
3	5	3	4.41E-07
3	5	4	3.71E-07
3	5	5	3.06E-07
4	0	0	1.40E-06
4	0	1	1.30E-06
4	0	2	1.08E-06
4	0	3	8.29E-07
4	0	4	6.21E-07
4	0	5	4.64E-07
4	1	0	1.30E-06
4	1	1	1.22E-06
4	1	2	1.02E-06
4	1	3	7.91E-07
4	1	4	6.00E-07
4	1	5	4.53E-07
