I131 - 2.21mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	1.33E+00
0	0	1	3.59E-02
0	0	2	8.73E-04
0	0	3	3.74E-04
0	0	4	2.08E-04
0	0	5	1.32E-04
0	1	0	3.59E-02
0	1	1	3.10E-03
0	1	2	6.92E-04
0	1	3	3.37E-04
0	1	4	1.96E-04
0	1	5	1.28E-04
0	2	0	8.73E-04
0	2	1	6.92E-04
0	2	2	4.25E-04
0	2	3	2.57E-04
0	2	4	1.66E-04
0	2	5	1.14E-04
0	3	0	3.74E-04
0	3	1	3.37E-04
0	3	2	2.57E-04
0	3	3	1.85E-04
0	3	4	1.33E-04
0	3	5	9.79E-05
0	4	0	2.08E-04
0	4	1	1.96E-04
0	4	2	1.66E-04
0	4	3	1.33E-04
0	4	4	1.03E-04
0	4	5	8.04E-05
0	5	0	1.32E-04
0	5	1	1.28E-04
0	5	2	1.14E-04
0	5	3	9.79E-05
0	5	4	8.04E-05
0	5	5	6.66E-05
1	0	0	3.59E-02
1	0	1	3.10E-03
1	0	2	6.92E-04
1	0	3	3.37E-04
1	0	4	1.96E-04
1	0	5	1.28E-04
1	1	0	3.10E-03
1	1	1	1.26E-03
1	1	2	5.73E-04
1	1	3	3.06E-04
1	1	4	1.85E-04
1	1	5	1.23E-04
1	2	0	6.92E-04
1	2	1	5.73E-04
1	2	2	3.78E-04
1	2	3	2.39E-04
1	2	4	1.59E-04
1	2	5	1.11E-04
1	3	0	3.37E-04
1	3	1	3.06E-04
1	3	2	2.39E-04
1	3	3	1.76E-04
1	3	4	1.28E-04
1	3	5	9.46E-05
1	4	0	1.96E-04
1	4	1	1.85E-04
1	4	2	1.59E-04
1	4	3	1.28E-04
1	4	4	9.99E-05
1	4	5	7.87E-05
1	5	0	1.28E-04
1	5	1	1.23E-04
1	5	2	1.11E-04
1	5	3	9.46E-05
1	5	4	7.87E-05
1	5	5	6.47E-05
2	0	0	8.73E-04
2	0	1	6.92E-04
2	0	2	4.25E-04
2	0	3	2.57E-04
2	0	4	1.66E-04
2	0	5	1.14E-04
2	1	0	6.92E-04
2	1	1	5.73E-04
2	1	2	3.78E-04
2	1	3	2.39E-04
2	1	4	1.59E-04
2	1	5	1.11E-04
2	2	0	4.25E-04
2	2	1	3.78E-04
2	2	2	2.80E-04
2	2	3	1.96E-04
2	2	4	1.39E-04
2	2	5	1.00E-04
2	3	0	2.57E-04
2	3	1	2.39E-04
2	3	2	1.96E-04
2	3	3	1.51E-04
2	3	4	1.14E-04
2	3	5	8.71E-05
2	4	0	1.66E-04
2	4	1	1.59E-04
2	4	2	1.39E-04
2	4	3	1.14E-04
2	4	4	9.19E-05
2	4	5	7.35E-05
2	5	0	1.14E-04
2	5	1	1.11E-04
2	5	2	1.00E-04
2	5	3	8.71E-05
2	5	4	7.35E-05
2	5	5	6.09E-05
3	0	0	3.74E-04
3	0	1	3.37E-04
3	0	2	2.57E-04
3	0	3	1.85E-04
3	0	4	1.33E-04
3	0	5	9.79E-05
3	1	0	3.37E-04
3	1	1	3.06E-04
3	1	2	2.39E-04
3	1	3	1.76E-04
3	1	4	1.28E-04
3	1	5	9.46E-05
3	2	0	2.57E-04
3	2	1	2.39E-04
3	2	2	1.96E-04
3	2	3	1.51E-04
3	2	4	1.14E-04
3	2	5	8.71E-05
3	3	0	1.85E-04
3	3	1	1.76E-04
3	3	2	1.51E-04
3	3	3	1.22E-04
3	3	4	9.73E-05
3	3	5	7.69E-05
3	4	0	1.33E-04
3	4	1	1.28E-04
3	4	2	1.14E-04
3	4	3	9.73E-05
3	4	4	8.02E-05
3	4	5	6.60E-05
3	5	0	9.79E-05
3	5	1	9.46E-05
3	5	2	8.71E-05
3	5	3	7.69E-05
3	5	4	6.60E-05
3	5	5	5.56E-05
4	0	0	2.08E-04
4	0	1	1.96E-04
4	0	2	1.66E-04
4	0	3	1.33E-04
4	0	4	1.03E-04
4	0	5	8.04E-05
4	1	0	1.96E-04
4	1	1	1.85E-04
4	1	2	1.59E-04
4	1	3	1.28E-04
4	1	4	9.99E-05
4	1	5	7.87E-05
4	2	0	1.66E-04
4	2	1	1.59E-04
4	2	2	1.39E-04
4	2	3	1.14E-04
4	2	4	9.19E-05
4	2	5	7.35E-05
4	3	0	1.33E-04
4	3	1	1.28E-04
4	3	2	1.14E-04
4	3	3	9.73E-05
4	3	4	8.02E-05
4	3	5	6.60E-05
4	4	0	1.03E-04
4	4	1	9.99E-05
4	4	2	9.19E-05
4	4	3	8.02E-05
4	4	4	6.82E-05
4	4	5	5.79E-05
4	5	0	8.04E-05
4	5	1	7.87E-05
4	5	2	7.35E-05
4	5	3	6.60E-05
4	5	4	5.79E-05
4	5	5	5.00E-05
5	0	0	1.32E-04
5	0	1	1.28E-04
5	0	2	1.14E-04
5	0	3	9.79E-05
5	0	4	8.04E-05
5	0	5	6.66E-05
5	1	0	1.28E-04
5	1	1	1.23E-04
5	1	2	1.11E-04
5	1	3	9.46E-05
5	1	4	7.87E-05
5	1	5	6.47E-05
5	2	0	1.14E-04
5	2	1	1.11E-04
5	2	2	1.00E-04
5	2	3	8.71E-05
5	2	4	7.35E-05
5	2	5	6.09E-05
5	3	0	9.79E-05
5	3	1	9.46E-05
5	3	2	8.71E-05
5	3	3	7.69E-05
5	3	4	6.60E-05
5	3	5	5.56E-05
5	4	0	8.04E-05
5	4	1	7.87E-05
5	4	2	7.35E-05
5	4	3	6.60E-05
5	4	4	5.79E-05
5	4	5	5.00E-05
5	5	0	6.66E-05
5	5	1	6.47E-05
5	5	2	6.09E-05
5	5	3	5.56E-05
5	5	4	5.00E-05
5	5	5	4.39E-05
