Lu177 - 3.9mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	3.25E-01
0	0	1	5.49E-03
0	0	2	2.41E-05
0	0	3	1.07E-05
0	0	4	6.11E-06
0	0	5	3.97E-06
0	1	0	5.49E-03
0	1	1	1.97E-04
0	1	2	1.93E-05
0	1	3	9.69E-06
0	1	4	5.78E-06
0	1	5	3.84E-06
0	2	0	2.41E-05
0	2	1	1.93E-05
0	2	2	1.20E-05
0	2	3	7.49E-06
0	2	4	4.95E-06
0	2	5	3.46E-06
0	3	0	1.07E-05
0	3	1	9.69E-06
0	3	2	7.49E-06
0	3	3	5.49E-06
0	3	4	4.00E-06
0	3	5	2.97E-06
0	4	0	6.11E-06
0	4	1	5.78E-06
0	4	2	4.95E-06
0	4	3	4.00E-06
0	4	4	3.15E-06
0	4	5	2.49E-06
0	5	0	3.97E-06
0	5	1	3.84E-06
0	5	2	3.46E-06
0	5	3	2.97E-06
0	5	4	2.49E-06
0	5	5	2.08E-06
1	0	0	5.49E-03
1	0	1	1.97E-04
1	0	2	1.93E-05
1	0	3	9.69E-06
1	0	4	5.78E-06
1	0	5	3.84E-06
1	1	0	1.97E-04
1	1	1	3.81E-05
1	1	2	1.60E-05
1	1	3	8.84E-06
1	1	4	5.47E-06
1	1	5	3.70E-06
1	2	0	1.93E-05
1	2	1	1.60E-05
1	2	2	1.07E-05
1	2	3	6.96E-06
1	2	4	4.71E-06
1	2	5	3.35E-06
1	3	0	9.69E-06
1	3	1	8.84E-06
1	3	2	6.96E-06
1	3	3	5.19E-06
1	3	4	3.85E-06
1	3	5	2.89E-06
1	4	0	5.78E-06
1	4	1	5.47E-06
1	4	2	4.71E-06
1	4	3	3.85E-06
1	4	4	3.06E-06
1	4	5	2.44E-06
1	5	0	3.84E-06
1	5	1	3.70E-06
1	5	2	3.35E-06
1	5	3	2.89E-06
1	5	4	2.44E-06
1	5	5	2.02E-06
2	0	0	2.41E-05
2	0	1	1.93E-05
2	0	2	1.20E-05
2	0	3	7.49E-06
2	0	4	4.95E-06
2	0	5	3.46E-06
2	1	0	1.93E-05
2	1	1	1.60E-05
2	1	2	1.07E-05
2	1	3	6.96E-06
2	1	4	4.71E-06
2	1	5	3.35E-06
2	2	0	1.20E-05
2	2	1	1.07E-05
2	2	2	8.05E-06
2	2	3	5.78E-06
2	2	4	4.16E-06
2	2	5	3.06E-06
2	3	0	7.49E-06
2	3	1	6.96E-06
2	3	2	5.78E-06
2	3	3	4.51E-06
2	3	4	3.47E-06
2	3	5	2.69E-06
2	4	0	4.95E-06
2	4	1	4.71E-06
2	4	2	4.16E-06
2	4	3	3.47E-06
2	4	4	2.81E-06
2	4	5	2.28E-06
2	5	0	3.46E-06
2	5	1	3.35E-06
2	5	2	3.06E-06
2	5	3	2.69E-06
2	5	4	2.28E-06
2	5	5	1.92E-06
3	0	0	1.07E-05
3	0	1	9.69E-06
3	0	2	7.49E-06
3	0	3	5.49E-06
3	0	4	4.00E-06
3	0	5	2.97E-06
3	1	0	9.69E-06
3	1	1	8.84E-06
3	1	2	6.96E-06
3	1	3	5.19E-06
3	1	4	3.85E-06
3	1	5	2.89E-06
3	2	0	7.49E-06
3	2	1	6.96E-06
3	2	2	5.78E-06
3	2	3	4.51E-06
3	2	4	3.47E-06
3	2	5	2.69E-06
3	3	0	5.49E-06
3	3	1	5.19E-06
3	3	2	4.51E-06
3	3	3	3.67E-06
3	3	4	2.98E-06
3	3	5	2.38E-06
3	4	0	4.00E-06
3	4	1	3.85E-06
3	4	2	3.47E-06
3	4	3	2.98E-06
3	4	4	2.49E-06
3	4	5	2.06E-06
3	5	0	2.97E-06
3	5	1	2.89E-06
3	5	2	2.69E-06
3	5	3	2.38E-06
3	5	4	2.06E-06
3	5	5	1.76E-06
4	0	0	6.11E-06
4	0	1	5.78E-06
4	0	2	4.95E-06
4	0	3	4.00E-06
4	0	4	3.15E-06
4	0	5	2.49E-06
4	1	0	5.78E-06
4	1	1	5.47E-06
4	1	2	4.71E-06
4	1	3	3.85E-06
4	1	4	3.06E-06
4	1	5	2.44E-06
4	2	0	4.95E-06
4	2	1	4.71E-06
4	2	2	4.16E-06
4	2	3	3.47E-06
4	2	4	2.81E-06
4	2	5	2.28E-06
4	3	0	4.00E-06
4	3	1	3.85E-06
4	3	2	3.47E-06
4	3	3	2.98E-06
4	3	4	2.49E-06
4	3	5	2.06E-06
4	4	0	3.15E-06
4	4	1	3.06E-06
4	4	2	2.81E-06
4	4	3	2.49E-06
4	4	4	2.14E-06
4	4	5	1.82E-06
4	5	0	2.49E-06
4	5	1	2.44E-06
4	5	2	2.28E-06
4	5	3	2.06E-06
4	5	4	1.82E-06
4	5	5	1.58E-06
5	0	0	3.97E-06
5	0	1	3.84E-06
5	0	2	3.46E-06
5	0	3	2.97E-06
5	0	4	2.49E-06
5	0	5	2.08E-06
5	1	0	3.84E-06
5	1	1	3.70E-06
5	1	2	3.35E-06
5	1	3	2.89E-06
5	1	4	2.44E-06
5	1	5	2.02E-06
5	2	0	3.46E-06
5	2	1	3.35E-06
5	2	2	3.06E-06
5	2	3	2.69E-06
5	2	4	2.28E-06
5	2	5	1.92E-06
5	3	0	2.97E-06
5	3	1	2.89E-06
5	3	2	2.69E-06
5	3	3	2.38E-06
5	3	4	2.06E-06
5	3	5	1.76E-06
5	4	0	2.49E-06
5	4	1	2.44E-06
5	4	2	2.28E-06
5	4	3	2.06E-06
5	4	4	1.82E-06
5	4	5	1.58E-06
5	5	0	2.08E-06
5	5	1	2.02E-06
5	5	2	1.92E-06
5	5	3	1.76E-06
5	5	4	1.58E-06
5	5	5	1.41E-06
