Sr89 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
4	3	5	3.98E-08
4	4	0	7.02E-08
4	4	1	6.76E-08
4	4	2	6.06E-08
4	4	3	5.15E-08
4	4	4	4.21E-08
4	4	5	3.38E-08
4	5	0	5.15E-08
4	5	1	4.99E-08
4	5	2	4.58E-08
4	5	3	3.98E-08
4	5	4	3.38E-08
4	5	5	2.77E-08
5	0	0	9.55E-08
5	0	1	9.10E-08
5	0	2	7.95E-08
5	0	3	6.51E-08
5	0	4	5.15E-08
5	0	5	3.99E-08
5	1	0	9.10E-08
5	1	1	8.67E-08
5	1	2	7.62E-08
5	1	3	6.29E-08
5	1	4	4.99E-08
5	1	5	3.88E-08
5	2	0	7.95E-08
5	2	1	7.62E-08
5	2	2	6.77E-08
5	2	3	5.66E-08
5	2	4	4.58E-08
5	2	5	3.60E-08
5	3	0	6.51E-08
5	3	1	6.29E-08
5	3	2	5.66E-08
5	3	3	4.85E-08
5	3	4	3.98E-08
5	3	5	3.20E-08
5	4	0	5.15E-08
5	4	1	4.99E-08
5	4	2	4.58E-08
5	4	3	3.98E-08
5	4	4	3.38E-08
5	4	5	2.77E-08
5	5	0	3.99E-08
5	5	1	3.88E-08
5	5	2	3.60E-08
5	5	3	3.20E-08
5	5	4	2.77E-08
5	5	5	2.34E-08
