Sr89 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	1.32E-01
0	0	1	4.30E-03
0	0	2	9.17E-07
0	0	3	3.33E-07
0	0	4	1.65E-07
0	0	5	9.55E-08
0	1	0	4.30E-03
0	1	1	1.95E-04
0	1	2	6.94E-07
0	1	3	2.93E-07
0	1	4	1.53E-07
0	1	5	9.10E-08
0	2	0	9.17E-07
0	2	1	6.94E-07
0	2	2	3.85E-07
0	2	3	2.12E-07
0	2	4	1.26E-07
0	2	5	7.95E-08
0	3	0	3.33E-07
0	3	1	2.93E-07
0	3	2	2.12E-07
0	3	3	1.43E-07
0	3	4	9.56E-08
0	3	5	6.51E-08
0	4	0	1.65E-07
0	4	1	1.53E-07
0	4	2	1.26E-07
0	4	3	9.56E-08
0	4	4	7.02E-08
0	4	5	5.15E-08
0	5	0	9.55E-08
0	5	1	9.10E-08
0	5	2	7.95E-08
0	5	3	6.51E-08
0	5	4	5.15E-08
0	5	5	3.99E-08
1	0	0	4.30E-03
1	0	1	1.95E-04
1	0	2	6.94E-07
1	0	3	2.93E-07
1	0	4	1.53E-07
1	0	5	9.10E-08
1	1	0	1.95E-04
1	1	1	1.10E-05
1	1	2	5.52E-07
1	1	3	2.61E-07
1	1	4	1.43E-07
1	1	5	8.67E-08
1	2	0	6.94E-07
1	2	1	5.52E-07
1	2	2	3.34E-07
1	2	3	1.94E-07
1	2	4	1.18E-07
1	2	5	7.62E-08
1	3	0	2.93E-07
1	3	1	2.61E-07
1	3	2	1.94E-07
1	3	3	1.34E-07
1	3	4	9.07E-08
1	3	5	6.29E-08
1	4	0	1.53E-07
1	4	1	1.43E-07
1	4	2	1.18E-07
1	4	3	9.07E-08
1	4	4	6.76E-08
1	4	5	4.99E-08
1	5	0	9.10E-08
1	5	1	8.67E-08
1	5	2	7.62E-08
1	5	3	6.29E-08
1	5	4	4.99E-08
1	5	5	3.88E-08
2	0	0	9.17E-07
2	0	1	6.94E-07
2	0	2	3.85E-07
2	0	3	2.12E-07
2	0	4	1.26E-07
2	0	5	7.95E-08
2	1	0	6.94E-07
2	1	1	5.52E-07
2	1	2	3.34E-07
2	1	3	1.94E-07
2	1	4	1.18E-07
2	1	5	7.62E-08
2	2	0	3.85E-07
2	2	1	3.34E-07
2	2	2	2.35E-07
2	2	3	1.53E-07
2	2	4	1.00E-07
2	2	5	6.77E-08
2	3	0	2.12E-07
2	3	1	1.94E-07
2	3	2	1.53E-07
2	3	3	1.12E-07
2	3	4	7.94E-08
2	3	5	5.66E-08
2	4	0	1.26E-07
2	4	1	1.18E-07
2	4	2	1.00E-07
2	4	3	7.94E-08
2	4	4	6.06E-08
2	4	5	4.58E-08
2	5	0	7.95E-08
2	5	1	7.62E-08
2	5	2	6.77E-08
2	5	3	5.66E-08
2	5	4	4.58E-08
2	5	5	3.60E-08
3	0	0	3.33E-07
3	0	1	2.93E-07
3	0	2	2.12E-07
3	0	3	1.43E-07
3	0	4	9.56E-08
3	0	5	6.51E-08
3	1	0	2.93E-07
3	1	1	2.61E-07
3	1	2	1.94E-07
3	1	3	1.34E-07
3	1	4	9.07E-08
3	1	5	6.29E-08
3	2	0	2.12E-07
3	2	1	1.94E-07
3	2	2	1.53E-07
3	2	3	1.12E-07
3	2	4	7.94E-08
3	2	5	5.66E-08
3	3	0	1.43E-07
3	3	1	1.34E-07
3	3	2	1.12E-07
3	3	3	8.66E-08
3	3	4	6.49E-08
3	3	5	4.85E-08
3	4	0	9.56E-08
3	4	1	9.07E-08
3	4	2	7.94E-08
3	4	3	6.49E-08
3	4	4	5.15E-08
3	4	5	3.98E-08
3	5	0	6.51E-08
3	5	1	6.29E-08
3	5	2	5.66E-08
3	5	3	4.85E-08
3	5	4	3.98E-08
3	5	5	3.20E-08
4	0	0	1.65E-07
4	0	1	1.53E-07
4	0	2	1.26E-07
4	0	3	9.56E-08
4	0	4	7.02E-08
4	0	5	5.15E-08
4	1	0	1.53E-07
4	1	1	1.43E-07
4	1	2	1.18E-07
4	1	3	9.07E-08
4	1	4	6.76E-08
4	1	5	4.99E-08
4	2	0	1.26E-07
4	2	1	1.18E-07
4	2	2	1.00E-07
4	2	3	7.94E-08
4	2	4	6.06E-08
4	2	5	4.58E-08
4	3	0	9.56E-08
4	3	1	9.07E-08
4	3	2	7.94E-08
4	3	3	6.49E-08
4	3	4	5.15E-08
