Lu177 - 6mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	9.25E-02
0	0	1	1.04E-03
0	0	2	1.04E-05
0	0	3	4.71E-06
0	0	4	2.71E-06
0	0	5	1.78E-06
0	1	0	1.04E-03
0	1	1	3.94E-05
0	1	2	8.38E-06
0	1	3	4.25E-06
0	1	4	2.56E-06
0	1	5	1.71E-06
0	2	0	1.04E-05
0	2	1	8.38E-06
0	2	2	5.28E-06
0	2	3	3.30E-06
0	2	4	2.19E-06
0	2	5	1.54E-06
0	3	0	4.71E-06
0	3	1	4.25E-06
0	3	2	3.30E-06
0	3	3	2.43E-06
0	3	4	1.77E-06
0	3	5	1.33E-06
0	4	0	2.71E-06
0	4	1	2.56E-06
0	4	2	2.19E-06
0	4	3	1.77E-06
0	4	4	1.40E-06
0	4	5	1.11E-06
0	5	0	1.78E-06
0	5	1	1.71E-06
0	5	2	1.54E-06
0	5	3	1.33E-06
0	5	4	1.11E-06
0	5	5	9.14E-07
1	0	0	1.04E-03
1	0	1	3.94E-05
1	0	2	8.38E-06
1	0	3	4.25E-06
1	0	4	2.56E-06
1	0	5	1.71E-06
1	1	0	3.94E-05
1	1	1	1.46E-05
1	1	2	7.01E-06
1	1	3	3.87E-06
1	1	4	2.43E-06
1	1	5	1.65E-06
1	2	0	8.38E-06
1	2	1	7.01E-06
1	2	2	4.72E-06
1	2	3	3.09E-06
1	2	4	2.10E-06
1	2	5	1.49E-06
1	3	0	4.25E-06
1	3	1	3.87E-06
1	3	2	3.09E-06
1	3	3	2.31E-06
1	3	4	1.72E-06
1	3	5	1.29E-06
1	4	0	2.56E-06
1	4	1	2.43E-06
1	4	2	2.10E-06
1	4	3	1.72E-06
1	4	4	1.36E-06
1	4	5	1.08E-06
1	5	0	1.71E-06
1	5	1	1.65E-06
1	5	2	1.49E-06
1	5	3	1.29E-06
1	5	4	1.08E-06
1	5	5	9.02E-07
2	0	0	1.04E-05
2	0	1	8.38E-06
2	0	2	5.28E-06
2	0	3	3.30E-06
2	0	4	2.19E-06
2	0	5	1.54E-06
2	1	0	8.38E-06
2	1	1	7.01E-06
2	1	2	4.72E-06
2	1	3	3.09E-06
2	1	4	2.10E-06
2	1	5	1.49E-06
2	2	0	5.28E-06
2	2	1	4.72E-06
2	2	2	3.56E-06
2	2	3	2.56E-06
2	2	4	1.85E-06
2	2	5	1.36E-06
2	3	0	3.30E-06
2	3	1	3.09E-06
2	3	2	2.56E-06
2	3	3	2.00E-06
2	3	4	1.54E-06
2	3	5	1.19E-06
2	4	0	2.19E-06
2	4	1	2.10E-06
2	4	2	1.85E-06
2	4	3	1.54E-06
2	4	4	1.26E-06
2	4	5	1.02E-06
2	5	0	1.54E-06
2	5	1	1.49E-06
2	5	2	1.36E-06
2	5	3	1.19E-06
2	5	4	1.02E-06
2	5	5	8.51E-07
3	0	0	4.71E-06
3	0	1	4.25E-06
3	0	2	3.30E-06
3	0	3	2.43E-06
3	0	4	1.77E-06
3	0	5	1.33E-06
3	1	0	4.25E-06
3	1	1	3.87E-06
3	1	2	3.09E-06
3	1	3	2.31E-06
3	1	4	1.72E-06
3	1	5	1.29E-06
3	2	0	3.30E-06
3	2	1	3.09E-06
3	2	2	2.56E-06
3	2	3	2.00E-06
3	2	4	1.54E-06
3	2	5	1.19E-06
3	3	0	2.43E-06
3	3	1	2.31E-06
3	3	2	2.00E-06
3	3	3	1.65E-06
3	3	4	1.33E-06
3	3	5	1.06E-06
3	4	0	1.77E-06
3	4	1	1.72E-06
3	4	2	1.54E-06
3	4	3	1.33E-06
3	4	4	1.11E-06
3	4	5	9.20E-07
3	5	0	1.33E-06
3	5	1	1.29E-06
3	5	2	1.19E-06
3	5	3	1.06E-06
3	5	4	9.20E-07
3	5	5	7.83E-07
4	0	0	2.71E-06
4	0	1	2.56E-06
4	0	2	2.19E-06
4	0	3	1.77E-06
4	0	4	1.40E-06
4	0	5	1.11E-06
4	1	0	2.56E-06
4	1	1	2.43E-06
4	1	2	2.10E-06
4	1	3	1.72E-06
4	1	4	1.36E-06
4	1	5	1.08E-06
4	2	0	2.19E-06
4	2	1	2.10E-06
4	2	2	1.85E-06
4	2	3	1.54E-06
4	2	4	1.26E-06
4	2	5	1.02E-06
4	3	0	1.77E-06
4	3	1	1.72E-06
4	3	2	1.54E-06
4	3	3	1.33E-06
4	3	4	1.11E-06
4	3	5	9.20E-07
4	4	0	1.40E-06
4	4	1	1.36E-06
4	4	2	1.26E-06
4	4	3	1.11E-06
4	4	4	9.59E-07
4	4	5	8.13E-07
4	5	0	1.11E-06
4	5	1	1.08E-06
4	5	2	1.02E-06
4	5	3	9.20E-07
4	5	4	8.13E-07
4	5	5	7.03E-07
5	0	0	1.78E-06
5	0	1	1.71E-06
5	0	2	1.54E-06
5	0	3	1.33E-06
5	0	4	1.11E-06
5	0	5	9.14E-07
5	1	0	1.71E-06
5	1	1	1.65E-06
5	1	2	1.49E-06
5	1	3	1.29E-06
5	1	4	1.08E-06
5	1	5	9.02E-07
5	2	0	1.54E-06
5	2	1	1.49E-06
5	2	2	1.36E-06
5	2	3	1.19E-06
5	2	4	1.02E-06
5	2	5	8.51E-07
5	3	0	1.33E-06
5	3	1	1.29E-06
5	3	2	1.19E-06
5	3	3	1.06E-06
5	3	4	9.20E-07
5	3	5	7.83E-07
5	4	0	1.11E-06
5	4	1	1.08E-06
5	4	2	1.02E-06
5	4	3	9.20E-07
5	4	4	8.13E-07
5	4	5	7.03E-07
5	5	0	9.14E-07
5	5	1	9.02E-07
5	5	2	8.51E-07
5	5	3	7.83E-07
5	5	4	7.03E-07
5	5	5	6.24E-07
