Sm153 - 3.59mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	3.90E-01
0	0	1	8.56E-03
0	0	2	1.97E-04
0	0	3	7.64E-05
0	0	4	3.77E-05
0	0	5	2.12E-05
0	1	0	8.56E-03
0	1	1	6.76E-04
0	1	2	1.53E-04
0	1	3	6.76E-05
0	1	4	3.50E-05
0	1	5	2.02E-05
0	2	0	1.97E-04
0	2	1	1.53E-04
0	2	2	8.82E-05
0	2	3	4.89E-05
0	2	4	2.85E-05
0	2	5	1.74E-05
0	3	0	7.64E-05
0	3	1	6.76E-05
0	3	2	4.89E-05
0	3	3	3.26E-05
0	3	4	2.13E-05
0	3	5	1.41E-05
0	4	0	3.77E-05
0	4	1	3.50E-05
0	4	2	2.85E-05
0	4	3	2.13E-05
0	4	4	1.52E-05
0	4	5	1.09E-05
0	5	0	2.12E-05
0	5	1	2.02E-05
0	5	2	1.74E-05
0	5	3	1.41E-05
0	5	4	1.09E-05
0	5	5	8.29E-06
1	0	0	8.56E-03
1	0	1	6.76E-04
1	0	2	1.53E-04
1	0	3	6.76E-05
1	0	4	3.50E-05
1	0	5	2.02E-05
1	1	0	6.76E-04
1	1	1	2.88E-04
1	1	2	1.24E-04
1	1	3	6.01E-05
1	1	4	3.25E-05
1	1	5	1.92E-05
1	2	0	1.53E-04
1	2	1	1.24E-04
1	2	2	7.67E-05
1	2	3	4.47E-05
1	2	4	2.66E-05
1	2	5	1.67E-05
1	3	0	6.76E-05
1	3	1	6.01E-05
1	3	2	4.47E-05
1	3	3	3.04E-05
1	3	4	2.02E-05
1	3	5	1.35E-05
1	4	0	3.50E-05
1	4	1	3.25E-05
1	4	2	2.66E-05
1	4	3	2.02E-05
1	4	4	1.47E-05
1	4	5	1.06E-05
1	5	0	2.02E-05
1	5	1	1.92E-05
1	5	2	1.67E-05
1	5	3	1.35E-05
1	5	4	1.06E-05
1	5	5	8.04E-06
2	0	0	1.97E-04
2	0	1	1.53E-04
2	0	2	8.82E-05
2	0	3	4.89E-05
2	0	4	2.85E-05
2	0	5	1.74E-05
2	1	0	1.53E-04
2	1	1	1.24E-04
2	1	2	7.67E-05
2	1	3	4.47E-05
2	1	4	2.66E-05
2	1	5	1.67E-05
2	2	0	8.82E-05
2	2	1	7.67E-05
2	2	2	5.42E-05
2	2	3	3.49E-05
2	2	4	2.25E-05
2	2	5	1.47E-05
2	3	0	4.89E-05
2	3	1	4.47E-05
2	3	2	3.49E-05
2	3	3	2.52E-05
2	3	4	1.75E-05
2	3	5	1.21E-05
2	4	0	2.85E-05
2	4	1	2.66E-05
2	4	2	2.25E-05
2	4	3	1.75E-05
2	4	4	1.31E-05
2	4	5	9.57E-06
2	5	0	1.74E-05
2	5	1	1.67E-05
2	5	2	1.47E-05
2	5	3	1.21E-05
2	5	4	9.57E-06
2	5	5	7.38E-06
3	0	0	7.64E-05
3	0	1	6.76E-05
3	0	2	4.89E-05
3	0	3	3.26E-05
3	0	4	2.13E-05
3	0	5	1.41E-05
3	1	0	6.76E-05
3	1	1	6.01E-05
3	1	2	4.47E-05
3	1	3	3.04E-05
3	1	4	2.02E-05
3	1	5	1.35E-05
3	2	0	4.89E-05
3	2	1	4.47E-05
3	2	2	3.49E-05
3	2	3	2.52E-05
3	2	4	1.75E-05
3	2	5	1.21E-05
3	3	0	3.26E-05
3	3	1	3.04E-05
3	3	2	2.52E-05
3	3	3	1.92E-05
3	3	4	1.41E-05
3	3	5	1.02E-05
3	4	0	2.13E-05
3	4	1	2.02E-05
3	4	2	1.75E-05
3	4	3	1.41E-05
3	4	4	1.09E-05
3	4	5	8.27E-06
3	5	0	1.41E-05
3	5	1	1.35E-05
3	5	2	1.21E-05
3	5	3	1.02E-05
3	5	4	8.27E-06
3	5	5	6.52E-06
4	0	0	3.77E-05
4	0	1	3.50E-05
4	0	2	2.85E-05
4	0	3	2.13E-05
4	0	4	1.52E-05
4	0	5	1.09E-05
4	1	0	3.50E-05
4	1	1	3.25E-05
4	1	2	2.66E-05
4	1	3	2.02E-05
4	1	4	1.47E-05
4	1	5	1.06E-05
4	2	0	2.85E-05
4	2	1	2.66E-05
4	2	2	2.25E-05
4	2	3	1.75E-05
4	2	4	1.31E-05
4	2	5	9.57E-06
4	3	0	2.13E-05
4	3	1	2.02E-05
4	3	2	1.75E-05
4	3	3	1.41E-05
4	3	4	1.09E-05
4	3	5	8.27E-06
4	4	0	1.52E-05
4	4	1	1.47E-05
4	4	2	1.31E-05
4	4	3	1.09E-05
4	4	4	8.69E-06
4	4	5	6.85E-06
4	5	0	1.09E-05
4	5	1	1.06E-05
4	5	2	9.57E-06
4	5	3	8.27E-06
4	5	4	6.85E-06
4	5	5	5.55E-06
5	0	0	2.12E-05
5	0	1	2.02E-05
5	0	2	1.74E-05
5	0	3	1.41E-05
5	0	4	1.09E-05
5	0	5	8.29E-06
5	1	0	2.02E-05
5	1	1	1.92E-05
5	1	2	1.67E-05
5	1	3	1.35E-05
5	1	4	1.06E-05
5	1	5	8.04E-06
5	2	0	1.74E-05
5	2	1	1.67E-05
5	2	2	1.47E-05
5	2	3	1.21E-05
5	2	4	9.57E-06
5	2	5	7.38E-06
5	3	0	1.41E-05
5	3	1	1.35E-05
5	3	2	1.21E-05
5	3	3	1.02E-05
5	3	4	8.27E-06
5	3	5	6.52E-06
5	4	0	1.09E-05
5	4	1	1.06E-05
5	4	2	9.57E-06
5	4	3	8.27E-06
5	4	4	6.85E-06
5	4	5	5.55E-06
5	5	0	8.29E-06
5	5	1	8.04E-06
5	5	2	7.38E-06
5	5	3	6.52E-06
5	5	4	5.55E-06
5	5	5	4.65E-06
