Lu177 - 4.8mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	1.78E-01
0	0	1	2.46E-03
0	0	2	1.61E-05
0	0	3	7.21E-06
0	0	4	4.12E-06
0	0	5	2.68E-06
0	1	0	2.46E-03
0	1	1	8.65E-05
0	1	2	1.29E-05
0	1	3	6.49E-06
0	1	4	3.89E-06
0	1	5	2.61E-06
0	2	0	1.61E-05
0	2	1	1.29E-05
0	2	2	8.08E-06
0	2	3	5.05E-06
0	2	4	3.34E-06
0	2	5	2.35E-06
0	3	0	7.21E-06
0	3	1	6.49E-06
0	3	2	5.05E-06
0	3	3	3.69E-06
0	3	4	2.70E-06
0	3	5	2.02E-06
0	4	0	4.12E-06
0	4	1	3.89E-06
0	4	2	3.34E-06
0	4	3	2.70E-06
0	4	4	2.13E-06
0	4	5	1.69E-06
0	5	0	2.68E-06
0	5	1	2.61E-06
0	5	2	2.35E-06
0	5	3	2.02E-06
0	5	4	1.69E-06
0	5	5	1.39E-06
1	0	0	2.46E-03
1	0	1	8.65E-05
1	0	2	1.29E-05
1	0	3	6.49E-06
1	0	4	3.89E-06
1	0	5	2.61E-06
1	1	0	8.65E-05
1	1	1	2.35E-05
1	1	2	1.07E-05
1	1	3	5.93E-06
1	1	4	3.69E-06
1	1	5	2.51E-06
1	2	0	1.29E-05
1	2	1	1.07E-05
1	2	2	7.21E-06
1	2	3	4.70E-06
1	2	4	3.18E-06
1	2	5	2.27E-06
1	3	0	6.49E-06
1	3	1	5.93E-06
1	3	2	4.70E-06
1	3	3	3.51E-06
1	3	4	2.60E-06
1	3	5	1.96E-06
1	4	0	3.89E-06
1	4	1	3.69E-06
1	4	2	3.18E-06
1	4	3	2.60E-06
1	4	4	2.07E-06
1	4	5	1.65E-06
1	5	0	2.61E-06
1	5	1	2.51E-06
1	5	2	2.27E-06
1	5	3	1.96E-06
1	5	4	1.65E-06
1	5	5	1.37E-06
2	0	0	1.61E-05
2	0	1	1.29E-05
2	0	2	8.08E-06
2	0	3	5.05E-06
2	0	4	3.34E-06
2	0	5	2.35E-06
2	1	0	1.29E-05
2	1	1	1.07E-05
2	1	2	7.21E-06
2	1	3	4.70E-06
2	1	4	3.18E-06
2	1	5	2.27E-06
2	2	0	8.08E-06
2	2	1	7.21E-06
2	2	2	5.44E-06
2	2	3	3.90E-06
2	2	4	2.81E-06
2	2	5	2.08E-06
2	3	0	5.05E-06
2	3	1	4.70E-06
2	3	2	3.90E-06
2	3	3	3.04E-06
2	3	4	2.34E-06
2	3	5	1.81E-06
2	4	0	3.34E-06
2	4	1	3.18E-06
2	4	2	2.81E-06
2	4	3	2.34E-06
2	4	4	1.90E-06
2	4	5	1.54E-06
2	5	0	2.35E-06
2	5	1	2.27E-06
2	5	2	2.08E-06
2	5	3	1.81E-06
2	5	4	1.54E-06
2	5	5	1.30E-06
3	0	0	7.21E-06
3	0	1	6.49E-06
3	0	2	5.05E-06
3	0	3	3.69E-06
3	0	4	2.70E-06
3	0	5	2.02E-06
3	1	0	6.49E-06
3	1	1	5.93E-06
3	1	2	4.70E-06
3	1	3	3.51E-06
3	1	4	2.60E-06
3	1	5	1.96E-06
3	2	0	5.05E-06
3	2	1	4.70E-06
3	2	2	3.90E-06
3	2	3	3.04E-06
3	2	4	2.34E-06
3	2	5	1.81E-06
3	3	0	3.69E-06
3	3	1	3.51E-06
3	3	2	3.04E-06
3	3	3	2.51E-06
3	3	4	2.01E-06
