Sm153 - 4.42mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	3.50E-01
0	0	1	1.00E-02
0	0	2	4.92E-05
0	0	3	2.27E-05
0	0	4	1.33E-05
0	0	5	8.72E-06
0	1	0	1.00E-02
0	1	1	5.28E-04
0	1	2	3.98E-05
0	1	3	2.06E-05
0	1	4	1.25E-05
0	1	5	8.40E-06
0	2	0	4.92E-05
0	2	1	3.98E-05
0	2	2	2.54E-05
0	2	3	1.61E-05
0	2	4	1.07E-05
0	2	5	7.60E-06
0	3	0	2.27E-05
0	3	1	2.06E-05
0	3	2	1.61E-05
0	3	3	1.19E-05
0	3	4	8.76E-06
0	3	5	6.51E-06
0	4	0	1.33E-05
0	4	1	1.25E-05
0	4	2	1.07E-05
0	4	3	8.76E-06
0	4	4	6.91E-06
0	4	5	5.47E-06
0	5	0	8.72E-06
0	5	1	8.40E-06
0	5	2	7.60E-06
0	5	3	6.51E-06
0	5	4	5.47E-06
0	5	5	4.52E-06
1	0	0	1.00E-02
1	0	1	5.28E-04
1	0	2	3.98E-05
1	0	3	2.06E-05
1	0	4	1.25E-05
1	0	5	8.40E-06
1	1	0	5.28E-04
1	1	1	8.86E-05
1	1	2	3.35E-05
1	1	3	1.88E-05
1	1	4	1.19E-05
1	1	5	8.09E-06
1	2	0	3.98E-05
1	2	1	3.35E-05
1	2	2	2.28E-05
1	2	3	1.50E-05
1	2	4	1.03E-05
1	2	5	7.36E-06
1	3	0	2.06E-05
1	3	1	1.88E-05
1	3	2	1.50E-05
1	3	3	1.13E-05
1	3	4	8.41E-06
1	3	5	6.35E-06
1	4	0	1.25E-05
1	4	1	1.19E-05
1	4	2	1.03E-05
1	4	3	8.41E-06
1	4	4	6.72E-06
1	4	5	5.35E-06
1	5	0	8.40E-06
1	5	1	8.09E-06
1	5	2	7.36E-06
1	5	3	6.35E-06
1	5	4	5.35E-06
1	5	5	4.42E-06
2	0	0	4.92E-05
2	0	1	3.98E-05
2	0	2	2.54E-05
2	0	3	1.61E-05
2	0	4	1.07E-05
2	0	5	7.60E-06
2	1	0	3.98E-05
2	1	1	3.35E-05
2	1	2	2.28E-05
2	1	3	1.50E-05
2	1	4	1.03E-05
2	1	5	7.36E-06
2	2	0	2.54E-05
2	2	1	2.28E-05
2	2	2	1.74E-05
2	2	3	1.25E-05
2	2	4	9.08E-06
2	2	5	6.71E-06
2	3	0	1.61E-05
2	3	1	1.50E-05
2	3	2	1.25E-05
2	3	3	9.83E-06
2	3	4	7.59E-06
2	3	5	5.86E-06
2	4	0	1.07E-05
2	4	1	1.03E-05
2	4	2	9.08E-06
2	4	3	7.59E-06
2	4	4	6.18E-06
2	4	5	4.99E-06
2	5	0	7.60E-06
2	5	1	7.36E-06
2	5	2	6.71E-06
2	5	3	5.86E-06
2	5	4	4.99E-06
2	5	5	4.18E-06
3	0	0	2.27E-05
3	0	1	2.06E-05
3	0	2	1.61E-05
3	0	3	1.19E-05
3	0	4	8.76E-06
3	0	5	6.51E-06
