Y90 - 6mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	2.56E-01
0	0	1	1.64E-02
0	0	2	2.75E-06
0	0	3	1.02E-06
0	0	4	5.16E-07
0	0	5	3.06E-07
0	1	0	1.64E-02
0	1	1	1.51E-03
0	1	2	2.09E-06
0	1	3	8.99E-07
0	1	4	4.81E-07
0	1	5	2.92E-07
0	2	0	2.75E-06
0	2	1	2.09E-06
0	2	2	1.17E-06
0	2	3	6.58E-07
0	2	4	3.98E-07
0	2	5	2.57E-07
0	3	0	1.02E-06
0	3	1	8.99E-07
0	3	2	6.58E-07
0	3	3	4.49E-07
0	3	4	3.06E-07
0	3	5	2.13E-07
0	4	0	5.16E-07
0	4	1	4.81E-07
0	4	2	3.98E-07
0	4	3	3.06E-07
0	4	4	2.28E-07
0	4	5	1.70E-07
0	5	0	3.06E-07
0	5	1	2.92E-07
0	5	2	2.57E-07
0	5	3	2.13E-07
0	5	4	1.70E-07
0	5	5	1.34E-07
1	0	0	1.64E-02
1	0	1	1.51E-03
1	0	2	2.09E-06
1	0	3	8.99E-07
1	0	4	4.81E-07
1	0	5	2.92E-07
1	1	0	1.51E-03
1	1	1	1.59E-04
1	1	2	1.67E-06
1	1	3	8.02E-07
1	1	4	4.50E-07
1	1	5	2.80E-07
1	2	0	2.09E-06
1	2	1	1.67E-06
1	2	2	1.02E-06
1	2	3	6.03E-07
1	2	4	3.76E-07
1	2	5	2.47E-07
1	3	0	8.99E-07
1	3	1	8.02E-07
1	3	2	6.03E-07
1	3	3	4.23E-07
1	3	4	2.92E-07
1	3	5	2.05E-07
1	4	0	4.81E-07
1	4	1	4.50E-07
1	4	2	3.76E-07
1	4	3	2.92E-07
1	4	4	2.21E-07
1	4	5	1.65E-07
1	5	0	2.92E-07
1	5	1	2.80E-07
1	5	2	2.47E-07
1	5	3	2.05E-07
1	5	4	1.65E-07
1	5	5	1.31E-07
2	0	0	2.75E-06
2	0	1	2.09E-06
2	0	2	1.17E-06
2	0	3	6.58E-07
2	0	4	3.98E-07
2	0	5	2.57E-07
2	1	0	2.09E-06
2	1	1	1.67E-06
2	1	2	1.02E-06
2	1	3	6.03E-07
2	1	4	3.76E-07
2	1	5	2.47E-07
2	2	0	1.17E-06
2	2	1	1.02E-06
2	2	2	7.26E-07
2	2	3	4.81E-07
2	2	4	3.21E-07
2	2	5	2.21E-07
2	3	0	6.58E-07
2	3	1	6.03E-07
2	3	2	4.81E-07
2	3	3	3.55E-07
2	3	4	2.57E-07
2	3	5	1.87E-07
2	4	0	3.98E-07
2	4	1	3.76E-07
2	4	2	3.21E-07
2	4	3	2.57E-07
2	4	4	1.99E-07
2	4	5	1.52E-07
2	5	0	2.57E-07
2	5	1	2.47E-07
2	5	2	2.21E-07
2	5	3	1.87E-07
2	5	4	1.52E-07
2	5	5	1.22E-07
3	0	0	1.02E-06
3	0	1	8.99E-07
3	0	2	6.58E-07
3	0	3	4.49E-07
3	0	4	3.06E-07
3	0	5	2.13E-07
3	1	0	8.99E-07
3	1	1	8.02E-07
3	1	2	6.03E-07
3	1	3	4.23E-07
3	1	4	2.92E-07
3	1	5	2.05E-07
3	2	0	6.58E-07
3	2	1	6.03E-07
3	2	2	4.81E-07
3	2	3	3.55E-07
3	2	4	2.57E-07
3	2	5	1.87E-07
3	3	0	4.49E-07
3	3	1	4.23E-07
3	3	2	3.55E-07
3	3	3	2.79E-07
3	3	4	2.13E-07
3	3	5	1.61E-07
3	4	0	3.06E-07
3	4	1	2.92E-07
3	4	2	2.57E-07
3	4	3	2.13E-07
3	4	4	1.70E-07
3	4	5	1.34E-07
3	5	0	2.13E-07
3	5	1	2.05E-07
3	5	2	1.87E-07
3	5	3	1.61E-07
3	5	4	1.34E-07
3	5	5	1.09E-07
4	0	0	5.16E-07
4	0	1	4.81E-07
4	0	2	3.98E-07
4	0	3	3.06E-07
4	0	4	2.28E-07
4	0	5	1.70E-07
4	1	0	4.81E-07
4	1	1	4.50E-07
4	1	2	3.76E-07
4	1	3	2.92E-07
4	1	4	2.21E-07
4	1	5	1.65E-07
4	2	0	3.98E-07
4	2	1	3.76E-07
4	2	2	3.21E-07
4	2	3	2.57E-07
4	2	4	1.99E-07
4	2	5	1.52E-07
4	3	0	3.06E-07
4	3	1	2.92E-07
4	3	2	2.57E-07
4	3	3	2.13E-07
4	3	4	1.70E-07
4	3	5	1.34E-07
4	4	0	2.28E-07
4	4	1	2.21E-07
4	4	2	1.99E-07
4	4	3	1.70E-07
