Re186 - 3mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	1.21E+00
0	0	1	8.66E-02
0	0	2	4.61E-05
0	0	3	1.11E-05
0	0	4	6.33E-06
0	0	5	4.09E-06
0	1	0	8.66E-02
0	1	1	1.02E-02
0	1	2	2.39E-05
0	1	3	1.00E-05
0	1	4	5.97E-06
0	1	5	3.97E-06
0	2	0	4.61E-05
0	2	1	2.39E-05
0	2	2	1.27E-05
0	2	3	7.75E-06
0	2	4	5.08E-06
0	2	5	3.58E-06
0	3	0	1.11E-05
0	3	1	1.00E-05
0	3	2	7.75E-06
0	3	3	5.67E-06
0	3	4	4.12E-06
0	3	5	3.08E-06
0	4	0	6.33E-06
0	4	1	5.97E-06
0	4	2	5.08E-06
0	4	3	4.12E-06
0	4	4	3.27E-06
0	4	5	2.58E-06
0	5	0	4.09E-06
0	5	1	3.97E-06
0	5	2	3.58E-06
0	5	3	3.08E-06
0	5	4	2.58E-06
0	5	5	2.16E-06
1	0	0	8.66E-02
1	0	1	1.02E-02
1	0	2	2.39E-05
1	0	3	1.00E-05
1	0	4	5.97E-06
1	0	5	3.97E-06
1	1	0	1.02E-02
1	1	1	1.49E-03
1	1	2	1.76E-05
1	1	3	9.13E-06
1	1	4	5.64E-06
1	1	5	3.84E-06
1	2	0	2.39E-05
1	2	1	1.76E-05
1	2	2	1.12E-05
1	2	3	7.22E-06
1	2	4	4.87E-06
1	2	5	3.47E-06
1	3	0	1.00E-05
1	3	1	9.13E-06
1	3	2	7.22E-06
1	3	3	5.37E-06
1	3	4	3.96E-06
1	3	5	3.00E-06
1	4	0	5.97E-06
1	4	1	5.64E-06
1	4	2	4.87E-06
1	4	3	3.96E-06
1	4	4	3.17E-06
1	4	5	2.54E-06
1	5	0	3.97E-06
1	5	1	3.84E-06
1	5	2	3.47E-06
1	5	3	3.00E-06
1	5	4	2.54E-06
1	5	5	2.10E-06
2	0	0	4.61E-05
2	0	1	2.39E-05
2	0	2	1.27E-05
2	0	3	7.75E-06
2	0	4	5.08E-06
2	0	5	3.58E-06
2	1	0	2.39E-05
2	1	1	1.76E-05
2	1	2	1.12E-05
2	1	3	7.22E-06
2	1	4	4.87E-06
2	1	5	3.47E-06
2	2	0	1.27E-05
2	2	1	1.12E-05
2	2	2	8.42E-06
2	2	3	5.96E-06
2	2	4	4.29E-06
2	2	5	3.17E-06
2	3	0	7.75E-06
2	3	1	7.22E-06
2	3	2	5.96E-06
2	3	3	4.66E-06
2	3	4	3.59E-06
2	3	5	2.78E-06
2	4	0	5.08E-06
2	4	1	4.87E-06
2	4	2	4.29E-06
2	4	3	3.59E-06
2	4	4	2.91E-06
2	4	5	2.37E-06
2	5	0	3.58E-06
2	5	1	3.47E-06
2	5	2	3.17E-06
2	5	3	2.78E-06
2	5	4	2.37E-06
2	5	5	2.00E-06
3	0	0	1.11E-05
3	0	1	1.00E-05
3	0	2	7.75E-06
3	0	3	5.67E-06
3	0	4	4.12E-06
3	0	5	3.08E-06
3	1	0	1.00E-05
3	1	1	9.13E-06
3	1	2	7.22E-06
3	1	3	5.37E-06
3	1	4	3.96E-06
3	1	5	3.00E-06
3	2	0	7.75E-06
3	2	1	7.22E-06
3	2	2	5.96E-06
3	2	3	4.66E-06
3	2	4	3.59E-06
3	2	5	2.78E-06
3	3	0	5.67E-06
3	3	1	5.37E-06
3	3	2	4.66E-06
3	3	3	3.82E-06
3	3	4	3.09E-06
3	3	5	2.48E-06
3	4	0	4.12E-06
3	4	1	3.96E-06
3	4	2	3.59E-06
3	4	3	3.09E-06
3	4	4	2.59E-06
