I131 - 3.9mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	4.29E-01
0	0	1	1.15E-02
0	0	2	2.74E-04
0	0	3	1.20E-04
0	0	4	6.74E-05
0	0	5	4.29E-05
0	1	0	1.15E-02
0	1	1	9.83E-04
0	1	2	2.20E-04
0	1	3	1.08E-04
0	1	4	6.34E-05
0	1	5	4.11E-05
0	2	0	2.74E-04
0	2	1	2.20E-04
0	2	2	1.36E-04
0	2	3	8.29E-05
0	2	4	5.34E-05
0	2	5	3.70E-05
0	3	0	1.20E-04
0	3	1	1.08E-04
0	3	2	8.29E-05
0	3	3	5.97E-05
0	3	4	4.27E-05
0	3	5	3.13E-05
0	4	0	6.74E-05
0	4	1	6.34E-05
0	4	2	5.34E-05
0	4	3	4.27E-05
0	4	4	3.34E-05
0	4	5	2.61E-05
0	5	0	4.29E-05
0	5	1	4.11E-05
0	5	2	3.70E-05
0	5	3	3.13E-05
0	5	4	2.61E-05
0	5	5	2.14E-05
1	0	0	1.15E-02
1	0	1	9.83E-04
1	0	2	2.20E-04
1	0	3	1.08E-04
1	0	4	6.34E-05
1	0	5	4.11E-05
1	1	0	9.83E-04
1	1	1	3.99E-04
1	1	2	1.82E-04
1	1	3	9.81E-05
1	1	4	5.95E-05
1	1	5	3.97E-05
1	2	0	2.20E-04
1	2	1	1.82E-04
1	2	2	1.20E-04
1	2	3	7.67E-05
1	2	4	5.12E-05
1	2	5	3.56E-05
1	3	0	1.08E-04
1	3	1	9.81E-05
1	3	2	7.67E-05
1	3	3	5.68E-05
1	3	4	4.11E-05
1	3	5	3.04E-05
1	4	0	6.34E-05
1	4	1	5.95E-05
1	4	2	5.12E-05
1	4	3	4.11E-05
1	4	4	3.22E-05
1	4	5	2.54E-05
1	5	0	4.11E-05
1	5	1	3.97E-05
1	5	2	3.56E-05
1	5	3	3.04E-05
1	5	4	2.54E-05
1	5	5	2.08E-05
2	0	0	2.74E-04
2	0	1	2.20E-04
2	0	2	1.36E-04
2	0	3	8.29E-05
2	0	4	5.34E-05
2	0	5	3.70E-05
2	1	0	2.20E-04
2	1	1	1.82E-04
2	1	2	1.20E-04
2	1	3	7.67E-05
2	1	4	5.12E-05
2	1	5	3.56E-05
2	2	0	1.36E-04
2	2	1	1.20E-04
2	2	2	9.00E-05
2	2	3	6.31E-05
2	2	4	4.45E-05
2	2	5	3.24E-05
2	3	0	8.29E-05
2	3	1	7.67E-05
2	3	2	6.31E-05
2	3	3	4.87E-05
2	3	4	3.69E-05
2	3	5	2.81E-05
2	4	0	5.34E-05
2	4	1	5.12E-05
2	4	2	4.45E-05
2	4	3	3.69E-05
2	4	4	2.97E-05
2	4	5	2.37E-05
