Sr89 - 4.42mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	6.13E-01
0	0	1	5.42E-02
0	0	2	2.74E-05
0	0	3	7.02E-07
0	0	4	3.50E-07
0	0	5	2.08E-07
0	1	0	5.42E-02
0	1	1	7.57E-03
0	1	2	5.36E-06
0	1	3	6.19E-07
0	1	4	3.25E-07
0	1	5	1.97E-07
0	2	0	2.74E-05
0	2	1	5.36E-06
0	2	2	8.20E-07
0	2	3	4.48E-07
0	2	4	2.69E-07
0	2	5	1.73E-07
0	3	0	7.02E-07
0	3	1	6.19E-07
0	3	2	4.48E-07
0	3	3	3.05E-07
0	3	4	2.06E-07
0	3	5	1.45E-07
0	4	0	3.50E-07
0	4	1	3.25E-07
0	4	2	2.69E-07
0	4	3	2.06E-07
0	4	4	1.55E-07
0	4	5	1.17E-07
0	5	0	2.08E-07
0	5	1	1.97E-07
0	5	2	1.73E-07
0	5	3	1.45E-07
0	5	4	1.17E-07
0	5	5	9.33E-08
1	0	0	5.42E-02
1	0	1	7.57E-03
1	0	2	5.36E-06
1	0	3	6.19E-07
1	0	4	3.25E-07
1	0	5	1.97E-07
1	1	0	7.57E-03
1	1	1	1.23E-03
1	1	2	1.76E-06
1	1	3	5.50E-07
1	1	4	3.04E-07
1	1	5	1.89E-07
1	2	0	5.36E-06
1	2	1	1.76E-06
1	2	2	7.07E-07
1	2	3	4.10E-07
1	2	4	2.54E-07
1	2	5	1.67E-07
1	3	0	6.19E-07
1	3	1	5.50E-07
1	3	2	4.10E-07
1	3	3	2.85E-07
1	3	4	1.97E-07
1	3	5	1.40E-07
1	4	0	3.25E-07
1	4	1	3.04E-07
1	4	2	2.54E-07
1	4	3	1.97E-07
1	4	4	1.50E-07
1	4	5	1.13E-07
1	5	0	1.97E-07
1	5	1	1.89E-07
1	5	2	1.67E-07
1	5	3	1.40E-07
1	5	4	1.13E-07
1	5	5	9.10E-08
2	0	0	2.74E-05
2	0	1	5.36E-06
2	0	2	8.20E-07
2	0	3	4.48E-07
2	0	4	2.69E-07
2	0	5	1.73E-07
2	1	0	5.36E-06
2	1	1	1.76E-06
2	1	2	7.07E-07
2	1	3	4.10E-07
2	1	4	2.54E-07
2	1	5	1.67E-07
2	2	0	8.20E-07
2	2	1	7.07E-07
2	2	2	4.93E-07
2	2	3	3.27E-07
2	2	4	2.17E-07
2	2	5	1.49E-07
2	3	0	4.48E-07
2	3	1	4.10E-07
2	3	2	3.27E-07
2	3	3	2.39E-07
2	3	4	1.74E-07
2	3	5	1.28E-07
2	4	0	2.69E-07
2	4	1	2.54E-07
2	4	2	2.17E-07
2	4	3	1.74E-07
2	4	4	1.35E-07
2	4	5	1.05E-07
2	5	0	1.73E-07
2	5	1	1.67E-07
2	5	2	1.49E-07
2	5	3	1.28E-07
2	5	4	1.05E-07
2	5	5	8.56E-08
3	0	0	7.02E-07
3	0	1	6.19E-07
3	0	2	4.48E-07
3	0	3	3.05E-07
3	0	4	2.06E-07
3	0	5	1.45E-07
3	1	0	6.19E-07
3	1	1	5.50E-07
3	1	2	4.10E-07
3	1	3	2.85E-07
3	1	4	1.97E-07
3	1	5	1.40E-07
3	2	0	4.48E-07
3	2	1	4.10E-07
3	2	2	3.27E-07
3	2	3	2.39E-07
3	2	4	1.74E-07
3	2	5	1.28E-07
3	3	0	3.05E-07
3	3	1	2.85E-07
3	3	2	2.39E-07
3	3	3	1.89E-07
3	3	4	1.44E-07
3	3	5	1.11E-07
3	4	0	2.06E-07
3	4	1	1.97E-07
3	4	2	1.74E-07
3	4	3	1.44E-07
3	4	4	1.16E-07
3	4	5	9.37E-08
3	5	0	1.45E-07
3	5	1	1.40E-07
3	5	2	1.28E-07
3	5	3	1.11E-07
3	5	4	9.37E-08
3	5	5	7.66E-08
4	0	0	3.50E-07
4	0	1	3.25E-07
4	0	2	2.69E-07
4	0	3	2.06E-07
4	0	4	1.55E-07
4	0	5	1.17E-07
4	1	0	3.25E-07
4	1	1	3.04E-07
4	1	2	2.54E-07
4	1	3	1.97E-07
4	1	4	1.50E-07
4	1	5	1.13E-07
4	2	0	2.69E-07
4	2	1	2.54E-07
4	2	2	2.17E-07
4	2	3	1.74E-07
4	2	4	1.35E-07
4	2	5	1.05E-07
4	3	0	2.06E-07
4	3	1	1.97E-07
4	3	2	1.74E-07
4	3	3	1.44E-07
4	3	4	1.16E-07
4	3	5	9.37E-08
4	4	0	1.55E-07
4	4	1	1.50E-07
4	4	2	1.35E-07
4	4	3	1.16E-07
4	4	4	9.74E-08
4	4	5	8.08E-08
4	5	0	1.17E-07
4	5	1	1.13E-07
4	5	2	1.05E-07
4	5	3	9.37E-08
4	5	4	8.08E-08
4	5	5	6.80E-08
5	0	0	2.08E-07
5	0	1	1.97E-07
5	0	2	1.73E-07
5	0	3	1.45E-07
5	0	4	1.17E-07
5	0	5	9.33E-08
5	1	0	1.97E-07
5	1	1	1.89E-07
5	1	2	1.67E-07
5	1	3	1.40E-07
5	1	4	1.13E-07
5	1	5	9.10E-08
5	2	0	1.73E-07
5	2	1	1.67E-07
5	2	2	1.49E-07
5	2	3	1.28E-07
5	2	4	1.05E-07
5	2	5	8.56E-08
5	3	0	1.45E-07
5	3	1	1.40E-07
5	3	2	1.28E-07
5	3	3	1.11E-07
5	3	4	9.37E-08
5	3	5	7.66E-08
5	4	0	1.17E-07
5	4	1	1.13E-07
5	4	2	1.05E-07
5	4	3	9.37E-08
5	4	4	8.08E-08
5	4	5	6.80E-08
5	5	0	9.33E-08
5	5	1	9.10E-08
5	5	2	8.56E-08
5	5	3	7.66E-08
5	5	4	6.80E-08
5	5	5	5.92E-08
