Sr89 - 6.8mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.03E-01
0	0	1	1.17E-02
0	0	2	6.92E-07
0	0	3	2.54E-07
0	0	4	1.30E-07
0	0	5	7.81E-08
0	1	0	1.17E-02
0	1	1	9.81E-04
0	1	2	5.24E-07
0	1	3	2.24E-07
0	1	4	1.21E-07
0	1	5	7.46E-08
0	2	0	6.92E-07
0	2	1	5.24E-07
0	2	2	2.93E-07
0	2	3	1.64E-07
0	2	4	1.00E-07
0	2	5	6.56E-08
0	3	0	2.54E-07
0	3	1	2.24E-07
0	3	2	1.64E-07
0	3	3	1.13E-07
0	3	4	7.80E-08
0	3	5	5.50E-08
0	4	0	1.30E-07
0	4	1	1.21E-07
0	4	2	1.00E-07
0	4	3	7.80E-08
0	4	4	5.87E-08
0	4	5	4.47E-08
0	5	0	7.81E-08
0	5	1	7.46E-08
0	5	2	6.56E-08
0	5	3	5.50E-08
0	5	4	4.47E-08
0	5	5	3.58E-08
1	0	0	1.17E-02
1	0	1	9.81E-04
1	0	2	5.24E-07
1	0	3	2.24E-07
1	0	4	1.21E-07
1	0	5	7.46E-08
1	1	0	9.81E-04
1	1	1	9.37E-05
1	1	2	4.18E-07
1	1	3	2.01E-07
1	1	4	1.13E-07
1	1	5	7.17E-08
1	2	0	5.24E-07
1	2	1	4.18E-07
1	2	2	2.55E-07
1	2	3	1.51E-07
1	2	4	9.48E-08
1	2	5	6.34E-08
1	3	0	2.24E-07
1	3	1	2.01E-07
1	3	2	1.51E-07
1	3	3	1.06E-07
1	3	4	7.44E-08
1	3	5	5.32E-08
1	4	0	1.21E-07
1	4	1	1.13E-07
1	4	2	9.48E-08
1	4	3	7.44E-08
1	4	4	5.71E-08
1	4	5	4.33E-08
1	5	0	7.46E-08
1	5	1	7.17E-08
1	5	2	6.34E-08
1	5	3	5.32E-08
1	5	4	4.33E-08
1	5	5	3.47E-08
2	0	0	6.92E-07
2	0	1	5.24E-07
2	0	2	2.93E-07
2	0	3	1.64E-07
2	0	4	1.00E-07
2	0	5	6.56E-08
2	1	0	5.24E-07
2	1	1	4.18E-07
2	1	2	2.55E-07
2	1	3	1.51E-07
2	1	4	9.48E-08
2	1	5	6.34E-08
2	2	0	2.93E-07
2	2	1	2.55E-07
2	2	2	1.82E-07
2	2	3	1.21E-07
2	2	4	8.12E-08
2	2	5	5.70E-08
2	3	0	1.64E-07
2	3	1	1.51E-07
2	3	2	1.21E-07
2	3	3	8.99E-08
2	3	4	6.58E-08
2	3	5	4.84E-08
2	4	0	1.00E-07
2	4	1	9.48E-08
2	4	2	8.12E-08
2	4	3	6.58E-08
2	4	4	5.14E-08
2	4	5	4.00E-08
2	5	0	6.56E-08
2	5	1	6.34E-08
2	5	2	5.70E-08
2	5	3	4.84E-08
2	5	4	4.00E-08
2	5	5	3.25E-08
3	0	0	2.54E-07
3	0	1	2.24E-07
3	0	2	1.64E-07
3	0	3	1.13E-07
3	0	4	7.80E-08
3	0	5	5.50E-08
3	1	0	2.24E-07
3	1	1	2.01E-07
3	1	2	1.51E-07
3	1	3	1.06E-07
3	1	4	7.44E-08
3	1	5	5.32E-08
3	2	0	1.64E-07
3	2	1	1.51E-07
3	2	2	1.21E-07
3	2	3	8.99E-08
3	2	4	6.58E-08
3	2	5	4.84E-08
3	3	0	1.13E-07
3	3	1	1.06E-07
3	3	2	8.99E-08
3	3	3	7.12E-08
3	3	4	5.51E-08
3	3	5	4.21E-08
3	4	0	7.80E-08
3	4	1	7.44E-08
3	4	2	6.58E-08
3	4	3	5.51E-08
3	4	4	4.43E-08
3	4	5	3.55E-08
3	5	0	5.50E-08
3	5	1	5.32E-08
3	5	2	4.84E-08
3	5	3	4.21E-08
3	5	4	3.55E-08
3	5	5	2.94E-08
4	0	0	1.30E-07
4	0	1	1.21E-07
4	0	2	1.00E-07
4	0	3	7.80E-08
4	0	4	5.87E-08
4	0	5	4.47E-08
4	1	0	1.21E-07
4	1	1	1.13E-07
4	1	2	9.48E-08
4	1	3	7.44E-08
4	1	4	5.71E-08
4	1	5	4.33E-08
4	2	0	1.00E-07
4	2	1	9.48E-08
4	2	2	8.12E-08
4	2	3	6.58E-08
4	2	4	5.14E-08
4	2	5	4.00E-08
4	3	0	7.80E-08
4	3	1	7.44E-08
4	3	2	6.58E-08
4	3	3	5.51E-08
4	3	4	4.43E-08
4	3	5	3.55E-08
4	4	0	5.87E-08
4	4	1	5.71E-08
4	4	2	5.14E-08
4	4	3	4.43E-08
4	4	4	3.73E-08
4	4	5	3.07E-08
4	5	0	4.47E-08
4	5	1	4.33E-08
4	5	2	4.00E-08
4	5	3	3.55E-08
4	5	4	3.07E-08
4	5	5	2.60E-08
5	0	0	7.81E-08
5	0	1	7.46E-08
5	0	2	6.56E-08
5	0	3	5.50E-08
5	0	4	4.47E-08
5	0	5	3.58E-08
5	1	0	7.46E-08
5	1	1	7.17E-08
5	1	2	6.34E-08
5	1	3	5.32E-08
5	1	4	4.33E-08
5	1	5	3.47E-08
5	2	0	6.56E-08
5	2	1	6.34E-08
5	2	2	5.70E-08
5	2	3	4.84E-08
5	2	4	4.00E-08
5	2	5	3.25E-08
5	3	0	5.50E-08
5	3	1	5.32E-08
5	3	2	4.84E-08
5	3	3	4.21E-08
5	3	4	3.55E-08
5	3	5	2.94E-08
5	4	0	4.47E-08
5	4	1	4.33E-08
5	4	2	4.00E-08
5	4	3	3.55E-08
