Re188 - 4mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	8.32E-01
0	0	1	1.07E-01
0	0	2	1.64E-03
0	0	3	1.85E-05
0	0	4	9.68E-06
0	0	5	6.20E-06
0	1	0	1.07E-01
0	1	1	2.45E-02
0	1	2	5.62E-04
0	1	3	1.58E-05
0	1	4	9.10E-06
0	1	5	5.97E-06
0	2	0	1.64E-03
0	2	1	5.62E-04
0	2	2	3.24E-05
0	2	3	1.19E-05
0	2	4	7.75E-06
0	2	5	5.34E-06
0	3	0	1.85E-05
0	3	1	1.58E-05
0	3	2	1.19E-05
0	3	3	8.61E-06
0	3	4	6.20E-06
0	3	5	4.58E-06
0	4	0	9.68E-06
0	4	1	9.10E-06
0	4	2	7.75E-06
0	4	3	6.20E-06
0	4	4	4.85E-06
0	4	5	3.80E-06
0	5	0	6.20E-06
0	5	1	5.97E-06
0	5	2	5.34E-06
0	5	3	4.58E-06
0	5	4	3.80E-06
0	5	5	3.12E-06
1	0	0	1.07E-01
1	0	1	2.45E-02
1	0	2	5.62E-04
1	0	3	1.58E-05
1	0	4	9.10E-06
1	0	5	5.97E-06
1	1	0	2.45E-02
1	1	1	7.02E-03
1	1	2	1.99E-04
1	1	3	1.42E-05
1	1	4	8.59E-06
1	1	5	5.75E-06
1	2	0	5.62E-04
1	2	1	1.99E-04
1	2	2	2.12E-05
1	2	3	1.11E-05
1	2	4	7.37E-06
1	2	5	5.18E-06
1	3	0	1.58E-05
1	3	1	1.42E-05
1	3	2	1.11E-05
1	3	3	8.16E-06
1	3	4	5.96E-06
1	3	5	4.44E-06
1	4	0	9.10E-06
1	4	1	8.59E-06
1	4	2	7.37E-06
1	4	3	5.96E-06
1	4	4	4.72E-06
1	4	5	3.70E-06
1	5	0	5.97E-06
1	5	1	5.75E-06
1	5	2	5.18E-06
1	5	3	4.44E-06
1	5	4	3.70E-06
1	5	5	3.06E-06
2	0	0	1.64E-03
2	0	1	5.62E-04
2	0	2	3.24E-05
2	0	3	1.19E-05
2	0	4	7.75E-06
2	0	5	5.34E-06
2	1	0	5.62E-04
2	1	1	1.99E-04
2	1	2	2.12E-05
2	1	3	1.11E-05
2	1	4	7.37E-06
2	1	5	5.18E-06
2	2	0	3.24E-05
2	2	1	2.12E-05
2	2	2	1.30E-05
2	2	3	9.13E-06
2	2	4	6.43E-06
2	2	5	4.72E-06
2	3	0	1.19E-05
2	3	1	1.11E-05
2	3	2	9.13E-06
2	3	3	7.04E-06
2	3	4	5.35E-06
2	3	5	4.10E-06
2	4	0	7.75E-06
2	4	1	7.37E-06
2	4	2	6.43E-06
2	4	3	5.35E-06
2	4	4	4.32E-06
2	4	5	3.46E-06
2	5	0	5.34E-06
2	5	1	5.18E-06
2	5	2	4.72E-06
2	5	3	4.10E-06
2	5	4	3.46E-06
2	5	5	2.89E-06
3	0	0	1.85E-05
3	0	1	1.58E-05
3	0	2	1.19E-05
3	0	3	8.61E-06
3	0	4	6.20E-06
3	0	5	4.58E-06
3	1	0	1.58E-05
3	1	1	1.42E-05
3	1	2	1.11E-05
3	1	3	8.16E-06
3	1	4	5.96E-06
3	1	5	4.44E-06
3	2	0	1.19E-05
3	2	1	1.11E-05
3	2	2	9.13E-06
3	2	3	7.04E-06
3	2	4	5.35E-06
3	2	5	4.10E-06
3	3	0	8.61E-06
3	3	1	8.16E-06
3	3	2	7.04E-06
3	3	3	5.75E-06
3	3	4	4.58E-06
3	3	5	3.62E-06
3	4	0	6.20E-06
3	4	1	5.96E-06
3	4	2	5.35E-06
3	4	3	4.58E-06
3	4	4	3.80E-06
3	4	5	3.12E-06
3	5	0	4.58E-06
3	5	1	4.44E-06
3	5	2	4.10E-06
3	5	3	3.62E-06
3	5	4	3.12E-06
3	5	5	2.64E-06
4	0	0	9.68E-06
4	0	1	9.10E-06
4	0	2	7.75E-06
4	0	3	6.20E-06
4	0	4	4.85E-06
4	0	5	3.80E-06
4	1	0	9.10E-06
4	1	1	8.59E-06
4	1	2	7.37E-06
4	1	3	5.96E-06
4	1	4	4.72E-06
4	1	5	3.70E-06
4	2	0	7.75E-06
4	2	1	7.37E-06
4	2	2	6.43E-06
4	2	3	5.35E-06
4	2	4	4.32E-06
4	2	5	3.46E-06
4	3	0	6.20E-06
4	3	1	5.96E-06
4	3	2	5.35E-06
4	3	3	4.58E-06
4	3	4	3.80E-06
4	3	5	3.12E-06
4	4	0	4.85E-06
4	4	1	4.72E-06
4	4	2	4.32E-06
4	4	3	3.80E-06
4	4	4	3.25E-06
4	4	5	2.73E-06
4	5	0	3.80E-06
4	5	1	3.70E-06
4	5	2	3.46E-06
4	5	3	3.12E-06
4	5	4	2.73E-06
4	5	5	2.38E-06
5	0	0	6.20E-06
5	0	1	5.97E-06
5	0	2	5.34E-06
5	0	3	4.58E-06
5	0	4	3.80E-06
5	0	5	3.12E-06
5	1	0	5.97E-06
5	1	1	5.75E-06
5	1	2	5.18E-06
5	1	3	4.44E-06
5	1	4	3.70E-06
5	1	5	3.06E-06
5	2	0	5.34E-06
5	2	1	5.18E-06
5	2	2	4.72E-06
5	2	3	4.10E-06
5	2	4	3.46E-06
5	2	5	2.89E-06
5	3	0	4.58E-06
5	3	1	4.44E-06
5	3	2	4.10E-06
5	3	3	3.62E-06
5	3	4	3.12E-06
5	3	5	2.64E-06
5	4	0	3.80E-06
5	4	1	3.70E-06
5	4	2	3.46E-06
5	4	3	3.12E-06
5	4	4	2.73E-06
5	4	5	2.38E-06
5	5	0	3.12E-06
5	5	1	3.06E-06
5	5	2	2.89E-06
5	5	3	2.64E-06
5	5	4	2.38E-06
5	5	5	2.10E-06
