Y90 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	1.84E-01
0	0	1	1.04E-02
0	0	2	2.03E-06
0	0	3	7.63E-07
0	0	4	3.86E-07
0	0	5	2.29E-07
0	1	0	1.04E-02
0	1	1	8.29E-04
0	1	2	1.55E-06
0	1	3	6.72E-07
0	1	4	3.60E-07
0	1	5	2.18E-07
0	2	0	2.03E-06
0	2	1	1.55E-06
0	2	2	8.77E-07
0	2	3	4.93E-07
0	2	4	2.97E-07
0	2	5	1.91E-07
0	3	0	7.63E-07
0	3	1	6.72E-07
0	3	2	4.93E-07
0	3	3	3.37E-07
0	3	4	2.29E-07
0	3	5	1.58E-07
0	4	0	3.86E-07
0	4	1	3.60E-07
0	4	2	2.97E-07
0	4	3	2.29E-07
0	4	4	1.69E-07
0	4	5	1.26E-07
0	5	0	2.29E-07
0	5	1	2.18E-07
0	5	2	1.91E-07
0	5	3	1.58E-07
0	5	4	1.26E-07
0	5	5	9.86E-08
1	0	0	1.04E-02
1	0	1	8.29E-04
1	0	2	1.55E-06
1	0	3	6.72E-07
1	0	4	3.60E-07
1	0	5	2.18E-07
1	1	0	8.29E-04
1	1	1	7.62E-05
1	1	2	1.24E-06
1	1	3	6.01E-07
1	1	4	3.37E-07
1	1	5	2.08E-07
1	2	0	1.55E-06
1	2	1	1.24E-06
1	2	2	7.63E-07
1	2	3	4.52E-07
1	2	4	2.81E-07
1	2	5	1.84E-07
1	3	0	6.72E-07
1	3	1	6.01E-07
1	3	2	4.52E-07
1	3	3	3.16E-07
1	3	4	2.18E-07
1	3	5	1.53E-07
1	4	0	3.60E-07
1	4	1	3.37E-07
1	4	2	2.81E-07
1	4	3	2.18E-07
1	4	4	1.64E-07
1	4	5	1.22E-07
1	5	0	2.18E-07
1	5	1	2.08E-07
1	5	2	1.84E-07
1	5	3	1.53E-07
1	5	4	1.22E-07
1	5	5	9.61E-08
2	0	0	2.03E-06
2	0	1	1.55E-06
2	0	2	8.77E-07
2	0	3	4.93E-07
2	0	4	2.97E-07
2	0	5	1.91E-07
2	1	0	1.55E-06
2	1	1	1.24E-06
2	1	2	7.63E-07
2	1	3	4.52E-07
2	1	4	2.81E-07
2	1	5	1.84E-07
2	2	0	8.77E-07
2	2	1	7.63E-07
2	2	2	5.43E-07
2	2	3	3.60E-07
2	2	4	2.40E-07
2	2	5	1.64E-07
2	3	0	4.93E-07
2	3	1	4.52E-07
2	3	2	3.60E-07
2	3	3	2.65E-07
2	3	4	1.91E-07
2	3	5	1.38E-07
2	4	0	2.97E-07
2	4	1	2.81E-07
2	4	2	2.40E-07
2	4	3	1.91E-07
2	4	4	1.47E-07
2	4	5	1.13E-07
2	5	0	1.91E-07
2	5	1	1.84E-07
2	5	2	1.64E-07
2	5	3	1.38E-07
2	5	4	1.13E-07
2	5	5	8.97E-08
3	0	0	7.63E-07
3	0	1	6.72E-07
3	0	2	4.93E-07
3	0	3	3.37E-07
3	0	4	2.29E-07
3	0	5	1.58E-07
3	1	0	6.72E-07
3	1	1	6.01E-07
3	1	2	4.52E-07
3	1	3	3.16E-07
3	1	4	2.18E-07
3	1	5	1.53E-07
3	2	0	4.93E-07
3	2	1	4.52E-07
3	2	2	3.60E-07
3	2	3	2.65E-07
3	2	4	1.91E-07
3	2	5	1.38E-07
3	3	0	3.37E-07
3	3	1	3.16E-07
3	3	2	2.65E-07
3	3	3	2.08E-07
3	3	4	1.58E-07
3	3	5	1.19E-07
3	4	0	2.29E-07
3	4	1	2.18E-07
3	4	2	1.91E-07
3	4	3	1.58E-07
3	4	4	1.26E-07
3	4	5	9.87E-08
3	5	0	1.58E-07
3	5	1	1.53E-07
3	5	2	1.38E-07
3	5	3	1.19E-07
3	5	4	9.87E-08
3	5	5	8.02E-08
4	0	0	3.86E-07
4	0	1	3.60E-07
4	0	2	2.97E-07
4	0	3	2.29E-07
4	0	4	1.69E-07
4	0	5	1.26E-07
4	1	0	3.60E-07
4	1	1	3.37E-07
4	1	2	2.81E-07
4	1	3	2.18E-07
4	1	4	1.64E-07
4	1	5	1.22E-07
4	2	0	2.97E-07
4	2	1	2.81E-07
4	2	2	2.40E-07
4	2	3	1.91E-07
4	2	4	1.47E-07
4	2	5	1.13E-07
4	3	0	2.29E-07
4	3	1	2.18E-07
4	3	2	1.91E-07
4	3	3	1.58E-07
4	3	4	1.26E-07
4	3	5	9.87E-08
4	4	0	1.69E-07
4	4	1	1.64E-07
4	4	2	1.47E-07
4	4	3	1.26E-07
4	4	4	1.04E-07
4	4	5	8.39E-08
4	5	0	1.26E-07
4	5	1	1.22E-07
4	5	2	1.13E-07
4	5	3	9.87E-08
4	5	4	8.39E-08
4	5	5	6.97E-08
5	0	0	2.29E-07
5	0	1	2.18E-07
5	0	2	1.91E-07
5	0	3	1.58E-07
5	0	4	1.26E-07
5	0	5	9.86E-08
5	1	0	2.18E-07
5	1	1	2.08E-07
5	1	2	1.84E-07
5	1	3	1.53E-07
5	1	4	1.22E-07
5	1	5	9.61E-08
5	2	0	1.91E-07
5	2	1	1.84E-07
5	2	2	1.64E-07
5	2	3	1.38E-07
5	2	4	1.13E-07
5	2	5	8.97E-08
5	3	0	1.58E-07
5	3	1	1.53E-07
5	3	2	1.38E-07
5	3	3	1.19E-07
5	3	4	9.87E-08
5	3	5	8.02E-08
5	4	0	1.26E-07
5	4	1	1.22E-07
5	4	2	1.13E-07
5	4	3	9.87E-08
5	4	4	8.39E-08
5	4	5	6.97E-08
5	5	0	9.86E-08
5	5	1	9.61E-08
5	5	2	8.97E-08
5	5	3	8.02E-08
