Y90 - 3mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	1.59E+00
0	0	1	2.75E-01
0	0	2	2.05E-02
0	0	3	8.99E-04
0	0	4	4.97E-06
0	0	5	1.14E-06
0	1	0	2.75E-01
0	1	1	9.50E-02
0	1	2	1.11E-02
0	1	3	4.74E-04
0	1	4	3.01E-06
0	1	5	1.09E-06
0	2	0	2.05E-02
0	2	1	1.11E-02
0	2	2	1.79E-03
0	2	3	6.02E-05
0	2	4	1.54E-06
0	2	5	9.54E-07
0	3	0	8.99E-04
0	3	1	4.74E-04
0	3	2	6.02E-05
0	3	3	2.15E-06
0	3	4	1.14E-06
0	3	5	7.91E-07
0	4	0	4.97E-06
0	4	1	3.01E-06
0	4	2	1.54E-06
0	4	3	1.14E-06
0	4	4	8.51E-07
0	4	5	6.37E-07
0	5	0	1.14E-06
0	5	1	1.09E-06
0	5	2	9.54E-07
0	5	3	7.91E-07
0	5	4	6.37E-07
0	5	5	5.08E-07
1	0	0	2.75E-01
1	0	1	9.50E-02
1	0	2	1.11E-02
1	0	3	4.74E-04
1	0	4	3.01E-06
1	0	5	1.09E-06
1	1	0	9.50E-02
1	1	1	4.29E-02
1	1	2	6.11E-03
1	1	3	2.45E-04
1	1	4	2.15E-06
1	1	5	1.04E-06
1	2	0	1.11E-02
1	2	1	6.11E-03
1	2	2	8.99E-04
1	2	3	2.97E-05
1	2	4	1.42E-06
1	2	5	9.16E-07
1	3	0	4.74E-04
1	3	1	2.45E-04
1	3	2	2.97E-05
1	3	3	1.87E-06
1	3	4	1.09E-06
1	3	5	7.65E-07
1	4	0	3.01E-06
1	4	1	2.15E-06
1	4	2	1.42E-06
1	4	3	1.09E-06
1	4	4	8.22E-07
1	4	5	6.20E-07
1	5	0	1.09E-06
1	5	1	1.04E-06
1	5	2	9.16E-07
1	5	3	7.65E-07
1	5	4	6.20E-07
1	5	5	4.95E-07
2	0	0	2.05E-02
2	0	1	1.11E-02
2	0	2	1.79E-03
2	0	3	6.02E-05
2	0	4	1.54E-06
2	0	5	9.54E-07
2	1	0	1.11E-02
2	1	1	6.11E-03
2	1	2	8.99E-04
2	1	3	2.97E-05
2	1	4	1.42E-06
2	1	5	9.16E-07
2	2	0	1.79E-03
2	2	1	8.99E-04
2	2	2	1.33E-04
2	2	3	3.01E-06
2	2	4	1.20E-06
2	2	5	8.22E-07
2	3	0	6.02E-05
2	3	1	2.97E-05
2	3	2	3.01E-06
2	3	3	1.34E-06
2	3	4	9.54E-07
2	3	5	6.96E-07
2	4	0	1.54E-06
2	4	1	1.42E-06
2	4	2	1.20E-06
2	4	3	9.54E-07
2	4	4	7.42E-07
2	4	5	5.73E-07
2	5	0	9.54E-07
2	5	1	9.16E-07
2	5	2	8.22E-07
2	5	3	6.96E-07
2	5	4	5.73E-07
2	5	5	4.64E-07
3	0	0	8.99E-04
3	0	1	4.74E-04
3	0	2	6.02E-05
3	0	3	2.15E-06
3	0	4	1.14E-06
3	0	5	7.91E-07
3	1	0	4.74E-04
3	1	1	2.45E-04
3	1	2	2.97E-05
3	1	3	1.87E-06
3	1	4	1.09E-06
3	1	5	7.65E-07
3	2	0	6.02E-05
3	2	1	2.97E-05
3	2	2	3.01E-06
3	2	3	1.34E-06
3	2	4	9.54E-07
3	2	5	6.96E-07
3	3	0	2.15E-06
3	3	1	1.87E-06
3	3	2	1.34E-06
3	3	3	1.04E-06
3	3	4	7.91E-07
3	3	5	6.06E-07
3	4	0	1.14E-06
3	4	1	1.09E-06
3	4	2	9.54E-07
3	4	3	7.91E-07
3	4	4	6.37E-07
3	4	5	5.08E-07
3	5	0	7.91E-07
3	5	1	7.65E-07
3	5	2	6.96E-07
3	5	3	6.06E-07
3	5	4	5.08E-07
3	5	5	4.20E-07
4	0	0	4.97E-06
4	0	1	3.01E-06
4	0	2	1.54E-06
4	0	3	1.14E-06
4	0	4	8.51E-07
4	0	5	6.37E-07
4	1	0	3.01E-06
4	1	1	2.15E-06
4	1	2	1.42E-06
4	1	3	1.09E-06
4	1	4	8.22E-07
4	1	5	6.20E-07
4	2	0	1.54E-06
4	2	1	1.42E-06
4	2	2	1.20E-06
4	2	3	9.54E-07
4	2	4	7.42E-07
4	2	5	5.73E-07
4	3	0	1.14E-06
4	3	1	1.09E-06
4	3	2	9.54E-07
4	3	3	7.91E-07
4	3	4	6.37E-07
4	3	5	5.08E-07
4	4	0	8.51E-07
4	4	1	8.22E-07
4	4	2	7.42E-07
4	4	3	6.37E-07
4	4	4	5.33E-07
4	4	5	4.37E-07
4	5	0	6.37E-07
4	5	1	6.20E-07
4	5	2	5.73E-07
4	5	3	5.08E-07
4	5	4	4.37E-07
4	5	5	3.68E-07
5	0	0	1.14E-06
