Re188 - 3.9mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	6.97E-01
0	0	1	5.57E-02
0	0	2	6.12E-05
0	0	3	2.20E-05
0	0	4	1.23E-05
0	0	5	7.86E-06
0	1	0	5.57E-02
0	1	1	6.90E-03
0	1	2	4.17E-05
0	1	3	1.98E-05
0	1	4	1.16E-05
0	1	5	7.54E-06
0	2	0	6.12E-05
0	2	1	4.17E-05
0	2	2	2.48E-05
0	2	3	1.52E-05
0	2	4	9.84E-06
0	2	5	6.77E-06
0	3	0	2.20E-05
0	3	1	1.98E-05
0	3	2	1.52E-05
0	3	3	1.09E-05
0	3	4	7.86E-06
0	3	5	5.76E-06
0	4	0	1.23E-05
0	4	1	1.16E-05
0	4	2	9.84E-06
0	4	3	7.86E-06
0	4	4	6.12E-06
0	4	5	4.76E-06
0	5	0	7.86E-06
0	5	1	7.54E-06
0	5	2	6.77E-06
0	5	3	5.76E-06
0	5	4	4.76E-06
0	5	5	3.88E-06
1	0	0	5.57E-02
1	0	1	6.90E-03
1	0	2	4.17E-05
1	0	3	1.98E-05
1	0	4	1.16E-05
1	0	5	7.54E-06
1	1	0	6.90E-03
1	1	1	1.04E-03
1	1	2	3.35E-05
1	1	3	1.80E-05
1	1	4	1.09E-05
1	1	5	7.29E-06
1	2	0	4.17E-05
1	2	1	3.35E-05
1	2	2	2.20E-05
1	2	3	1.41E-05
1	2	4	9.38E-06
1	2	5	6.54E-06
1	3	0	1.98E-05
1	3	1	1.80E-05
1	3	2	1.41E-05
1	3	3	1.04E-05
1	3	4	7.56E-06
1	3	5	5.58E-06
1	4	0	1.16E-05
1	4	1	1.09E-05
1	4	2	9.38E-06
1	4	3	7.56E-06
1	4	4	5.93E-06
1	4	5	4.63E-06
1	5	0	7.54E-06
1	5	1	7.29E-06
1	5	2	6.54E-06
1	5	3	5.58E-06
1	5	4	4.63E-06
1	5	5	3.78E-06
2	0	0	6.12E-05
2	0	1	4.17E-05
2	0	2	2.48E-05
2	0	3	1.52E-05
2	0	4	9.84E-06
2	0	5	6.77E-06
2	1	0	4.17E-05
2	1	1	3.35E-05
2	1	2	2.20E-05
2	1	3	1.41E-05
2	1	4	9.38E-06
2	1	5	6.54E-06
2	2	0	2.48E-05
2	2	1	2.20E-05
2	2	2	1.64E-05
2	2	3	1.16E-05
2	2	4	8.18E-06
2	2	5	5.93E-06
2	3	0	1.52E-05
2	3	1	1.41E-05
2	3	2	1.16E-05
2	3	3	8.93E-06
2	3	4	6.77E-06
2	3	5	5.14E-06
2	4	0	9.84E-06
2	4	1	9.38E-06
2	4	2	8.18E-06
2	4	3	6.77E-06
2	4	4	5.44E-06
2	4	5	4.33E-06
2	5	0	6.77E-06
2	5	1	6.54E-06
2	5	2	5.93E-06
2	5	3	5.14E-06
2	5	4	4.33E-06
2	5	5	3.59E-06
3	0	0	2.20E-05
3	0	1	1.98E-05
3	0	2	1.52E-05
3	0	3	1.09E-05
3	0	4	7.86E-06
3	0	5	5.76E-06
3	1	0	1.98E-05
3	1	1	1.80E-05
3	1	2	1.41E-05
3	1	3	1.04E-05
3	1	4	7.56E-06
3	1	5	5.58E-06
3	2	0	1.52E-05
3	2	1	1.41E-05
3	2	2	1.16E-05
3	2	3	8.93E-06
3	2	4	6.77E-06
3	2	5	5.14E-06
3	3	0	1.09E-05
3	3	1	1.04E-05
3	3	2	8.93E-06
3	3	3	7.27E-06
3	3	4	5.74E-06
3	3	5	4.53E-06
3	4	0	7.86E-06
3	4	1	7.56E-06
3	4	2	6.77E-06
3	4	3	5.74E-06
3	4	4	4.75E-06
3	4	5	3.88E-06
3	5	0	5.76E-06
3	5	1	5.58E-06
3	5	2	5.14E-06
3	5	3	4.53E-06
3	5	4	3.88E-06
3	5	5	3.28E-06
4	0	0	1.23E-05
4	0	1	1.16E-05
4	0	2	9.84E-06
4	0	3	7.86E-06
4	0	4	6.12E-06
4	0	5	4.76E-06
4	1	0	1.16E-05
4	1	1	1.09E-05
4	1	2	9.38E-06
4	1	3	7.56E-06
4	1	4	5.93E-06
4	1	5	4.63E-06
4	2	0	9.84E-06
4	2	1	9.38E-06
4	2	2	8.18E-06
4	2	3	6.77E-06
4	2	4	5.44E-06
4	2	5	4.33E-06
4	3	0	7.86E-06
4	3	1	7.56E-06
4	3	2	6.77E-06
4	3	3	5.74E-06
4	3	4	4.75E-06
4	3	5	3.88E-06
4	4	0	6.12E-06
