Sr89 - 2.33mm - Bone compact			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.26E+00
0	0	1	2.15E-01
0	0	2	2.70E-04
0	0	3	4.61E-06
0	0	4	2.19E-06
0	0	5	1.25E-06
0	1	0	2.15E-01
0	1	1	3.28E-02
0	1	2	5.65E-05
0	1	3	4.01E-06
0	1	4	2.03E-06
0	1	5	1.20E-06
0	2	0	2.70E-04
0	2	1	5.65E-05
0	2	2	5.42E-06
0	2	3	2.86E-06
0	2	4	1.66E-06
0	2	5	1.05E-06
0	3	0	4.61E-06
0	3	1	4.01E-06
0	3	2	2.86E-06
0	3	3	1.90E-06
0	3	4	1.26E-06
0	3	5	8.64E-07
0	4	0	2.19E-06
0	4	1	2.03E-06
0	4	2	1.66E-06
0	4	3	1.26E-06
0	4	4	9.32E-07
0	4	5	6.83E-07
0	5	0	1.25E-06
0	5	1	1.20E-06
0	5	2	1.05E-06
0	5	3	8.64E-07
0	5	4	6.83E-07
0	5	5	5.38E-07
1	0	0	2.15E-01
1	0	1	3.28E-02
1	0	2	5.65E-05
1	0	3	4.01E-06
1	0	4	2.03E-06
1	0	5	1.20E-06
1	1	0	3.28E-02
1	1	1	5.89E-03
1	1	2	1.61E-05
1	1	3	3.55E-06
1	1	4	1.89E-06
1	1	5	1.15E-06
1	2	0	5.65E-05
1	2	1	1.61E-05
1	2	2	4.62E-06
1	2	3	2.60E-06
1	2	4	1.57E-06
1	2	5	1.00E-06
1	3	0	4.01E-06
1	3	1	3.55E-06
1	3	2	2.60E-06
1	3	3	1.77E-06
1	3	4	1.20E-06
1	3	5	8.34E-07
1	4	0	2.03E-06
1	4	1	1.89E-06
1	4	2	1.57E-06
1	4	3	1.20E-06
1	4	4	8.95E-07
1	4	5	6.69E-07
1	5	0	1.20E-06
1	5	1	1.15E-06
1	5	2	1.00E-06
1	5	3	8.34E-07
1	5	4	6.69E-07
1	5	5	5.28E-07
2	0	0	2.70E-04
2	0	1	5.65E-05
2	0	2	5.42E-06
2	0	3	2.86E-06
2	0	4	1.66E-06
2	0	5	1.05E-06
2	1	0	5.65E-05
2	1	1	1.61E-05
2	1	2	4.62E-06
2	1	3	2.60E-06
2	1	4	1.57E-06
2	1	5	1.00E-06
2	2	0	5.42E-06
2	2	1	4.62E-06
2	2	2	3.17E-06
2	2	3	2.04E-06
2	2	4	1.32E-06
2	2	5	8.96E-07
2	3	0	2.86E-06
2	3	1	2.60E-06
2	3	2	2.04E-06
2	3	3	1.48E-06
2	3	4	1.05E-06
2	3	5	7.52E-07
2	4	0	1.66E-06
