Sm153 - 2.21mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.36E+00
0	0	1	1.32E-01
0	0	2	1.89E-04
0	0	3	8.27E-05
0	0	4	4.76E-05
0	0	5	3.14E-05
0	1	0	1.32E-01
0	1	1	1.26E-02
0	1	2	1.48E-04
0	1	3	7.52E-05
0	1	4	4.51E-05
0	1	5	3.03E-05
0	2	0	1.89E-04
0	2	1	1.48E-04
0	2	2	9.33E-05
0	2	3	5.84E-05
0	2	4	3.87E-05
0	2	5	2.73E-05
0	3	0	8.27E-05
0	3	1	7.52E-05
0	3	2	5.84E-05
0	3	3	4.30E-05
0	3	4	3.14E-05
0	3	5	2.35E-05
0	4	0	4.76E-05
0	4	1	4.51E-05
0	4	2	3.87E-05
0	4	3	3.14E-05
0	4	4	2.50E-05
0	4	5	1.98E-05
0	5	0	3.14E-05
0	5	1	3.03E-05
0	5	2	2.73E-05
0	5	3	2.35E-05
0	5	4	1.98E-05
0	5	5	1.65E-05
1	0	0	1.32E-01
1	0	1	1.26E-02
1	0	2	1.48E-04
1	0	3	7.52E-05
1	0	4	4.51E-05
1	0	5	3.03E-05
1	1	0	1.26E-02
1	1	1	1.65E-03
1	1	2	1.24E-04
1	1	3	6.83E-05
1	1	4	4.28E-05
1	1	5	2.92E-05
1	2	0	1.48E-04
1	2	1	1.24E-04
1	2	2	8.30E-05
1	2	3	5.43E-05
1	2	4	3.71E-05
1	2	5	2.65E-05
1	3	0	7.52E-05
1	3	1	6.83E-05
1	3	2	5.43E-05
1	3	3	4.08E-05
1	3	4	3.02E-05
1	3	5	2.28E-05
1	4	0	4.51E-05
1	4	1	4.28E-05
1	4	2	3.71E-05
1	4	3	3.02E-05
1	4	4	2.41E-05
1	4	5	1.93E-05
1	5	0	3.03E-05
1	5	1	2.92E-05
1	5	2	2.65E-05
1	5	3	2.28E-05
1	5	4	1.93E-05
1	5	5	1.61E-05
2	0	0	1.89E-04
2	0	1	1.48E-04
2	0	2	9.33E-05
2	0	3	5.84E-05
2	0	4	3.87E-05
2	0	5	2.73E-05
2	1	0	1.48E-04
2	1	1	1.24E-04
2	1	2	8.30E-05
2	1	3	5.43E-05
2	1	4	3.71E-05
2	1	5	2.65E-05
2	2	0	9.33E-05
2	2	1	8.30E-05
2	2	2	6.29E-05
2	2	3	4.52E-05
2	2	4	3.27E-05
2	2	5	2.44E-05
2	3	0	5.84E-05
2	3	1	5.43E-05
2	3	2	4.52E-05
2	3	3	3.54E-05
2	3	4	2.74E-05
2	3	5	2.11E-05
2	4	0	3.87E-05
2	4	1	3.71E-05
2	4	2	3.27E-05
2	4	3	2.74E-05
2	4	4	2.23E-05
2	4	5	1.81E-05
2	5	0	2.73E-05
2	5	1	2.65E-05
2	5	2	2.44E-05
2	5	3	2.11E-05
2	5	4	1.81E-05
2	5	5	1.52E-05
3	0	0	8.27E-05
3	0	1	7.52E-05
3	0	2	5.84E-05
3	0	3	4.30E-05
3	0	4	3.14E-05
3	0	5	2.35E-05
3	1	0	7.52E-05
3	1	1	6.83E-05
3	1	2	5.43E-05
3	1	3	4.08E-05
3	1	4	3.02E-05
3	1	5	2.28E-05
3	2	0	5.84E-05
3	2	1	5.43E-05
3	2	2	4.52E-05
3	2	3	3.54E-05
3	2	4	2.74E-05
3	2	5	2.11E-05
3	3	0	4.30E-05
3	3	1	4.08E-05
3	3	2	3.54E-05
3	3	3	2.91E-05
3	3	4	2.34E-05
3	3	5	1.89E-05
3	4	0	3.14E-05
3	4	1	3.02E-05
3	4	2	2.74E-05
3	4	3	2.34E-05
3	4	4	1.98E-05
3	4	5	1.64E-05
3	5	0	2.35E-05
3	5	1	2.28E-05
3	5	2	2.11E-05
3	5	3	1.89E-05
3	5	4	1.64E-05
3	5	5	1.40E-05
4	0	0	4.76E-05
4	0	1	4.51E-05
4	0	2	3.87E-05
4	0	3	3.14E-05
4	0	4	2.50E-05
4	0	5	1.98E-05
4	1	0	4.51E-05
4	1	1	4.28E-05
4	1	2	3.71E-05
4	1	3	3.02E-05
4	1	4	2.41E-05
4	1	5	1.93E-05
4	2	0	3.87E-05
4	2	1	3.71E-05
4	2	2	3.27E-05
4	2	3	2.74E-05
4	2	4	2.23E-05
4	2	5	1.81E-05
4	3	0	3.14E-05
4	3	1	3.02E-05
4	3	2	2.74E-05
4	3	3	2.34E-05
4	3	4	1.98E-05
4	3	5	1.64E-05
4	4	0	2.50E-05
4	4	1	2.41E-05
4	4	2	2.23E-05
4	4	3	1.98E-05
4	4	4	1.70E-05
4	4	5	1.45E-05
4	5	0	1.98E-05
4	5	1	1.93E-05
4	5	2	1.81E-05
4	5	3	1.64E-05
4	5	4	1.45E-05
