Sr89 - 9.28mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	5.47E-02
0	0	1	1.30E-03
0	0	2	4.33E-07
0	0	3	1.58E-07
0	0	4	7.74E-08
0	0	5	4.41E-08
0	1	0	1.30E-03
0	1	1	4.29E-05
0	1	2	3.29E-07
0	1	3	1.39E-07
0	1	4	7.19E-08
0	1	5	4.18E-08
0	2	0	4.33E-07
0	2	1	3.29E-07
0	2	2	1.83E-07
0	2	3	1.00E-07
0	2	4	5.84E-08
0	2	5	3.62E-08
0	3	0	1.58E-07
0	3	1	1.39E-07
0	3	2	1.00E-07
0	3	3	6.68E-08
0	3	4	4.39E-08
0	3	5	2.94E-08
0	4	0	7.74E-08
0	4	1	7.19E-08
0	4	2	5.84E-08
0	4	3	4.39E-08
0	4	4	3.19E-08
0	4	5	2.28E-08
0	5	0	4.41E-08
0	5	1	4.18E-08
0	5	2	3.62E-08
0	5	3	2.94E-08
0	5	4	2.28E-08
0	5	5	1.73E-08
1	0	0	1.30E-03
1	0	1	4.29E-05
1	0	2	3.29E-07
1	0	3	1.39E-07
1	0	4	7.19E-08
1	0	5	4.18E-08
1	1	0	4.29E-05
1	1	1	2.14E-06
1	1	2	2.62E-07
1	1	3	1.23E-07
1	1	4	6.69E-08
1	1	5	3.97E-08
1	2	0	3.29E-07
1	2	1	2.62E-07
1	2	2	1.58E-07
1	2	3	9.14E-08
1	2	4	5.50E-08
1	2	5	3.46E-08
1	3	0	1.39E-07
1	3	1	1.23E-07
1	3	2	9.14E-08
1	3	3	6.24E-08
1	3	4	4.18E-08
1	3	5	2.83E-08
1	4	0	7.19E-08
1	4	1	6.69E-08
1	4	2	5.50E-08
1	4	3	4.18E-08
1	4	4	3.05E-08
1	4	5	2.21E-08
1	5	0	4.18E-08
1	5	1	3.97E-08
1	5	2	3.46E-08
1	5	3	2.83E-08
1	5	4	2.21E-08
1	5	5	1.69E-08
2	0	0	4.33E-07
2	0	1	3.29E-07
2	0	2	1.83E-07
2	0	3	1.00E-07
2	0	4	5.84E-08
2	0	5	3.62E-08
2	1	0	3.29E-07
2	1	1	2.62E-07
2	1	2	1.58E-07
2	1	3	9.14E-08
2	1	4	5.50E-08
2	1	5	3.46E-08
2	2	0	1.83E-07
2	2	1	1.58E-07
2	2	2	1.11E-07
2	2	3	7.18E-08
2	2	4	4.63E-08
2	2	5	3.06E-08
2	3	0	1.00E-07
2	3	1	9.14E-08
2	3	2	7.18E-08
2	3	3	5.17E-08
2	3	4	3.62E-08
2	3	5	2.52E-08
2	4	0	5.84E-08
2	4	1	5.50E-08
2	4	2	4.63E-08
2	4	3	3.62E-08
2	4	4	2.72E-08
2	4	5	2.01E-08
2	5	0	3.62E-08
2	5	1	3.46E-08
2	5	2	3.06E-08
2	5	3	2.52E-08
2	5	4	2.01E-08
2	5	5	1.55E-08
3	0	0	1.58E-07
3	0	1	1.39E-07
3	0	2	1.00E-07
3	0	3	6.68E-08
3	0	4	4.39E-08
3	0	5	2.94E-08
3	1	0	1.39E-07
3	1	1	1.23E-07
3	1	2	9.14E-08
3	1	3	6.24E-08
3	1	4	4.18E-08
3	1	5	2.83E-08
3	2	0	1.00E-07
3	2	1	9.14E-08
3	2	2	7.18E-08
3	2	3	5.17E-08
3	2	4	3.62E-08
3	2	5	2.52E-08
3	3	0	6.68E-08
3	3	1	6.24E-08
3	3	2	5.17E-08
3	3	3	3.97E-08
3	3	4	2.93E-08
3	3	5	2.13E-08
3	4	0	4.39E-08
3	4	1	4.18E-08
3	4	2	3.62E-08
3	4	3	2.93E-08
3	4	4	2.29E-08
3	4	5	1.73E-08
3	5	0	2.94E-08
3	5	1	2.83E-08
3	5	2	2.52E-08
3	5	3	2.13E-08
3	5	4	1.73E-08
3	5	5	1.37E-08
4	0	0	7.74E-08
4	0	1	7.19E-08
4	0	2	5.84E-08
4	0	3	4.39E-08
4	0	4	3.19E-08
4	0	5	2.28E-08
4	1	0	7.19E-08
4	1	1	6.69E-08
4	1	2	5.50E-08
4	1	3	4.18E-08
4	1	4	3.05E-08
4	1	5	2.21E-08
4	2	0	5.84E-08
4	2	1	5.50E-08
4	2	2	4.63E-08
4	2	3	3.62E-08
4	2	4	2.72E-08
4	2	5	2.01E-08
4	3	0	4.39E-08
4	3	1	4.18E-08
4	3	2	3.62E-08
4	3	3	2.93E-08
4	3	4	2.29E-08
4	3	5	1.73E-08
4	4	0	3.19E-08
4	4	1	3.05E-08
