Lu177 - 5mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	9.20E-02
0	0	1	7.64E-04
0	0	2	2.11E-05
0	0	3	9.34E-06
0	0	4	5.25E-06
0	0	5	3.31E-06
0	1	0	7.64E-04
0	1	1	5.21E-05
0	1	2	1.69E-05
0	1	3	8.43E-06
0	1	4	4.93E-06
0	1	5	3.18E-06
0	2	0	2.11E-05
0	2	1	1.69E-05
0	2	2	1.05E-05
0	2	3	6.47E-06
0	2	4	4.18E-06
0	2	5	2.84E-06
0	3	0	9.34E-06
0	3	1	8.43E-06
0	3	2	6.47E-06
0	3	3	4.66E-06
0	3	4	3.32E-06
0	3	5	2.41E-06
0	4	0	5.25E-06
0	4	1	4.93E-06
0	4	2	4.18E-06
0	4	3	3.32E-06
0	4	4	2.57E-06
0	4	5	1.96E-06
0	5	0	3.31E-06
0	5	1	3.18E-06
0	5	2	2.84E-06
0	5	3	2.41E-06
0	5	4	1.96E-06
0	5	5	1.59E-06
1	0	0	7.64E-04
1	0	1	5.21E-05
1	0	2	1.69E-05
1	0	3	8.43E-06
1	0	4	4.93E-06
1	0	5	3.18E-06
1	1	0	5.21E-05
1	1	1	2.89E-05
1	1	2	1.41E-05
1	1	3	7.66E-06
1	1	4	4.66E-06
1	1	5	3.06E-06
1	2	0	1.69E-05
1	2	1	1.41E-05
1	2	2	9.37E-06
1	2	3	6.01E-06
1	2	4	3.97E-06
1	2	5	2.74E-06
1	3	0	8.43E-06
1	3	1	7.66E-06
1	3	2	6.01E-06
1	3	3	4.39E-06
1	3	4	3.19E-06
1	3	5	2.33E-06
1	4	0	4.93E-06
1	4	1	4.66E-06
1	4	2	3.97E-06
1	4	3	3.19E-06
1	4	4	2.48E-06
1	4	5	1.92E-06
1	5	0	3.18E-06
1	5	1	3.06E-06
1	5	2	2.74E-06
1	5	3	2.33E-06
1	5	4	1.92E-06
1	5	5	1.55E-06
2	0	0	2.11E-05
2	0	1	1.69E-05
2	0	2	1.05E-05
2	0	3	6.47E-06
2	0	4	4.18E-06
2	0	5	2.84E-06
2	1	0	1.69E-05
2	1	1	1.41E-05
2	1	2	9.37E-06
2	1	3	6.01E-06
2	1	4	3.97E-06
2	1	5	2.74E-06
2	2	0	1.05E-05
2	2	1	9.37E-06
2	2	2	7.01E-06
2	2	3	4.93E-06
2	2	4	3.46E-06
2	2	5	2.48E-06
2	3	0	6.47E-06
2	3	1	6.01E-06
2	3	2	4.93E-06
2	3	3	3.80E-06
2	3	4	2.84E-06
2	3	5	2.14E-06
2	4	0	4.18E-06
2	4	1	3.97E-06
2	4	2	3.46E-06
2	4	3	2.84E-06
2	4	4	2.26E-06
2	4	5	1.78E-06
2	5	0	2.84E-06
2	5	1	2.74E-06
2	5	2	2.48E-06
2	5	3	2.14E-06
2	5	4	1.78E-06
2	5	5	1.45E-06
3	0	0	9.34E-06
3	0	1	8.43E-06
3	0	2	6.47E-06
3	0	3	4.66E-06
3	0	4	3.32E-06
3	0	5	2.41E-06
3	1	0	8.43E-06
3	1	1	7.66E-06
3	1	2	6.01E-06
3	1	3	4.39E-06
3	1	4	3.19E-06
3	1	5	2.33E-06
3	2	0	6.47E-06
3	2	1	6.01E-06
3	2	2	4.93E-06
3	2	3	3.80E-06
3	2	4	2.84E-06
3	2	5	2.14E-06
3	3	0	4.66E-06
3	3	1	4.39E-06
3	3	2	3.80E-06
3	3	3	3.06E-06
3	3	4	2.40E-06
3	3	5	1.88E-06
3	4	0	3.32E-06
3	4	1	3.19E-06
3	4	2	2.84E-06
3	4	3	2.40E-06
3	4	4	1.97E-06
3	4	5	1.59E-06
3	5	0	2.41E-06
3	5	1	2.33E-06
3	5	2	2.14E-06
3	5	3	1.88E-06
3	5	4	1.59E-06
3	5	5	1.32E-06
4	0	0	5.25E-06
4	0	1	4.93E-06
4	0	2	4.18E-06
4	0	3	3.32E-06
4	0	4	2.57E-06
4	0	5	1.96E-06
4	1	0	4.93E-06
4	1	1	4.66E-06
4	1	2	3.97E-06
4	1	3	3.19E-06
4	1	4	2.48E-06
4	1	5	1.92E-06
4	2	0	4.18E-06
4	2	1	3.97E-06
4	2	2	3.46E-06
4	2	3	2.84E-06
4	2	4	2.26E-06
4	2	5	1.78E-06
4	3	0	3.32E-06
4	3	1	3.19E-06
4	3	2	2.84E-06
4	3	3	2.40E-06
4	3	4	1.97E-06
4	3	5	1.59E-06
4	4	0	2.57E-06
4	4	1	2.48E-06
4	4	2	2.26E-06
4	4	3	1.97E-06
4	4	4	1.65E-06
4	4	5	1.37E-06
4	5	0	1.96E-06
4	5	1	1.92E-06
4	5	2	1.78E-06
4	5	3	1.59E-06
4	5	4	1.37E-06
4	5	5	1.16E-06
5	0	0	3.31E-06
5	0	1	3.18E-06
5	0	2	2.84E-06
5	0	3	2.41E-06
5	0	4	1.96E-06
5	0	5	1.59E-06
5	1	0	3.18E-06
5	1	1	3.06E-06
5	1	2	2.74E-06
5	1	3	2.33E-06
5	1	4	1.92E-06
5	1	5	1.55E-06
5	2	0	2.84E-06
5	2	1	2.74E-06
5	2	2	2.48E-06
5	2	3	2.14E-06
5	2	4	1.78E-06
5	2	5	1.45E-06
5	3	0	2.41E-06
5	3	1	2.33E-06
5	3	2	2.14E-06
5	3	3	1.88E-06
5	3	4	1.59E-06
5	3	5	1.32E-06
5	4	0	1.96E-06
5	4	1	1.92E-06
5	4	2	1.78E-06
5	4	3	1.59E-06
5	4	4	1.37E-06
5	4	5	1.16E-06
5	5	0	1.59E-06
5	5	1	1.55E-06
5	5	2	1.45E-06
5	5	3	1.32E-06
5	5	4	1.16E-06
5	5	5	1.01E-06
