Re186 - 6mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	1.16E-01
0	0	1	2.42E-03
0	0	2	1.20E-05
0	0	3	5.16E-06
0	0	4	2.78E-06
0	0	5	1.68E-06
0	1	0	2.42E-03
0	1	1	9.49E-05
0	1	2	9.54E-06
0	1	3	4.62E-06
0	1	4	2.60E-06
0	1	5	1.61E-06
0	2	0	1.20E-05
0	2	1	9.54E-06
0	2	2	5.86E-06
0	2	3	3.49E-06
0	2	4	2.17E-06
0	2	5	1.42E-06
0	3	0	5.16E-06
0	3	1	4.62E-06
0	3	2	3.49E-06
0	3	3	2.45E-06
0	3	4	1.68E-06
0	3	5	1.17E-06
0	4	0	2.78E-06
0	4	1	2.60E-06
0	4	2	2.17E-06
0	4	3	1.68E-06
0	4	4	1.26E-06
0	4	5	9.33E-07
0	5	0	1.68E-06
0	5	1	1.61E-06
0	5	2	1.42E-06
0	5	3	1.17E-06
0	5	4	9.33E-07
0	5	5	7.26E-07
1	0	0	2.42E-03
1	0	1	9.49E-05
1	0	2	9.54E-06
1	0	3	4.62E-06
1	0	4	2.60E-06
1	0	5	1.61E-06
1	1	0	9.49E-05
1	1	1	1.88E-05
1	1	2	7.91E-06
1	1	3	4.18E-06
1	1	4	2.44E-06
1	1	5	1.54E-06
1	2	0	9.54E-06
1	2	1	7.91E-06
1	2	2	5.18E-06
1	2	3	3.22E-06
1	2	4	2.05E-06
1	2	5	1.36E-06
1	3	0	4.62E-06
1	3	1	4.18E-06
1	3	2	3.22E-06
1	3	3	2.30E-06
1	3	4	1.61E-06
1	3	5	1.13E-06
1	4	0	2.60E-06
1	4	1	2.44E-06
1	4	2	2.05E-06
1	4	3	1.61E-06
1	4	4	1.21E-06
1	4	5	9.03E-07
1	5	0	1.61E-06
1	5	1	1.54E-06
1	5	2	1.36E-06
1	5	3	1.13E-06
1	5	4	9.03E-07
1	5	5	7.06E-07
2	0	0	1.20E-05
2	0	1	9.54E-06
2	0	2	5.86E-06
2	0	3	3.49E-06
2	0	4	2.17E-06
2	0	5	1.42E-06
2	1	0	9.54E-06
2	1	1	7.91E-06
2	1	2	5.18E-06
2	1	3	3.22E-06
2	1	4	2.05E-06
2	1	5	1.36E-06
2	2	0	5.86E-06
