Sr89 - 3mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	1.54E+00
0	0	1	1.91E-01
0	0	2	2.25E-03
0	0	3	2.02E-06
0	0	4	8.85E-07
0	0	5	5.13E-07
0	1	0	1.91E-01
0	1	1	4.22E-02
0	1	2	6.67E-04
0	1	3	1.64E-06
0	1	4	8.20E-07
0	1	5	4.90E-07
0	2	0	2.25E-03
0	2	1	6.67E-04
0	2	2	1.06E-05
0	2	3	1.15E-06
0	2	4	6.72E-07
0	2	5	4.27E-07
0	3	0	2.02E-06
0	3	1	1.64E-06
0	3	2	1.15E-06
0	3	3	7.67E-07
0	3	4	5.11E-07
0	3	5	3.54E-07
0	4	0	8.85E-07
0	4	1	8.20E-07
0	4	2	6.72E-07
0	4	3	5.11E-07
0	4	4	3.81E-07
0	4	5	2.84E-07
0	5	0	5.13E-07
0	5	1	4.90E-07
0	5	2	4.27E-07
0	5	3	3.54E-07
0	5	4	2.84E-07
0	5	5	2.24E-07
1	0	0	1.91E-01
1	0	1	4.22E-02
1	0	2	6.67E-04
1	0	3	1.64E-06
1	0	4	8.20E-07
1	0	5	4.90E-07
1	1	0	4.22E-02
1	1	1	1.14E-02
1	1	2	1.94E-04
1	1	3	1.43E-06
1	1	4	7.65E-07
1	1	5	4.66E-07
1	2	0	6.67E-04
1	2	1	1.94E-04
1	2	2	3.93E-06
1	2	3	1.05E-06
1	2	4	6.33E-07
1	2	5	4.12E-07
1	3	0	1.64E-06
1	3	1	1.43E-06
1	3	2	1.05E-06
1	3	3	7.15E-07
1	3	4	4.87E-07
1	3	5	3.42E-07
1	4	0	8.20E-07
1	4	1	7.65E-07
1	4	2	6.33E-07
1	4	3	4.87E-07
1	4	4	3.67E-07
1	4	5	2.77E-07
1	5	0	4.90E-07
1	5	1	4.66E-07
1	5	2	4.12E-07
1	5	3	3.42E-07
1	5	4	2.77E-07
1	5	5	2.19E-07
2	0	0	2.25E-03
2	0	1	6.67E-04
2	0	2	1.06E-05
2	0	3	1.15E-06
2	0	4	6.72E-07
2	0	5	4.27E-07
2	1	0	6.67E-04
2	1	1	1.94E-04
2	1	2	3.93E-06
2	1	3	1.05E-06
2	1	4	6.33E-07
2	1	5	4.12E-07
2	2	0	1.06E-05
2	2	1	3.93E-06
2	2	2	1.28E-06
2	2	3	8.22E-07
2	2	4	5.39E-07
2	2	5	3.69E-07
2	3	0	1.15E-06
2	3	1	1.05E-06
2	3	2	8.22E-07
2	3	3	5.96E-07
2	3	4	4.29E-07
2	3	5	3.11E-07
2	4	0	6.72E-07
2	4	1	6.33E-07
2	4	2	5.39E-07
2	4	3	4.29E-07
2	4	4	3.31E-07
2	4	5	2.55E-07
2	5	0	4.27E-07
2	5	1	4.12E-07
2	5	2	3.69E-07
2	5	3	3.11E-07
2	5	4	2.55E-07
2	5	5	2.05E-07
3	0	0	2.02E-06
3	0	1	1.64E-06
3	0	2	1.15E-06
3	0	3	7.67E-07
3	0	4	5.11E-07
3	0	5	3.54E-07
3	1	0	1.64E-06
3	1	1	1.43E-06
3	1	2	1.05E-06
3	1	3	7.15E-07
3	1	4	4.87E-07
3	1	5	3.42E-07
3	2	0	1.15E-06
3	2	1	1.05E-06
3	2	2	8.22E-07
3	2	3	5.96E-07
3	2	4	4.29E-07
3	2	5	3.11E-07
3	3	0	7.67E-07
3	3	1	7.15E-07
3	3	2	5.96E-07
3	3	3	4.65E-07
3	3	4	3.56E-07
3	3	5	2.69E-07
3	4	0	5.11E-07
3	4	1	4.87E-07
3	4	2	4.29E-07
3	4	3	3.56E-07
3	4	4	2.84E-07
3	4	5	2.25E-07
3	5	0	3.54E-07
3	5	1	3.42E-07
3	5	2	3.11E-07
3	5	3	2.69E-07
3	5	4	2.25E-07
3	5	5	1.86E-07
4	0	0	8.85E-07
4	0	1	8.20E-07
4	0	2	6.72E-07
4	0	3	5.11E-07
4	0	4	3.81E-07
4	0	5	2.84E-07
4	1	0	8.20E-07
4	1	1	7.65E-07
4	1	2	6.33E-07
4	1	3	4.87E-07
4	1	4	3.67E-07
4	1	5	2.77E-07
4	2	0	6.72E-07
4	2	1	6.33E-07
4	2	2	5.39E-07
4	2	3	4.29E-07
4	2	4	3.31E-07
4	2	5	2.55E-07
4	3	0	5.11E-07
4	3	1	4.87E-07
4	3	2	4.29E-07
4	3	3	3.56E-07
4	3	4	2.84E-07
4	3	5	2.25E-07
4	4	0	3.81E-07
4	4	1	3.67E-07
4	4	2	3.31E-07
4	4	3	2.84E-07
4	4	4	2.37E-07
4	4	5	1.93E-07
4	5	0	2.84E-07
4	5	1	2.77E-07
4	5	2	2.55E-07
4	5	3	2.25E-07
4	5	4	1.93E-07
4	5	5	1.62E-07
5	0	0	5.13E-07
5	0	1	4.90E-07
5	0	2	4.27E-07
5	0	3	3.54E-07
5	0	4	2.84E-07
5	0	5	2.24E-07
5	1	0	4.90E-07
5	1	1	4.66E-07
5	1	2	4.12E-07
5	1	3	3.42E-07
5	1	4	2.77E-07
5	1	5	2.19E-07
5	2	0	4.27E-07
5	2	1	4.12E-07
5	2	2	3.69E-07
5	2	3	3.11E-07
5	2	4	2.55E-07
5	2	5	2.05E-07
5	3	0	3.54E-07
5	3	1	3.42E-07
5	3	2	3.11E-07
5	3	3	2.69E-07
5	3	4	2.25E-07
5	3	5	1.86E-07
5	4	0	2.84E-07
5	4	1	2.77E-07
5	4	2	2.55E-07
5	4	3	2.25E-07
5	4	4	1.93E-07
5	4	5	1.62E-07
