Sm153 - 5mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.47E-01
0	0	1	6.29E-03
0	0	2	3.91E-05
0	0	3	1.81E-05
0	0	4	1.06E-05
0	0	5	6.89E-06
0	1	0	6.29E-03
0	1	1	3.13E-04
0	1	2	3.16E-05
0	1	3	1.64E-05
0	1	4	9.96E-06
0	1	5	6.65E-06
0	2	0	3.91E-05
0	2	1	3.16E-05
0	2	2	2.02E-05
0	2	3	1.28E-05
0	2	4	8.54E-06
0	2	5	6.02E-06
0	3	0	1.81E-05
0	3	1	1.64E-05
0	3	2	1.28E-05
0	3	3	9.44E-06
0	3	4	6.93E-06
0	3	5	5.17E-06
0	4	0	1.06E-05
0	4	1	9.96E-06
0	4	2	8.54E-06
0	4	3	6.93E-06
0	4	4	5.47E-06
0	4	5	4.31E-06
0	5	0	6.89E-06
0	5	1	6.65E-06
0	5	2	6.02E-06
0	5	3	5.17E-06
0	5	4	4.31E-06
0	5	5	3.56E-06
1	0	0	6.29E-03
1	0	1	3.13E-04
1	0	2	3.16E-05
1	0	3	1.64E-05
1	0	4	9.96E-06
1	0	5	6.65E-06
1	1	0	3.13E-04
1	1	1	6.32E-05
1	1	2	2.66E-05
1	1	3	1.50E-05
1	1	4	9.44E-06
1	1	5	6.44E-06
1	2	0	3.16E-05
1	2	1	2.66E-05
1	2	2	1.81E-05
1	2	3	1.19E-05
1	2	4	8.17E-06
1	2	5	5.82E-06
1	3	0	1.64E-05
1	3	1	1.50E-05
1	3	2	1.19E-05
1	3	3	8.96E-06
1	3	4	6.69E-06
1	3	5	5.03E-06
1	4	0	9.96E-06
1	4	1	9.44E-06
1	4	2	8.17E-06
1	4	3	6.69E-06
1	4	4	5.31E-06
1	4	5	4.21E-06
1	5	0	6.65E-06
1	5	1	6.44E-06
1	5	2	5.82E-06
1	5	3	5.03E-06
1	5	4	4.21E-06
1	5	5	3.48E-06
2	0	0	3.91E-05
2	0	1	3.16E-05
2	0	2	2.02E-05
2	0	3	1.28E-05
2	0	4	8.54E-06
2	0	5	6.02E-06
2	1	0	3.16E-05
2	1	1	2.66E-05
2	1	2	1.81E-05
2	1	3	1.19E-05
2	1	4	8.17E-06
2	1	5	5.82E-06
2	2	0	2.02E-05
2	2	1	1.81E-05
2	2	2	1.38E-05
2	2	3	9.99E-06
2	2	4	7.21E-06
2	2	5	5.32E-06
2	3	0	1.28E-05
2	3	1	1.19E-05
2	3	2	9.99E-06
2	3	3	7.83E-06
2	3	4	6.02E-06
2	3	5	4.63E-06
2	4	0	8.54E-06
2	4	1	8.17E-06
2	4	2	7.21E-06
2	4	3	6.02E-06
2	4	4	4.90E-06
2	4	5	3.94E-06
2	5	0	6.02E-06
2	5	1	5.82E-06
2	5	2	5.32E-06
2	5	3	4.63E-06
2	5	4	3.94E-06
2	5	5	3.30E-06
3	0	0	1.81E-05
3	0	1	1.64E-05
3	0	2	1.28E-05
3	0	3	9.44E-06
3	0	4	6.93E-06
3	0	5	5.17E-06
3	1	0	1.64E-05
3	1	1	1.50E-05
3	1	2	1.19E-05
3	1	3	8.96E-06
3	1	4	6.69E-06
3	1	5	5.03E-06
3	2	0	1.28E-05
3	2	1	1.19E-05
3	2	2	9.99E-06
3	2	3	7.83E-06
3	2	4	6.02E-06
3	2	5	4.63E-06
3	3	0	9.44E-06
3	3	1	8.96E-06
3	3	2	7.83E-06
3	3	3	6.42E-06
3	3	4	5.15E-06
3	3	5	4.13E-06
3	4	0	6.93E-06
3	4	1	6.69E-06
3	4	2	6.02E-06
3	4	3	5.15E-06
3	4	4	4.32E-06
3	4	5	3.55E-06
3	5	0	5.17E-06
3	5	1	5.03E-06
3	5	2	4.63E-06
3	5	3	4.13E-06
3	5	4	3.55E-06
3	5	5	3.02E-06
4	0	0	1.06E-05
4	0	1	9.96E-06
4	0	2	8.54E-06
4	0	3	6.93E-06
4	0	4	5.47E-06
4	0	5	4.31E-06
4	1	0	9.96E-06
4	1	1	9.44E-06
4	1	2	8.17E-06
4	1	3	6.69E-06
4	1	4	5.31E-06
4	1	5	4.21E-06
4	2	0	8.54E-06
4	2	1	8.17E-06
4	2	2	7.21E-06
4	2	3	6.02E-06
4	2	4	4.90E-06
4	2	5	3.94E-06
4	3	0	6.93E-06
4	3	1	6.69E-06
4	3	2	6.02E-06
4	3	3	5.15E-06
4	3	4	4.32E-06
4	3	5	3.55E-06
4	4	0	5.47E-06
4	4	1	5.31E-06
4	4	2	4.90E-06
4	4	3	4.32E-06
4	4	4	3.71E-06
4	4	5	3.11E-06
4	5	0	4.31E-06
4	5	1	4.21E-06
4	5	2	3.94E-06
4	5	3	3.55E-06
4	5	4	3.11E-06
4	5	5	2.69E-06
5	0	0	6.89E-06
5	0	1	6.65E-06
5	0	2	6.02E-06
5	0	3	5.17E-06
5	0	4	4.31E-06
5	0	5	3.56E-06
5	1	0	6.65E-06
5	1	1	6.44E-06
5	1	2	5.82E-06
5	1	3	5.03E-06
5	1	4	4.21E-06
5	1	5	3.48E-06
5	2	0	6.02E-06
5	2	1	5.82E-06
5	2	2	5.32E-06
5	2	3	4.63E-06
5	2	4	3.94E-06
5	2	5	3.30E-06
5	3	0	5.17E-06
5	3	1	5.03E-06
5	3	2	4.63E-06
5	3	3	4.13E-06
5	3	4	3.55E-06
5	3	5	3.02E-06
5	4	0	4.31E-06
5	4	1	4.21E-06
5	4	2	3.94E-06
5	4	3	3.55E-06
5	4	4	3.11E-06
5	4	5	2.69E-06
5	5	0	3.56E-06
5	5	1	3.48E-06
5	5	2	3.30E-06
5	5	3	3.02E-06
5	5	4	2.69E-06
5	5	5	2.37E-06
