Re186 - 2.33mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	2.30E+00
0	0	1	2.06E-01
0	0	2	6.02E-04
0	0	3	1.87E-05
0	0	4	1.03E-05
0	0	5	6.59E-06
0	1	0	2.06E-01
0	1	1	3.28E-02
0	1	2	1.63E-04
0	1	3	1.68E-05
0	1	4	9.72E-06
0	1	5	6.41E-06
0	2	0	6.02E-04
0	2	1	1.63E-04
0	2	2	2.19E-05
0	2	3	1.27E-05
0	2	4	8.29E-06
0	2	5	5.80E-06
0	3	0	1.87E-05
0	3	1	1.68E-05
0	3	2	1.27E-05
0	3	3	9.16E-06
0	3	4	6.66E-06
0	3	5	4.95E-06
0	4	0	1.03E-05
0	4	1	9.72E-06
0	4	2	8.29E-06
0	4	3	6.66E-06
0	4	4	5.24E-06
0	4	5	4.15E-06
0	5	0	6.59E-06
0	5	1	6.41E-06
0	5	2	5.80E-06
0	5	3	4.95E-06
0	5	4	4.15E-06
0	5	5	3.41E-06
1	0	0	2.06E-01
1	0	1	3.28E-02
1	0	2	1.63E-04
1	0	3	1.68E-05
1	0	4	9.72E-06
1	0	5	6.41E-06
1	1	0	3.28E-02
1	1	1	6.51E-03
1	1	2	5.77E-05
1	1	3	1.51E-05
1	1	4	9.13E-06
1	1	5	6.17E-06
1	2	0	1.63E-04
1	2	1	5.77E-05
1	2	2	1.89E-05
1	2	3	1.18E-05
1	2	4	7.88E-06
1	2	5	5.57E-06
1	3	0	1.68E-05
1	3	1	1.51E-05
1	3	2	1.18E-05
1	3	3	8.71E-06
1	3	4	6.42E-06
1	3	5	4.80E-06
1	4	0	9.72E-06
1	4	1	9.13E-06
1	4	2	7.88E-06
1	4	3	6.42E-06
1	4	4	5.08E-06
1	4	5	4.05E-06
1	5	0	6.41E-06
1	5	1	6.17E-06
1	5	2	5.57E-06
1	5	3	4.80E-06
1	5	4	4.05E-06
1	5	5	3.37E-06
2	0	0	6.02E-04
2	0	1	1.63E-04
2	0	2	2.19E-05
2	0	3	1.27E-05
2	0	4	8.29E-06
2	0	5	5.80E-06
2	1	0	1.63E-04
2	1	1	5.77E-05
2	1	2	1.89E-05
2	1	3	1.18E-05
2	1	4	7.88E-06
2	1	5	5.57E-06
2	2	0	2.19E-05
2	2	1	1.89E-05
2	2	2	1.38E-05
2	2	3	9.75E-06
2	2	4	6.92E-06
2	2	5	5.08E-06
2	3	0	1.27E-05
2	3	1	1.18E-05
2	3	2	9.75E-06
2	3	3	7.51E-06
2	3	4	5.76E-06
2	3	5	4.44E-06
2	4	0	8.29E-06
2	4	1	7.88E-06
2	4	2	6.92E-06
2	4	3	5.76E-06
2	4	4	4.70E-06
2	4	5	3.79E-06
2	5	0	5.80E-06
2	5	1	5.57E-06
2	5	2	5.08E-06
2	5	3	4.44E-06
2	5	4	3.79E-06
2	5	5	3.17E-06
3	0	0	1.87E-05
3	0	1	1.68E-05
3	0	2	1.27E-05
3	0	3	9.16E-06
3	0	4	6.66E-06
3	0	5	4.95E-06
3	1	0	1.68E-05
3	1	1	1.51E-05
3	1	2	1.18E-05
3	1	3	8.71E-06
3	1	4	6.42E-06
3	1	5	4.80E-06
3	2	0	1.27E-05
3	2	1	1.18E-05
3	2	2	9.75E-06
3	2	3	7.51E-06
3	2	4	5.76E-06
3	2	5	4.44E-06
3	3	0	9.16E-06
3	3	1	8.71E-06
3	3	2	7.51E-06
3	3	3	6.20E-06
3	3	4	4.96E-06
3	3	5	3.96E-06
3	4	0	6.66E-06
3	4	1	6.42E-06
3	4	2	5.76E-06
3	4	3	4.96E-06
3	4	4	4.14E-06
3	4	5	3.42E-06
3	5	0	4.95E-06
3	5	1	4.80E-06
3	5	2	4.44E-06
3	5	3	3.96E-06
3	5	4	3.42E-06
3	5	5	2.94E-06
4	0	0	1.03E-05
4	0	1	9.72E-06
4	0	2	8.29E-06
4	0	3	6.66E-06
4	0	4	5.24E-06
4	0	5	4.15E-06
4	1	0	9.72E-06
4	1	1	9.13E-06
4	1	2	7.88E-06
4	1	3	6.42E-06
4	1	4	5.08E-06
4	1	5	4.05E-06
4	2	0	8.29E-06
4	2	1	7.88E-06
4	2	2	6.92E-06
4	2	3	5.76E-06
4	2	4	4.70E-06
4	2	5	3.79E-06
4	3	0	6.66E-06
4	3	1	6.42E-06
4	3	2	5.76E-06
4	3	3	4.96E-06
4	3	4	4.14E-06
4	3	5	3.42E-06
4	4	0	5.24E-06
4	4	1	5.08E-06
4	4	2	4.70E-06
4	4	3	4.14E-06
4	4	4	3.52E-06
4	4	5	3.01E-06
4	5	0	4.15E-06
4	5	1	4.05E-06
4	5	2	3.79E-06
4	5	3	3.42E-06
4	5	4	3.01E-06
4	5	5	2.63E-06
5	0	0	6.59E-06
5	0	1	6.41E-06
5	0	2	5.80E-06
5	0	3	4.95E-06
5	0	4	4.15E-06
5	0	5	3.41E-06
5	1	0	6.41E-06
5	1	1	6.17E-06
5	1	2	5.57E-06
5	1	3	4.80E-06
5	1	4	4.05E-06
5	1	5	3.37E-06
5	2	0	5.80E-06
5	2	1	5.57E-06
5	2	2	5.08E-06
5	2	3	4.44E-06
5	2	4	3.79E-06
5	2	5	3.17E-06
5	3	0	4.95E-06
5	3	1	4.80E-06
5	3	2	4.44E-06
5	3	3	3.96E-06
5	3	4	3.42E-06
5	3	5	2.94E-06
5	4	0	4.15E-06
5	4	1	4.05E-06
5	4	2	3.79E-06
5	4	3	3.42E-06
5	4	4	3.01E-06
5	4	5	2.63E-06
5	5	0	3.41E-06
5	5	1	3.37E-06
5	5	2	3.17E-06
5	5	3	2.94E-06
5	5	4	2.63E-06
5	5	5	2.34E-06
