Re188 - 4mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	6.53E-01
0	0	1	5.10E-02
0	0	2	5.47E-05
0	0	3	2.09E-05
0	0	4	1.17E-05
0	0	5	7.48E-06
0	1	0	5.10E-02
0	1	1	6.13E-03
0	1	2	3.91E-05
0	1	3	1.88E-05
0	1	4	1.10E-05
0	1	5	7.17E-06
0	2	0	5.47E-05
0	2	1	3.91E-05
0	2	2	2.36E-05
0	2	3	1.44E-05
0	2	4	9.37E-06
0	2	5	6.43E-06
0	3	0	2.09E-05
0	3	1	1.88E-05
0	3	2	1.44E-05
0	3	3	1.04E-05
0	3	4	7.47E-06
0	3	5	5.45E-06
0	4	0	1.17E-05
0	4	1	1.10E-05
0	4	2	9.37E-06
0	4	3	7.47E-06
0	4	4	5.83E-06
0	4	5	4.51E-06
0	5	0	7.48E-06
0	5	1	7.17E-06
0	5	2	6.43E-06
0	5	3	5.45E-06
0	5	4	4.51E-06
0	5	5	3.68E-06
1	0	0	5.10E-02
1	0	1	6.13E-03
1	0	2	3.91E-05
1	0	3	1.88E-05
1	0	4	1.10E-05
1	0	5	7.17E-06
1	1	0	6.13E-03
1	1	1	9.02E-04
1	1	2	3.18E-05
1	1	3	1.71E-05
1	1	4	1.04E-05
1	1	5	6.92E-06
1	2	0	3.91E-05
1	2	1	3.18E-05
1	2	2	2.09E-05
1	2	3	1.34E-05
1	2	4	8.90E-06
1	2	5	6.21E-06
1	3	0	1.88E-05
1	3	1	1.71E-05
1	3	2	1.34E-05
1	3	3	9.86E-06
1	3	4	7.18E-06
1	3	5	5.31E-06
1	4	0	1.10E-05
1	4	1	1.04E-05
1	4	2	8.90E-06
1	4	3	7.18E-06
1	4	4	5.64E-06
1	4	5	4.41E-06
1	5	0	7.17E-06
1	5	1	6.92E-06
1	5	2	6.21E-06
1	5	3	5.31E-06
1	5	4	4.41E-06
1	5	5	3.61E-06
2	0	0	5.47E-05
2	0	1	3.91E-05
2	0	2	2.36E-05
2	0	3	1.44E-05
2	0	4	9.37E-06
2	0	5	6.43E-06
2	1	0	3.91E-05
2	1	1	3.18E-05
2	1	2	2.09E-05
2	1	3	1.34E-05
2	1	4	8.90E-06
2	1	5	6.21E-06
2	2	0	2.36E-05
2	2	1	2.09E-05
2	2	2	1.57E-05
2	2	3	1.10E-05
2	2	4	7.78E-06
2	2	5	5.63E-06
2	3	0	1.44E-05
2	3	1	1.34E-05
2	3	2	1.10E-05
2	3	3	8.49E-06
2	3	4	6.43E-06
2	3	5	4.88E-06
2	4	0	9.37E-06
2	4	1	8.90E-06
2	4	2	7.78E-06
2	4	3	6.43E-06
2	4	4	5.15E-06
2	4	5	4.11E-06
2	5	0	6.43E-06
2	5	1	6.21E-06
2	5	2	5.63E-06
2	5	3	4.88E-06
2	5	4	4.11E-06
2	5	5	3.39E-06
3	0	0	2.09E-05
3	0	1	1.88E-05
3	0	2	1.44E-05
3	0	3	1.04E-05
3	0	4	7.47E-06
3	0	5	5.45E-06
3	1	0	1.88E-05
3	1	1	1.71E-05
3	1	2	1.34E-05
3	1	3	9.86E-06
3	1	4	7.18E-06
3	1	5	5.31E-06
3	2	0	1.44E-05
3	2	1	1.34E-05
3	2	2	1.10E-05
3	2	3	8.49E-06
3	2	4	6.43E-06
3	2	5	4.88E-06
3	3	0	1.04E-05
3	3	1	9.86E-06
3	3	2	8.49E-06
3	3	3	6.91E-06
3	3	4	5.47E-06
3	3	5	4.30E-06
3	4	0	7.47E-06
3	4	1	7.18E-06
3	4	2	6.43E-06
3	4	3	5.47E-06
3	4	4	4.52E-06
3	4	5	3.68E-06
3	5	0	5.45E-06
3	5	1	5.31E-06
3	5	2	4.88E-06
3	5	3	4.30E-06
3	5	4	3.68E-06
3	5	5	3.09E-06
4	0	0	1.17E-05
4	0	1	1.10E-05
4	0	2	9.37E-06
4	0	3	7.47E-06
4	0	4	5.83E-06
4	0	5	4.51E-06
4	1	0	1.10E-05
4	1	1	1.04E-05
4	1	2	8.90E-06
4	1	3	7.18E-06
4	1	4	5.64E-06
4	1	5	4.41E-06
4	2	0	9.37E-06
4	2	1	8.90E-06
4	2	2	7.78E-06
4	2	3	6.43E-06
4	2	4	5.15E-06
4	2	5	4.11E-06
4	3	0	7.47E-06
4	3	1	7.18E-06
4	3	2	6.43E-06
4	3	3	5.47E-06
4	3	4	4.52E-06
4	3	5	3.68E-06
4	4	0	5.83E-06
4	4	1	5.64E-06
4	4	2	5.15E-06
4	4	3	4.52E-06
4	4	4	3.81E-06
4	4	5	3.22E-06
4	5	0	4.51E-06
4	5	1	4.41E-06
4	5	2	4.11E-06
4	5	3	3.68E-06
4	5	4	3.22E-06
4	5	5	2.75E-06
5	0	0	7.48E-06
5	0	1	7.17E-06
5	0	2	6.43E-06
5	0	3	5.45E-06
5	0	4	4.51E-06
5	0	5	3.68E-06
5	1	0	7.17E-06
5	1	1	6.92E-06
5	1	2	6.21E-06
5	1	3	5.31E-06
5	1	4	4.41E-06
5	1	5	3.61E-06
5	2	0	6.43E-06
5	2	1	6.21E-06
5	2	2	5.63E-06
5	2	3	4.88E-06
5	2	4	4.11E-06
5	2	5	3.39E-06
5	3	0	5.45E-06
5	3	1	5.31E-06
5	3	2	4.88E-06
5	3	3	4.30E-06
5	3	4	3.68E-06
5	3	5	3.09E-06
5	4	0	4.51E-06
5	4	1	4.41E-06
5	4	2	4.11E-06
5	4	3	3.68E-06
5	4	4	3.22E-06
5	4	5	2.75E-06
5	5	0	3.68E-06
5	5	1	3.61E-06
5	5	2	3.39E-06
5	5	3	3.09E-06
5	5	4	2.75E-06
5	5	5	2.41E-06
