Lu177 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
0	0	0	3.70E-02
0	0	1	2.49E-04
0	0	2	1.16E-05
0	0	3	5.08E-06
0	0	4	2.79E-06
0	0	5	1.74E-06
0	1	0	2.49E-04
0	1	1	2.61E-05
0	1	2	9.25E-06
0	1	3	4.56E-06
0	1	4	2.62E-06
0	1	5	1.66E-06
0	2	0	1.16E-05
0	2	1	9.25E-06
0	2	2	5.73E-06
0	2	3	3.48E-06
0	2	4	2.21E-06
0	2	5	1.47E-06
0	3	0	5.08E-06
0	3	1	4.56E-06
0	3	2	3.48E-06
0	3	3	2.47E-06
0	3	4	1.73E-06
0	3	5	1.23E-06
0	4	0	2.79E-06
0	4	1	2.62E-06
0	4	2	2.21E-06
0	4	3	1.73E-06
0	4	4	1.32E-06
0	4	5	9.97E-07
0	5	0	1.74E-06
0	5	1	1.66E-06
0	5	2	1.47E-06
0	5	3	1.23E-06
0	5	4	9.97E-07
0	5	5	7.87E-07
1	0	0	2.49E-04
1	0	1	2.61E-05
1	0	2	9.25E-06
1	0	3	4.56E-06
1	0	4	2.62E-06
1	0	5	1.66E-06
1	1	0	2.61E-05
1	1	1	1.58E-05
1	1	2	7.70E-06
1	1	3	4.13E-06
1	1	4	2.47E-06
1	1	5	1.60E-06
1	2	0	9.25E-06
1	2	1	7.70E-06
1	2	2	5.09E-06
1	2	3	3.22E-06
1	2	4	2.10E-06
1	2	5	1.42E-06
1	3	0	4.56E-06
1	3	1	4.13E-06
1	3	2	3.22E-06
1	3	3	2.33E-06
1	3	4	1.66E-06
1	3	5	1.19E-06
1	4	0	2.62E-06
1	4	1	2.47E-06
1	4	2	2.10E-06
1	4	3	1.66E-06
1	4	4	1.28E-06
1	4	5	9.70E-07
1	5	0	1.66E-06
1	5	1	1.60E-06
1	5	2	1.42E-06
1	5	3	1.19E-06
1	5	4	9.70E-07
1	5	5	7.74E-07
2	0	0	1.16E-05
2	0	1	9.25E-06
2	0	2	5.73E-06
2	0	3	3.48E-06
2	0	4	2.21E-06
2	0	5	1.47E-06
