Sm153 - 3.9mm - Soft tissue			
i	j	k	S [mGy/(MBq·s)]
0	0	0	4.98E-01
0	0	1	1.61E-02
0	0	2	6.23E-05
0	0	3	2.86E-05
0	0	4	1.67E-05
0	0	5	1.10E-05
0	1	0	1.61E-02
0	1	1	9.15E-04
0	1	2	5.03E-05
0	1	3	2.59E-05
0	1	4	1.58E-05
0	1	5	1.06E-05
0	2	0	6.23E-05
0	2	1	5.03E-05
0	2	2	3.20E-05
0	2	3	2.03E-05
0	2	4	1.36E-05
0	2	5	9.57E-06
0	3	0	2.86E-05
0	3	1	2.59E-05
0	3	2	2.03E-05
0	3	3	1.50E-05
0	3	4	1.10E-05
0	3	5	8.24E-06
0	4	0	1.67E-05
0	4	1	1.58E-05
0	4	2	1.36E-05
0	4	3	1.10E-05
0	4	4	8.77E-06
0	4	5	6.93E-06
0	5	0	1.10E-05
0	5	1	1.06E-05
0	5	2	9.57E-06
0	5	3	8.24E-06
0	5	4	6.93E-06
0	5	5	5.70E-06
1	0	0	1.61E-02
1	0	1	9.15E-04
1	0	2	5.03E-05
1	0	3	2.59E-05
1	0	4	1.58E-05
1	0	5	1.06E-05
1	1	0	9.15E-04
1	1	1	1.31E-04
1	1	2	4.22E-05
1	1	3	2.37E-05
1	1	4	1.49E-05
1	1	5	1.02E-05
1	2	0	5.03E-05
1	2	1	4.22E-05
1	2	2	2.87E-05
1	2	3	1.89E-05
1	2	4	1.29E-05
1	2	5	9.25E-06
1	3	0	2.59E-05
1	3	1	2.37E-05
1	3	2	1.89E-05
1	3	3	1.42E-05
1	3	4	1.06E-05
1	3	5	8.03E-06
1	4	0	1.58E-05
1	4	1	1.49E-05
1	4	2	1.29E-05
1	4	3	1.06E-05
1	4	4	8.50E-06
1	4	5	6.75E-06
1	5	0	1.06E-05
1	5	1	1.02E-05
1	5	2	9.25E-06
1	5	3	8.03E-06
1	5	4	6.75E-06
1	5	5	5.59E-06
2	0	0	6.23E-05
2	0	1	5.03E-05
2	0	2	3.20E-05
2	0	3	2.03E-05
2	0	4	1.36E-05
2	0	5	9.57E-06
2	1	0	5.03E-05
2	1	1	4.22E-05
2	1	2	2.87E-05
2	1	3	1.89E-05
2	1	4	1.29E-05
2	1	5	9.25E-06
2	2	0	3.20E-05
2	2	1	2.87E-05
2	2	2	2.18E-05
2	2	3	1.58E-05
2	2	4	1.14E-05
2	2	5	8.47E-06
2	3	0	2.03E-05
2	3	1	1.89E-05
2	3	2	1.58E-05
2	3	3	1.24E-05
2	3	4	9.57E-06
2	3	5	7.42E-06
2	4	0	1.36E-05
2	4	1	1.29E-05
2	4	2	1.14E-05
2	4	3	9.57E-06
2	4	4	7.85E-06
2	4	5	6.34E-06
2	5	0	9.57E-06
2	5	1	9.25E-06
2	5	2	8.47E-06
2	5	3	7.42E-06
2	5	4	6.34E-06
2	5	5	5.33E-06
3	0	0	2.86E-05
3	0	1	2.59E-05
3	0	2	2.03E-05
3	0	3	1.50E-05
3	0	4	1.10E-05
3	0	5	8.24E-06
3	1	0	2.59E-05
3	1	1	2.37E-05
3	1	2	1.89E-05
3	1	3	1.42E-05
3	1	4	1.06E-05
3	1	5	8.03E-06
3	2	0	2.03E-05
3	2	1	1.89E-05
3	2	2	1.58E-05
3	2	3	1.24E-05
3	2	4	9.57E-06
3	2	5	7.42E-06
3	3	0	1.50E-05
3	3	1	1.42E-05
3	3	2	1.24E-05
3	3	3	1.03E-05
3	3	4	8.25E-06
3	3	5	6.60E-06
3	4	0	1.10E-05
3	4	1	1.06E-05
3	4	2	9.57E-06
3	4	3	8.25E-06
3	4	4	6.91E-06
3	4	5	5.70E-06
3	5	0	8.24E-06
3	5	1	8.03E-06
3	5	2	7.42E-06
3	5	3	6.60E-06
3	5	4	5.70E-06
3	5	5	4.89E-06
4	0	0	1.67E-05
4	0	1	1.58E-05
4	0	2	1.36E-05
4	0	3	1.10E-05
4	0	4	8.77E-06
4	0	5	6.93E-06
4	1	0	1.58E-05
4	1	1	1.49E-05
4	1	2	1.29E-05
4	1	3	1.06E-05
4	1	4	8.50E-06
4	1	5	6.75E-06
4	2	0	1.36E-05
4	2	1	1.29E-05
4	2	2	1.14E-05
4	2	3	9.57E-06
4	2	4	7.85E-06
4	2	5	6.34E-06
4	3	0	1.10E-05
4	3	1	1.06E-05
4	3	2	9.57E-06
4	3	3	8.25E-06
4	3	4	6.91E-06
4	3	5	5.70E-06
4	4	0	8.77E-06
4	4	1	8.50E-06
4	4	2	7.85E-06
4	4	3	6.91E-06
4	4	4	5.90E-06
4	4	5	5.06E-06
4	5	0	6.93E-06
4	5	1	6.75E-06
4	5	2	6.34E-06
4	5	3	5.70E-06
4	5	4	5.06E-06
4	5	5	4.37E-06
5	0	0	1.10E-05
5	0	1	1.06E-05
5	0	2	9.57E-06
5	0	3	8.24E-06
5	0	4	6.93E-06
5	0	5	5.70E-06
5	1	0	1.06E-05
5	1	1	1.02E-05
5	1	2	9.25E-06
5	1	3	8.03E-06
5	1	4	6.75E-06
5	1	5	5.59E-06
5	2	0	9.57E-06
5	2	1	9.25E-06
5	2	2	8.47E-06
5	2	3	7.42E-06
5	2	4	6.34E-06
5	2	5	5.33E-06
5	3	0	8.24E-06
5	3	1	8.03E-06
5	3	2	7.42E-06
5	3	3	6.60E-06
5	3	4	5.70E-06
5	3	5	4.89E-06
5	4	0	6.93E-06
5	4	1	6.75E-06
5	4	2	6.34E-06
5	4	3	5.70E-06
5	4	4	5.06E-06
5	4	5	4.37E-06
5	5	0	5.70E-06
5	5	1	5.59E-06
5	5	2	5.33E-06
5	5	3	4.89E-06
5	5	4	4.37E-06
5	5	5	3.87E-06
